model_name,name_dataset,n_S,n_X,n_U,total_samples,ROC_AUC,Accuracy,Precision,Recall,F1_Score,Statistical_Parity_Diff_(ATE),Disparate_Impact_Ratio,Equal_Opportunity_Diff,Pos_Rate_S1,Pos_Rate_S0,sample_size_label,base_nodes,u_frac,seed,total_nodes,nonlinear_pattern,regime,DIR_dist,Statistical_Parity_Diff_(ATE)_clip,Equal_Opportunity_Diff_clip,DIR_dist_clip,DOFS,DOFS_predictive,DOFS_fairness
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_3_8_nodes_full_data.csv,3,6,5,10000,0.9959,0.9626,0.9666,0.9582,0.9624,0.6986,0.1749,0.0908,0.1481,0.8468,Large,10,0.5,3,8,Linear_ReLU_50%,Synthetic (SF),0.8251,0.6986,0.0908,0.8251,0.6859970624878584,0.9663595640677993,0.4729821069850486
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_4_8_nodes_full_data.csv,3,6,5,10000,0.9416,0.8809,0.9668,0.7889,0.8688,0.0281,1.0712,0.0101,0.422,0.3939,Large,10,0.5,4,8,Linear_ReLU_50%,Synthetic (SF),0.06646751306945475,0.0281,0.0101,0.06646751306945475,0.8988258652007902,0.8754308506233663,0.9582422048454213
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_5_8_nodes_full_data.csv,3,6,5,10000,0.9918,0.9507,0.9568,0.944,0.9503,0.5729,0.2661,0.081,0.2077,0.7805,Large,10,0.5,5,8,Linear_ReLU_50%,Synthetic (SF),0.7339,0.5729,0.081,0.7339,0.7174412483347421,0.9555025179046371,0.5285530776841012
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_6_8_nodes_full_data.csv,3,6,5,10000,0.6278,0.5536,0.5358,0.8013,0.6422,0.0282,1.0385,0.0642,0.7619,0.7336,Large,10,0.5,6,8,Linear_ReLU_50%,Synthetic (SF),0.03707270101107363,0.0282,0.0642,0.03707270101107363,0.7196195594336191,0.6273149694494863,0.9543320179589002
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_7_8_nodes_full_data.csv,3,6,5,10000,0.9732,0.9143,0.9407,0.8844,0.9117,0.5569,3.8908,0.2361,0.7496,0.1926,Large,10,0.5,7,8,Linear_ReLU_50%,Synthetic (SF),0.7429834481340598,0.5569,0.2361,0.7429834481340598,0.6990114475560997,0.9195848633984465,0.4897954565454617
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_8_8_nodes_full_data.csv,3,6,5,10000,0.9301,0.8544,0.8333,0.8862,0.8589,0.4623,2.5363,0.1499,0.7632,0.3009,Large,10,0.5,8,8,Linear_ReLU_50%,Synthetic (SF),0.6057248748176478,0.4623,0.1499,0.6057248748176478,0.7287617506911048,0.8689381038545816,0.5817992675223598
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_9_8_nodes_full_data.csv,3,6,5,10000,0.9281,0.8204,0.9442,0.6811,0.7914,0.0299,0.9205,0.0296,0.3457,0.3756,Large,10,0.5,9,8,Linear_ReLU_50%,Synthetic (SF),0.07950000000000002,0.0299,0.0296,0.07950000000000002,0.8502226557165549,0.813111891340807,0.9483730777552558
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_0_8_nodes_full_data.csv,3,6,10,10000,0.6548,0.6019,0.5911,0.6613,0.6242,0.1716,0.734,0.1827,0.4733,0.6449,Large,10,1.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.266,0.1716,0.1827,0.266,0.6826376895708595,0.626241865040545,0.7901114079452592
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_1_8_nodes_full_data.csv,3,6,10,10000,0.968,0.8969,0.8834,0.9144,0.8987,0.4467,0.396,0.1039,0.2929,0.7396,Large,10,1.0,1,8,Linear_ReLU_50%,Synthetic (SF),0.604,0.4467,0.1039,0.604,0.7477705944956703,0.9079282374472027,0.597358926098372
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_2_8_nodes_full_data.csv,3,6,10,10000,0.9164,0.8337,0.8036,0.8831,0.8415,0.2604,0.6163,0.0591,0.4183,0.6787,Large,10,1.0,2,8,Linear_ReLU_50%,Synthetic (SF),0.38370000000000004,0.2604,0.0591,0.38370000000000004,0.8028408216373155,0.8512589617059175,0.7422458276388959
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_3_8_nodes_full_data.csv,3,6,10,10000,0.9519,0.8708,0.9055,0.828,0.865,0.0911,1.2213,0.0481,0.5027,0.4116,Large,10,1.0,3,8,Linear_ReLU_50%,Synthetic (SF),0.1812003602718415,0.0911,0.0481,0.1812003602718415,0.8792590764849002,0.8779326937281886,0.8814672962204709
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_4_8_nodes_full_data.csv,3,6,10,10000,0.9971,0.9722,0.9724,0.972,0.9722,0.1291,1.2966,0.0142,0.5643,0.4352,Large,10,1.0,4,8,Linear_ReLU_50%,Synthetic (SF),0.2287521209316674,0.1291,0.0142,0.2287521209316674,0.9083407089768443,0.9751537248667026,0.8528694228156541
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_5_8_nodes_full_data.csv,3,6,10,10000,0.933,0.8593,0.9004,0.808,0.8517,0.7419,10.6765,0.5713,0.8185,0.0767,Large,10,1.0,5,8,Linear_ReLU_50%,Synthetic (SF),0.9063363461808646,0.7419,0.5713,0.9063363461808646,0.6007889048579172,0.8646500227213405,0.2809146905281221
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_6_8_nodes_full_data.csv,3,6,10,10000,0.8592,0.7714,0.7767,0.762,0.7693,0.3533,2.1258,0.2324,0.6672,0.3138,Large,10,1.0,6,8,Linear_ReLU_50%,Synthetic (SF),0.5295888606642205,0.3533,0.2324,0.5295888606642205,0.7147171685201246,0.7855094531909396,0.6205813907873782
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_7_8_nodes_full_data.csv,3,6,10,10000,0.9713,0.9082,0.9274,0.8858,0.9061,0.0498,1.11,0.061,0.5023,0.4526,Large,10,1.0,7,8,Linear_ReLU_50%,Synthetic (SF),0.0990990990990992,0.0498,0.061,0.0990990990990992,0.9194635492004161,0.9151677744495654,0.9271650343787384
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_8_8_nodes_full_data.csv,3,6,10,10000,0.8249,0.73,0.728,0.7344,0.7312,0.0283,0.9455,0.0106,0.4904,0.5186,Large,10,1.0,8,8,Linear_ReLU_50%,Synthetic (SF),0.05449999999999999,0.0283,0.0106,0.05449999999999999,0.8065282368286678,0.7478317774808041,0.9642003262469897
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_9_8_nodes_full_data.csv,3,6,10,10000,0.9817,0.9246,0.9083,0.9444,0.926,0.2957,0.5569,0.0459,0.3716,0.6673,Large,10,1.0,9,8,Linear_ReLU_50%,Synthetic (SF),0.44310000000000005,0.2957,0.0459,0.44310000000000005,0.8164267250411696,0.9325299034971674,0.7101731561189594
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_0_8_nodes_full_data.csv,3,6,20,10000,0.7626,0.6916,0.6779,0.73,0.703,0.0564,0.9004,0.1096,0.5101,0.5665,Large,10,2.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.09960000000000002,0.0564,0.1096,0.09960000000000002,0.7716414933781852,0.7120800082651461,0.9088029531671566
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_1_8_nodes_full_data.csv,3,6,20,10000,0.7299,0.6756,0.7147,0.5844,0.643,0.4886,0.2514,0.5495,0.1641,0.6527,Large,10,2.0,1,8,Linear_ReLU_50%,Synthetic (SF),0.7485999999999999,0.4886,0.5495,0.7485999999999999,0.5641540041142243,0.6674537520113609,0.40907821149252105
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_2_8_nodes_full_data.csv,3,6,20,10000,0.8286,0.7591,0.8599,0.6191,0.7199,0.522,0.1587,0.6061,0.0984,0.6204,Large,10,2.0,2,8,Linear_ReLU_50%,Synthetic (SF),0.8412999999999999,0.522,0.6061,0.8412999999999999,0.5841916983974335,0.7477146249224572,0.3551667595963927
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_3_8_nodes_full_data.csv,3,6,20,10000,0.9499,0.8747,0.8941,0.85,0.8715,0.1356,1.3326,0.0398,0.5431,0.4076,Large,10,2.0,3,8,Linear_ReLU_50%,Synthetic (SF),0.24958727300015005,0.1356,0.0398,0.24958727300015005,0.8649439242150448,0.8836676897552879,0.8389474877560619
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_4_8_nodes_full_data.csv,3,6,20,10000,0.9961,0.9662,0.966,0.9664,0.9662,0.1813,0.6933,0.0168,0.4098,0.5912,Large,10,2.0,4,8,Linear_ReLU_50%,Synthetic (SF),0.3067,0.1813,0.0168,0.3067,0.878137951773615,0.9697944206992588,0.8031464238892038
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_5_8_nodes_full_data.csv,3,6,20,10000,0.9779,0.9178,0.9508,0.8811,0.9146,0.1346,1.3396,0.0052,0.5311,0.3965,Large,10,2.0,5,8,Linear_ReLU_50%,Synthetic (SF),0.2535085100029859,0.1346,0.0052,0.2535085100029859,0.8841504294815848,0.9217553961835852,0.8407151683422567
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_6_8_nodes_full_data.csv,3,6,20,10000,0.7421,0.6692,0.6563,0.7107,0.6824,0.2278,1.5327,0.1079,0.6553,0.4276,Large,10,2.0,6,8,Linear_ReLU_50%,Synthetic (SF),0.3475565994649964,0.2278,0.1079,0.3475565994649964,0.7160961835278089,0.6912885198653123,0.7584737244810632
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_7_8_nodes_full_data.csv,3,6,20,10000,0.9841,0.9323,0.9419,0.9216,0.9316,0.0813,1.1813,0.0213,0.5299,0.4486,Large,10,2.0,7,8,Linear_ReLU_50%,Synthetic (SF),0.15347498518581226,0.0813,0.0213,0.15347498518581226,0.9221164173272186,0.938557733084988,0.9006895459326325
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_8_8_nodes_full_data.csv,3,6,20,10000,0.8549,0.756,0.7208,0.8358,0.774,0.0689,0.8878,0.0666,0.5453,0.6142,Large,10,2.0,8,8,Linear_ReLU_50%,Synthetic (SF),0.11219999999999997,0.0689,0.0666,0.11219999999999997,0.8237822429085228,0.784076608244881,0.9150539199273592
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_9_8_nodes_full_data.csv,3,6,20,10000,0.9504,0.8961,0.9152,0.8731,0.8937,0.4552,2.8217,0.2025,0.7051,0.2499,Large,10,2.0,9,8,Linear_ReLU_50%,Synthetic (SF),0.6456037140730765,0.4552,0.2025,0.6456037140730765,0.7290907175848517,0.902553958879245,0.5578287836496008
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_0_18_nodes_full_data.csv,3,16,10,20000,0.9767,0.9218,0.9649,0.8756,0.9181,0.6068,5.0382,0.4105,0.757,0.1503,Large,20,0.5,0,18,Linear_ReLU_50%,Synthetic (SF),0.8015164145925132,0.6068,0.4105,0.8015164145925132,0.6677836912048877,0.923189357043165,0.40393647011801403
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_1_18_nodes_full_data.csv,3,16,10,20000,0.9689,0.9012,0.8918,0.9132,0.9024,0.4941,0.3488,0.1352,0.2646,0.7587,Large,20,0.5,1,18,Linear_ReLU_50%,Synthetic (SF),0.6512,0.4941,0.1352,0.6512,0.7302431225801838,0.9115465238549364,0.5614860332862915
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_2_18_nodes_full_data.csv,3,16,10,20000,0.9886,0.9422,0.9365,0.9487,0.9426,0.1532,1.3562,0.0163,0.5832,0.43,Large,20,0.5,2,18,Linear_ReLU_50%,Synthetic (SF),0.262645627488571,0.1532,0.0163,0.262645627488571,0.8886377644754656,0.9483670313674154,0.8305796403668003
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_3_18_nodes_full_data.csv,3,16,10,20000,0.9907,0.9385,0.9063,0.9781,0.9408,0.5012,0.3655,0.0036,0.2888,0.7899,Large,20,0.5,3,18,Linear_ReLU_50%,Synthetic (SF),0.6345000000000001,0.5012,0.0036,0.6345000000000001,0.7478998609753564,0.9428403920377495,0.5918877181444225
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_4_18_nodes_full_data.csv,3,16,10,20000,0.8593,0.7921,0.83,0.7345,0.7794,0.1863,0.6521,0.1465,0.3492,0.5355,Large,20,0.5,4,18,Linear_ReLU_50%,Synthetic (SF),0.3479,0.1863,0.1465,0.3479,0.7823613714303823,0.7956965053452466,0.7619663084129685
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_5_18_nodes_full_data.csv,3,16,10,20000,0.8929,0.8249,0.8625,0.7732,0.8154,0.5111,3.656,0.4348,0.7035,0.1924,Large,20,0.5,5,18,Linear_ReLU_50%,Synthetic (SF),0.7264770240700219,0.5111,0.4348,0.7264770240700219,0.6567689984517773,0.8298166372415205,0.4458844535898114
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_6_18_nodes_full_data.csv,3,16,10,20000,0.9952,0.9662,0.9728,0.9592,0.9659,0.5358,0.296,0.0765,0.2253,0.7611,Large,20,0.5,6,18,Linear_ReLU_50%,Synthetic (SF),0.704,0.5358,0.0765,0.704,0.731354419389977,0.9693169015703453,0.5476650697750581
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_7_18_nodes_full_data.csv,3,16,10,20000,0.9965,0.9663,0.9556,0.9781,0.9667,0.5348,3.1945,0.0371,0.7785,0.2437,Large,20,0.5,7,18,Linear_ReLU_50%,Synthetic (SF),0.6869619658788543,0.5348,0.0371,0.6869619658788543,0.7365637603251226,0.9694198583803596,0.5611594332938622
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_8_18_nodes_full_data.csv,3,16,10,20000,0.9947,0.9597,0.9579,0.9617,0.9598,0.4599,0.3717,0.0555,0.2721,0.732,Large,20,0.5,8,18,Linear_ReLU_50%,Synthetic (SF),0.6283000000000001,0.4599,0.0555,0.6283000000000001,0.7572978243748096,0.9640293198890034,0.595617041685149
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_9_18_nodes_full_data.csv,3,16,10,20000,0.9936,0.9611,0.9686,0.9532,0.9608,0.6084,0.2356,0.114,0.1875,0.796,Large,20,0.5,9,18,Linear_ReLU_50%,Synthetic (SF),0.7644,0.6084,0.114,0.7644,0.7070969174931678,0.9647012062875445,0.5033652539614911
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_0_18_nodes_full_data.csv,3,16,20,20000,0.8743,0.7836,0.8288,0.7148,0.7676,0.058,0.8739,0.0122,0.4022,0.4603,Large,20,1.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.1261,0.058,0.0122,0.1261,0.8289285242330257,0.78866930498887,0.9208363413822019
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_1_18_nodes_full_data.csv,3,16,20,20000,0.9364,0.8647,0.8607,0.8703,0.8655,0.3667,2.1387,0.1821,0.6888,0.3221,Large,20,1.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.5324262402393978,0.3667,0.1821,0.5324262402393978,0.7576909543694129,0.8766416472005147,0.6282752464941596
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_2_18_nodes_full_data.csv,3,16,20,20000,0.9306,0.8595,0.9062,0.8021,0.851,0.5301,0.2508,0.4298,0.1774,0.7076,Large,20,1.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.7492,0.5301,0.4298,0.7492,0.6645467331030821,0.8635460299397377,0.4350092409946588
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_3_18_nodes_full_data.csv,3,16,20,20000,0.9713,0.9165,0.9625,0.8667,0.9121,0.2047,0.6296,0.0847,0.348,0.5527,Large,20,1.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.37039999999999995,0.2047,0.0847,0.37039999999999995,0.8407565559609212,0.917512914943443,0.7599401504659637
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_4_18_nodes_full_data.csv,3,16,20,20000,0.9921,0.9492,0.969,0.928,0.9481,0.6222,4.7039,0.1735,0.7902,0.168,Large,20,1.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.7874104466506515,0.6222,0.1735,0.7874104466506515,0.6951915625314616,0.9523395106295338,0.47818226199492153
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_5_18_nodes_full_data.csv,3,16,20,20000,0.9953,0.9595,0.9779,0.9402,0.9587,0.3328,2.0572,0.0495,0.6475,0.3147,Large,20,1.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.5139023916002333,0.3328,0.0495,0.5139023916002333,0.8012832609025595,0.9616389001668998,0.6720815413712159
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_6_18_nodes_full_data.csv,3,16,20,20000,0.9689,0.8967,0.9529,0.8346,0.8898,0.4052,2.7205,0.1867,0.6408,0.2355,Large,20,1.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.6324205109354898,0.4052,0.1867,0.6324205109354898,0.7400916194701729,0.8980382166515292,0.5808549459009859
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_7_18_nodes_full_data.csv,3,16,20,20000,0.9729,0.9064,0.9383,0.8701,0.9029,0.2675,0.5524,0.1361,0.3302,0.5977,Large,20,1.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.4476,0.2675,0.1361,0.4476,0.8075200029739938,0.9116876023895588,0.7004517964906916
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_8_18_nodes_full_data.csv,3,16,20,20000,0.9873,0.9363,0.9573,0.9133,0.9348,0.0441,0.9116,0.0136,0.455,0.4991,Large,20,1.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.08840000000000003,0.0441,0.0136,0.08840000000000003,0.941517799747177,0.9406620946858053,0.9429603444924014
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_9_18_nodes_full_data.csv,3,16,20,20000,0.9344,0.8408,0.9127,0.7538,0.8257,0.0053,0.9872,0.039,0.4103,0.4156,Large,20,1.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.012800000000000034,0.0053,0.039,0.012800000000000034,0.8765302345781187,0.8423716779410255,0.9762230097966442
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_0_18_nodes_full_data.csv,3,16,40,20000,0.8885,0.8044,0.8398,0.7523,0.7937,0.4998,3.5231,0.4231,0.6979,0.1981,Large,20,2.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.7161590644602764,0.4998,0.4231,0.7161590644602764,0.6537946509692092,0.8114232321964727,0.45635689095218734
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_1_18_nodes_full_data.csv,3,16,40,20000,0.5245,0.5209,0.5441,0.2584,0.3504,0.0119,1.0514,0.0051,0.2434,0.2315,Large,20,2.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.048887198021685285,0.0119,0.0051,0.048887198021685285,0.6068556606300315,0.4427056258020543,0.9710171454996143
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_2_18_nodes_full_data.csv,3,16,40,20000,0.9832,0.9295,0.955,0.9015,0.9274,0.0776,0.8481,0.0104,0.4333,0.5109,Large,20,2.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.15190000000000003,0.0776,0.0104,0.15190000000000003,0.9208513993945094,0.9337176431926553,0.9033193227472863
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_3_18_nodes_full_data.csv,3,16,40,20000,0.9378,0.8641,0.8661,0.8614,0.8637,0.1909,1.4751,0.1045,0.5928,0.4019,Large,20,2.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.3220798589926107,0.1909,0.1045,0.3220798589926107,0.8339547132845286,0.8755619945186919,0.7807543431571546
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_4_18_nodes_full_data.csv,3,16,40,20000,0.9453,0.8599,0.8406,0.8883,0.8638,0.6157,3.7955,0.2387,0.836,0.2203,Large,20,2.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.7365301014359109,0.6157,0.2387,0.7365301014359109,0.6775957180796025,0.8750158378291174,0.47432153083345907
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_5_18_nodes_full_data.csv,3,16,40,20000,0.9959,0.9646,0.953,0.9774,0.965,0.3947,2.2497,0.0295,0.7105,0.3158,Large,20,2.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.555496288394008,0.3947,0.0295,0.555496288394008,0.7843414678745217,0.9678206561545296,0.6427414866853843
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_6_18_nodes_full_data.csv,3,16,40,20000,0.9557,0.8966,0.8979,0.8949,0.8964,0.5665,0.2751,0.2534,0.215,0.7815,Large,20,2.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.7249,0.5665,0.2534,0.7249,0.6947360257023146,0.9055962069101025,0.4870555234792124
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_7_18_nodes_full_data.csv,3,16,40,20000,0.961,0.9191,0.9772,0.8581,0.9138,0.6204,5.8154,0.3699,0.7493,0.1288,Large,20,2.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.8280427829556006,0.6204,0.3699,0.8280427829556006,0.6642031766988664,0.9159607250756375,0.4074110371048042
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_8_18_nodes_full_data.csv,3,16,40,20000,0.9977,0.9739,0.9718,0.9762,0.974,0.1681,1.4021,0.0136,0.5862,0.4181,Large,20,2.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.2867841095499607,0.1681,0.0136,0.2867841095499607,0.8868253649167213,0.9767073952825004,0.815889254053199
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_9_18_nodes_full_data.csv,3,16,40,20000,0.8482,0.8064,0.907,0.6828,0.7791,0.5491,6.397,0.5716,0.6508,0.1017,Large,20,2.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.8436767234641238,0.5491,0.5716,0.8436767234641238,0.6056661936836051,0.7944576863435,0.3564989017620654
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_0_8_nodes_full_data.csv,3,6,5,10000,0.743,0.677,0.6403,0.8078,0.7144,0.4062,1.9498,0.1936,0.8338,0.4277,Large,10,0.5,0,8,Linear_ReLU_50%,Synthetic (SF),0.48712688480869837,0.4062,0.1936,0.48712688480869837,0.6792837418621089,0.7130700983805137,0.629167794034877
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_1_8_nodes_full_data.csv,3,6,5,10000,0.419,0.4426,0.4384,0.4089,0.4231,0.0366,1.0817,0.2341,0.4848,0.4481,Large,10,0.5,1,8,Linear_ReLU_50%,Synthetic (SF),0.07552925949893696,0.0366,0.2341,0.07552925949893696,0.5808420209108799,0.4264468132058103,0.860909128291738
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_2_8_nodes_full_data.csv,3,6,5,10000,0.1644,0.2958,0.2255,0.1678,0.1924,0.3919,0.3097,0.2333,0.1758,0.5677,Large,10,0.5,2,8,Linear_ReLU_50%,Synthetic (SF),0.6903,0.3919,0.2333,0.6903,0.36690129164226976,0.21323137297456415,0.5536884664387939
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_3_8_nodes_full_data.csv,3,6,5,10000,0.759,0.6448,0.6623,0.5907,0.6245,0.1106,0.7795,0.35,0.3909,0.5015,Large,10,0.5,3,8,Linear_ReLU_50%,Synthetic (SF),0.22050000000000003,0.1106,0.35,0.22050000000000003,0.6920501101779631,0.6540735878355243,0.759128391688877
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_4_8_nodes_full_data.csv,3,6,5,10000,0.6389,0.5777,0.6172,0.4091,0.492,0.0192,1.0596,0.1021,0.341,0.3218,Large,10,0.5,4,8,Linear_ReLU_50%,Synthetic (SF),0.05624764061910159,0.0192,0.1021,0.05624764061910159,0.6636614356271568,0.5456409997161309,0.9324433286483241
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_5_8_nodes_full_data.csv,3,6,5,10000,0.4726,0.5263,0.5137,0.9904,0.6765,0.056,0.9435,0.0344,0.9362,0.9922,Large,10,0.5,5,8,Linear_ReLU_50%,Synthetic (SF),0.056499999999999995,0.056,0.0344,0.056499999999999995,0.7061587701092988,0.6176991902272746,0.9500176858616546
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_6_8_nodes_full_data.csv,3,6,5,10000,0.6252,0.587,0.5934,0.5527,0.5723,0.0827,1.1949,0.13,0.5069,0.4242,Large,10,0.5,6,8,Linear_ReLU_50%,Synthetic (SF),0.16310988367227386,0.0827,0.13,0.16310988367227386,0.6776219669839808,0.5859153828135436,0.871088095465007
