model_name,name_dataset,n_S,n_X,n_U,total_samples,ROC_AUC,Accuracy,Precision,Recall,F1_Score,Statistical_Parity_Diff_(ATE),Disparate_Impact_Ratio,Equal_Opportunity_Diff,Pos_Rate_S1,Pos_Rate_S0,sample_size_label,base_nodes,u_frac,seed,total_nodes,nonlinear_pattern,regime,DIR_dist,Statistical_Parity_Diff_(ATE)_clip,Equal_Opportunity_Diff_clip,DIR_dist_clip,DOFS,DOFS_predictive,DOFS_fairness,Statistical_Parity_Diff_wrt_U,Disparate_Impact_Ratio_wrt_U,Equal_Opportunity_Diff_wrt_U
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_0_18_nodes_full_data.csv,3,16,20,20000,0.8559,0.774,0.756,0.8091,0.7817,0.043,0.9227,0.0159,0.5135,0.5566,Large,20,1.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.07730000000000004,0.043,0.0159,0.07730000000000004,0.8371151659981947,0.7931706882688792,0.9484633858860991,0.5504,0.2686,0.1436
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_1_18_nodes_full_data.csv,3,16,20,20000,0.9175,0.8449,0.8657,0.8164,0.8403,0.2814,1.851,0.1254,0.6121,0.3307,Large,20,1.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.4597514856834144,0.2814,0.1254,0.4597514856834144,0.7806858304201076,0.8536399830849631,0.6938483834321229,0.6973,4.1323,0.3742
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_2_18_nodes_full_data.csv,3,16,20,20000,0.9111,0.8258,0.825,0.8269,0.826,0.3704,0.4603,0.1988,0.3159,0.6863,Large,20,1.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.5397000000000001,0.3704,0.1988,0.5397000000000001,0.7394408276587444,0.8400004478875649,0.6204125084990516,0.6582,3.3102,0.3458
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_3_18_nodes_full_data.csv,3,16,20,20000,0.9619,0.9008,0.9073,0.8927,0.9,0.1027,0.8109,0.03,0.4406,0.5434,Large,20,1.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.18910000000000005,0.1027,0.03,0.18910000000000005,0.8959554596692076,0.9093583455821539,0.8770839548047262,0.7493,4.6851,0.3076
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_4_18_nodes_full_data.csv,3,16,20,20000,0.9886,0.9439,0.9372,0.9517,0.9444,0.6107,4.0147,0.1229,0.8133,0.2026,Large,20,1.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.7509153859566094,0.6107,0.1229,0.7509153859566094,0.7053421521436769,0.94989198229717,0.5040017900885163,0.7932,0.198,0.1763
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_5_18_nodes_full_data.csv,3,16,20,20000,0.9812,0.9385,0.9567,0.9185,0.9372,0.2785,1.8166,0.0199,0.6196,0.3411,Large,20,1.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.44952108334250795,0.2785,0.0199,0.44952108334250795,0.821293038431429,0.9426313362813373,0.7162457412023079,0.7129,0.2097,0.13
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_6_18_nodes_full_data.csv,3,16,20,20000,0.9528,0.8817,0.8854,0.8769,0.8812,0.2637,1.7254,0.021,0.6272,0.3635,Large,20,1.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.42042424944940304,0.2637,0.021,0.42042424944940304,0.8140358634233751,0.8921878468314295,0.7317749970626278,0.7307,6.9823,0.2865
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_7_18_nodes_full_data.csv,3,16,20,20000,0.9689,0.9016,0.9062,0.896,0.9011,0.1111,0.798,0.0493,0.4389,0.5501,Large,20,1.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.20199999999999996,0.1111,0.0493,0.20199999999999996,0.8919664382254189,0.9109215872564433,0.8662368432447269,0.7607,0.1,0.258
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_8_18_nodes_full_data.csv,3,16,20,20000,0.9884,0.9416,0.9492,0.9331,0.9411,0.0535,0.8967,0.0222,0.4648,0.5183,Large,20,1.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.10329999999999995,0.0535,0.0222,0.10329999999999995,0.9411154787843509,0.9471593658898442,0.9322538478984783,0.8076,13.4948,0.2889
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_9_18_nodes_full_data.csv,3,16,20,20000,0.9321,0.8485,0.8728,0.8159,0.8434,0.0049,1.0106,0.0419,0.4699,0.465,Large,20,1.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.010488818523649246,0.0049,0.0419,0.010488818523649246,0.8885593403627999,0.85796500544328,0.9750556862847757,0.6823,3.2033,0.3276
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_0_18_nodes_full_data.csv,3,16,40,20000,0.8699,0.7902,0.8016,0.7714,0.7862,0.5178,3.328,0.4389,0.7402,0.2224,Large,20,2.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.6995192307692308,0.5178,0.4389,0.6995192307692308,0.6474950923891524,0.8016054892850327,0.4503180617234863,0.6882,3.5806,0.4795
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_1_18_nodes_full_data.csv,3,16,40,20000,0.5131,0.5057,0.5046,0.6291,0.56,0.0548,0.9158,0.0584,0.5959,0.6507,Large,20,2.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.08420000000000005,0.0548,0.0584,0.08420000000000005,0.661765676409936,0.5421111136907437,0.9330024912735911,0.0898,0.8668,0.0764
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_2_18_nodes_full_data.csv,3,16,40,20000,0.9903,0.9483,0.9485,0.9481,0.9483,0.0602,0.8864,0.0215,0.4697,0.53,Large,20,2.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.11360000000000003,0.0602,0.0215,0.11360000000000003,0.9415361608643025,0.9537073369008376,0.9255550554394346,0.8672,10.7617,0.3225
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_3_18_nodes_full_data.csv,3,16,40,20000,0.9482,0.8776,0.9054,0.8433,0.8732,0.1056,1.2558,0.014,0.5185,0.4129,Large,20,2.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.2036948558687689,0.1056,0.014,0.2036948558687689,0.8792647227990343,0.8847442893692008,0.8709391256287573,0.7439,0.2355,0.3574
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_4_18_nodes_full_data.csv,3,16,40,20000,0.9436,0.8679,0.8802,0.8517,0.8657,0.7081,6.4697,0.4127,0.8376,0.1295,Large,20,2.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.8454333276658886,0.7081,0.4127,0.8454333276658886,0.6329837900417341,0.8781113716038358,0.3639651683076647,0.7304,4.1492,0.3565
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_5_18_nodes_full_data.csv,3,16,40,20000,0.9879,0.9484,0.9637,0.9318,0.9475,0.3525,2.1461,0.0121,0.66,0.3075,Large,20,2.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.5340384884208564,0.3525,0.0121,0.5340384884208564,0.7930255490893906,0.9521655496983891,0.6648816540348567,0.8635,0.1082,0.3015
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_6_18_nodes_full_data.csv,3,16,40,20000,0.9581,0.9012,0.9153,0.8842,0.8995,0.5478,0.2762,0.2263,0.209,0.7568,Large,20,2.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.7238,0.5478,0.2263,0.7238,0.700910515554749,0.9084844388887348,0.5005984394659714,0.7776,0.194,0.3692
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_7_18_nodes_full_data.csv,3,16,40,20000,0.9535,0.9054,0.9425,0.8635,0.9013,0.6081,4.9487,0.3153,0.7621,0.154,Large,20,2.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.7979267282316568,0.6081,0.3153,0.7979267282316568,0.6723842613429791,0.9080693992121875,0.4364362889713718,0.7588,0.2052,0.3131
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_8_18_nodes_full_data.csv,3,16,40,20000,0.9968,0.9713,0.9699,0.9727,0.9713,0.1518,1.3567,0.0088,0.5773,0.4255,Large,20,2.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.2629173730375175,0.1518,0.0088,0.2629173730375175,0.8954699871667252,0.9743307663772764,0.8314651479075142,0.895,0.0481,0.2165
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_9_18_nodes_full_data.csv,3,16,40,20000,0.8374,0.7863,0.8525,0.6923,0.7641,0.4466,3.4456,0.4792,0.6292,0.1826,Large,20,2.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.7097747852333411,0.4466,0.4792,0.7097747852333411,0.6415680048004706,0.7811047753953055,0.45717702611522226,0.455,5.2084,0.6457
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_0_8_nodes_full_data.csv,3,6,0,10000,0.9288,0.8407,0.8291,0.8582,0.8434,0.1287,0.7788,0.0752,0.4533,0.582,Large,10,0.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.22119999999999995,0.1287,0.0752,0.22119999999999995,0.8531966800259352,0.85632790594445,0.8481883921643636,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_1_8_nodes_full_data.csv,3,6,0,10000,0.7352,0.6633,0.6585,0.6787,0.6684,0.4006,2.2682,0.3482,0.7164,0.3158,Large,10,0.0,1,8,Linear_ReLU_50%,Synthetic (SF),0.5591217705669694,0.4006,0.3482,0.5591217705669694,0.6331709538281465,0.6801701480147382,0.561999907001719,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_2_8_nodes_full_data.csv,3,6,0,10000,0.9584,0.8973,0.902,0.8916,0.8967,0.0158,0.9685,0.0006,0.4863,0.5021,Large,10,0.0,2,8,Linear_ReLU_50%,Synthetic (SF),0.03149999999999997,0.0158,0.0006,0.03149999999999997,0.9255630103291281,0.9062130990425233,0.9797413812895617,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_3_8_nodes_full_data.csv,3,6,0,10000,0.891,0.8056,0.8564,0.7342,0.7906,0.0218,0.9503,0.0876,0.4178,0.4396,Large,10,0.0,3,8,Linear_ReLU_50%,Synthetic (SF),0.049699999999999966,0.0218,0.0876,0.049699999999999966,0.8474750382883397,0.809583790828895,0.9409091788133237,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_4_8_nodes_full_data.csv,3,6,0,10000,0.9876,0.9324,0.9611,0.9013,0.9303,0.3461,2.1705,0.0645,0.6417,0.2957,Large,10,0.0,4,8,Linear_ReLU_50%,Synthetic (SF),0.53927666436305,0.3461,0.0645,0.53927666436305,0.7872040703665186,0.935929329868873,0.6564994978749837,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_5_8_nodes_full_data.csv,3,6,0,10000,0.932,0.8671,0.8782,0.8524,0.8651,0.052,1.1133,0.0824,0.5113,0.4593,Large,10,0.0,5,8,Linear_ReLU_50%,Synthetic (SF),0.10176951405730705,0.052,0.0824,0.10176951405730705,0.890514414010559,0.8762613018658484,0.9188865735202284,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_6_8_nodes_full_data.csv,3,6,0,10000,0.9176,0.8261,0.8009,0.868,0.8331,0.1299,0.7859,0.059,0.4769,0.6067,Large,10,0.0,6,8,Linear_ReLU_50%,Synthetic (SF),0.21409999999999996,0.1299,0.059,0.21409999999999996,0.8481932042256982,0.8447998590816267,0.8538733753312745,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_7_8_nodes_full_data.csv,3,6,0,10000,0.987,0.941,0.93,0.9538,0.9417,0.4315,2.4545,0.0089,0.7282,0.2967,Large,10,0.0,7,8,Linear_ReLU_50%,Synthetic (SF),0.5925850478712569,0.4315,0.0089,0.5925850478712569,0.7672421504179926,0.9471378740080355,0.6233065642930863,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_8_8_nodes_full_data.csv,3,6,0,10000,0.8861,0.8107,0.8359,0.7731,0.8033,0.5326,0.2684,0.47,0.1954,0.7281,Large,10,0.0,8,8,Linear_ReLU_50%,Synthetic (SF),0.7316,0.5326,0.47,0.7316,0.6442869414451295,0.8187197231070458,0.4257172278960453,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_9_8_nodes_full_data.csv,3,6,0,10000,0.909,0.8219,0.8291,0.8109,0.8199,0.3482,0.4749,0.26,0.3149,0.6631,Large,10,0.0,9,8,Linear_ReLU_50%,Synthetic (SF),0.5251,0.3482,0.26,0.5251,0.7367904767767142,0.8350032782986005,0.6162434202736075,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_0_8_nodes_full_data.csv,3,6,5,10000,0.7753,0.6931,0.7141,0.644,0.6773,0.4722,3.1994,0.3203,0.687,0.2147,Large,10,0.5,0,8,Linear_ReLU_50%,Synthetic (SF),0.6874413952616115,0.4722,0.3203,0.6874413952616115,0.6186210009054149,0.6989482036726307,0.5061298090208436,0.3175,2.1104,0.0396
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_1_8_nodes_full_data.csv,3,6,5,10000,0.8519,0.7769,0.737,0.8611,0.7942,0.4466,2.2318,0.0739,0.8091,0.3625,Large,10,0.5,1,8,Linear_ReLU_50%,Synthetic (SF),0.5519311766287301,0.4466,0.0739,0.5519311766287301,0.7178542656444292,0.8001073989043243,0.6207145189538963,0.5438,0.3514,0.147
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_2_8_nodes_full_data.csv,3,6,5,10000,0.9978,0.9693,0.9891,0.9491,0.9687,0.5391,3.5595,0.1144,0.7497,0.2106,Large,10,0.5,2,8,Linear_ReLU_50%,Synthetic (SF),0.7190616659643208,0.5391,0.1144,0.7190616659643208,0.7265727381937516,0.9697115566130736,0.5337530359069129,0.6449,inf,0.9491
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_3_8_nodes_full_data.csv,3,6,5,10000,0.9955,0.9523,0.9882,0.9156,0.9505,0.6939,0.1454,0.1771,0.1181,0.8119,Large,10,0.5,3,8,Linear_ReLU_50%,Synthetic (SF),0.8546,0.6939,0.1771,0.8546,0.6748726999135378,0.951471648250109,0.4438773304946041,0.7183,0.0897,0.2408
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_4_8_nodes_full_data.csv,3,6,5,10000,0.9467,0.8926,0.9471,0.8316,0.8856,0.0277,1.0653,0.021,0.4529,0.4251,Large,10,0.5,4,8,Linear_ReLU_50%,Synthetic (SF),0.06129728714915983,0.0277,0.021,0.06129728714915983,0.9121253431410453,0.8927982025230851,0.9594850052277275,0.6427,0.1545,0.4986
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_5_8_nodes_full_data.csv,3,6,5,10000,0.9916,0.9492,0.9583,0.9393,0.9487,0.5748,0.2614,0.0874,0.2035,0.7783,Large,10,0.5,5,8,Linear_ReLU_50%,Synthetic (SF),0.7385999999999999,0.5748,0.0874,0.7385999999999999,0.7156920962750672,0.9539044764769053,0.5252995640987042,0.729,0.0141,0.0163
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_6_8_nodes_full_data.csv,3,6,5,10000,0.6209,0.5923,0.658,0.3844,0.4853,0.0593,1.226,0.0992,0.3217,0.2624,Large,10,0.5,6,8,Linear_ReLU_50%,Synthetic (SF),0.18433931484502442,0.0593,0.0992,0.18433931484502442,0.6516925108812937,0.5463082612083293,0.8759801763069299,0.2513,2.5041,0.3168
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_7_8_nodes_full_data.csv,3,6,5,10000,0.9701,0.9133,0.9475,0.8751,0.9099,0.5757,4.2912,0.2792,0.7507,0.1749,Large,10,0.5,7,8,Linear_ReLU_50%,Synthetic (SF),0.7669649515287099,0.5757,0.2792,0.7669649515287099,0.6879985430443284,0.9170759636190478,0.4650413352580272,0.6518,5.4522,0.3334
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_8_8_nodes_full_data.csv,3,6,5,10000,0.94,0.8641,0.8995,0.8198,0.8578,0.4485,2.936,0.1967,0.6802,0.2317,Large,10,0.5,8,8,Linear_ReLU_50%,Synthetic (SF),0.659400544959128,0.4485,0.1967,0.659400544959128,0.7177749610447841,0.870686877441379,0.5568723417371405,0.492,3.2438,0.1397
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_9_8_nodes_full_data.csv,3,6,5,10000,0.9281,0.8454,0.8995,0.7778,0.8342,0.0086,0.9803,0.0592,0.428,0.4366,Large,10,0.5,9,8,Linear_ReLU_50%,Synthetic (SF),0.01970000000000005,0.0086,0.0592,0.01970000000000005,0.8805011615937455,0.849311808815181,0.9639060093428603,0.0756,1.1985,0.065
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_0_8_nodes_full_data.csv,3,6,10,10000,0.6523,0.6094,0.6264,0.5424,0.5814,0.1992,0.6258,0.2192,0.333,0.5322,Large,10,1.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.3742,0.1992,0.2192,0.3742,0.647635981588616,0.6017720362752057,0.7286668092784371,0.289,0.5053,0.3164
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_1_8_nodes_full_data.csv,3,6,10,10000,0.9675,0.8951,0.8965,0.8933,0.8949,0.4478,0.3787,0.1237,0.273,0.7208,Large,10,1.0,1,8,Linear_ReLU_50%,Synthetic (SF),0.6213,0.4478,0.1237,0.6213,0.7420754003852617,0.9053911063201784,0.5870452300811734,0.7251,0.0475,0.3942
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_2_8_nodes_full_data.csv,3,6,10,10000,0.917,0.8278,0.7889,0.8951,0.8386,0.2671,0.6184,0.0576,0.4329,0.6999,Large,10,1.0,2,8,Linear_ReLU_50%,Synthetic (SF),0.38160000000000005,0.2671,0.0576,0.38160000000000005,0.8006705124043367,0.847565190606771,0.7412455810474025,0.5428,3.0673,0.1258
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_3_8_nodes_full_data.csv,3,6,10,10000,0.9532,0.8738,0.9125,0.8269,0.8676,0.1015,1.2524,0.038,0.5038,0.4022,Large,10,1.0,3,8,Linear_ReLU_50%,Synthetic (SF),0.2015330565314596,0.1015,0.038,0.2015330565314596,0.8763603595432201,0.8800156420949287,0.870602464300457,0.7253,0.2004,0.3347
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_4_8_nodes_full_data.csv,3,6,10,10000,0.9969,0.9659,0.9469,0.9871,0.9666,0.1129,1.2429,0.0005,0.5777,0.4648,Large,10,1.0,4,8,Linear_ReLU_50%,Synthetic (SF),0.19543004264220765,0.1129,0.0005,0.19543004264220765,0.9186337779508159,0.9676940605712885,0.8736007230464995,0.8319,0.1268,0.0392
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_5_8_nodes_full_data.csv,3,6,10,10000,0.9367,0.8279,0.7805,0.9124,0.8413,0.7173,4.1898,0.3817,0.9422,0.2249,Large,10,1.0,5,8,Linear_ReLU_50%,Synthetic (SF),0.7613251229175617,0.7173,0.3817,0.7613251229175617,0.6386610333245633,0.8505207629835017,0.39287585468930025,0.6777,0.2718,0.4656
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_6_8_nodes_full_data.csv,3,6,10,10000,0.8537,0.7539,0.7136,0.8482,0.7751,0.2822,1.6226,0.116,0.7354,0.4532,Large,10,1.0,6,8,Linear_ReLU_50%,Synthetic (SF),0.3837051645507211,0.2822,0.116,0.3837051645507211,0.7601987163694819,0.7838971126751257,0.7253674913130593,0.4115,0.5029,0.1082
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_7_8_nodes_full_data.csv,3,6,10,10000,0.968,0.8919,0.961,0.8169,0.8831,0.0749,1.1934,0.0291,0.4623,0.3874,Large,10,1.0,7,8,Linear_ReLU_50%,Synthetic (SF),0.16205798558739737,0.0749,0.0291,0.16205798558739737,0.8933382826177422,0.8909887995566694,0.8973532773324732,0.735,0.1467,0.3899
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_8_8_nodes_full_data.csv,3,6,10,10000,0.821,0.7216,0.6866,0.8153,0.7454,0.0258,1.0445,0.0321,0.6066,0.5808,Large,10,1.0,8,8,Linear_ReLU_50%,Synthetic (SF),0.0426041168022977,0.0258,0.0321,0.0426041168022977,0.8106923111836417,0.7541670209954113,0.9658141879049132,0.53,2.8504,0.5781
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_9_8_nodes_full_data.csv,3,6,10,10000,0.9819,0.9228,0.9061,0.9433,0.9243,0.3268,0.5219,0.0769,0.3567,0.6834,Large,10,1.0,9,8,Linear_ReLU_50%,Synthetic (SF),0.47809999999999997,0.3268,0.0769,0.47809999999999997,0.801528376651833,0.9310178515655163,0.6825446052990163,0.6794,0.1513,0.1347
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_0_8_nodes_full_data.csv,3,6,20,10000,0.7584,0.6869,0.6872,0.686,0.6866,0.0622,0.8826,0.1185,0.4678,0.53,Large,10,2.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.11739999999999995,0.0622,0.1185,0.11739999999999995,0.7610434977524857,0.7002340726880794,0.8976048956171395,0.0988,1.216,0.0737
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_1_8_nodes_full_data.csv,3,6,20,10000,0.729,0.6761,0.7192,0.5778,0.6408,0.4946,0.2373,0.5507,0.1539,0.6485,Large,10,2.0,1,8,Linear_ReLU_50%,Synthetic (SF),0.7626999999999999,0.4946,0.5507,0.7626999999999999,0.5608830838014113,0.6662902086907645,0.4027352102805444,0.6895,4.3433,0.6922
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_2_8_nodes_full_data.csv,3,6,20,10000,0.8369,0.7668,0.8076,0.7004,0.7502,0.4867,0.2805,0.4844,0.1898,0.6765,Large,10,2.0,2,8,Linear_ReLU_50%,Synthetic (SF),0.7195,0.4867,0.4844,0.7195,0.6284181548475805,0.7689986868571387,0.4394583337824036,0.4638,3.7067,0.5154
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_3_8_nodes_full_data.csv,3,6,20,10000,0.9454,0.8659,0.8812,0.8458,0.8631,0.1042,1.2436,0.0019,0.532,0.4278,Large,10,2.0,3,8,Linear_ReLU_50%,Synthetic (SF),0.19588292055323253,0.1042,0.0019,0.19588292055323253,0.8759657189825477,0.8761085410309218,0.8757395541785346,0.2685,0.5705,0.0902
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_4_8_nodes_full_data.csv,3,6,20,10000,0.9964,0.9687,0.9778,0.9591,0.9684,0.1835,0.685,0.0225,0.399,0.5825,Large,10,2.0,4,8,Linear_ReLU_50%,Synthetic (SF),0.31499999999999995,0.1835,0.0225,0.31499999999999995,0.8757705618786636,0.9712525879551323,0.7983649011932257,0.7914,0.2059,0.138
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_5_8_nodes_full_data.csv,3,6,20,10000,0.9774,0.9161,0.9057,0.9289,0.9172,0.1911,1.4572,0.0491,0.6089,0.4179,Large,10,2.0,5,8,Linear_ReLU_50%,Synthetic (SF),0.3137524018665935,0.1911,0.0491,0.3137524018665935,0.8609039676792878,0.9250487674561044,0.7935441819489767,0.7132,0.0468,0.3472
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_6_8_nodes_full_data.csv,3,6,20,10000,0.7449,0.6726,0.662,0.7051,0.6829,0.2202,1.5213,0.1094,0.6427,0.4224,Large,10,2.0,6,8,Linear_ReLU_50%,Synthetic (SF),0.3426674554657202,0.2202,0.1094,0.3426674554657202,0.7183897532521725,0.6927175767355693,0.7624938276893667,0.3325,0.5501,0.1102
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_7_8_nodes_full_data.csv,3,6,20,10000,0.982,0.9257,0.9258,0.9256,0.9257,0.0871,1.1909,0.0134,0.5435,0.4563,Large,10,2.0,7,8,Linear_ReLU_50%,Synthetic (SF),0.16029893357964564,0.0871,0.0134,0.16029893357964564,0.9174675383564013,0.9333364069832896,0.8965243507082242,0.7193,0.2794,0.1917
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_8_8_nodes_full_data.csv,3,6,20,10000,0.8687,0.7821,0.8426,0.6938,0.761,0.1149,0.7551,0.1177,0.3542,0.469,Large,10,2.0,8,8,Linear_ReLU_50%,Synthetic (SF),0.2449,0.1149,0.1177,0.2449,0.8004612367959173,0.7831938297229178,0.8319179081684158,0.3221,2.6923,0.3362
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_9_8_nodes_full_data.csv,3,6,20,10000,0.9464,0.8742,0.9644,0.7771,0.8607,0.4551,3.5884,0.2985,0.631,0.1758,Large,10,2.0,9,8,Linear_ReLU_50%,Synthetic (SF),0.7213242670828224,0.4551,0.2985,0.7213242670828224,0.6972075695231128,0.8692294570953867,0.5074504575991782,0.7806,6.0442,0.4433
