S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,0,-0.10008237853987527,31.606859373708673,45.68082468409601,0,0,2.4460893406234208,-2.344884425968221,47.44421693384628,0,0.1662571713070965,0,0,1,33.80902312822115,71.49992457841064,0.6293386684611225,2.6806215983340285,8.486634671267888,75.58506071113146,17.13944596407095,5.7586638647258725,54.30476783774396,0.3799901356595479,-0.019633757276957504,20.53130734272221,68.74991703212534,32.76054779792334,1,0,37.38668667658727,-0.1665618137465634,3.301065925516115,0,-0.08898124851918376,0.6543160933238941,0,0.6210212396817298,74.37679123934139,9.903946344263767,1,-1.0545026188085806,1,1,38.31334219163771,1,0,1.1817808272769792,-0.2593924352757002,3.258377364558111,2,1,0.859487974314638,2.712603843484771,32.866552714656834,0,3.2570574041284552,0.35622251804766314,34.32925566474423
0,2,0.2047964968169787,27.599814510338195,65.78719934489547,0,0,1.2384427772603464,-5.9267606948492375,76.54551818686151,2,0.3484485847872355,0,0,1,65.25895333790166,60.03367676699678,0.17237356634361706,0.7252946408325579,30.639075714765525,61.39346663428975,8.823780455028453,38.35249432921738,76.65260058111902,0.2981074326906109,-1.1309941145410711,17.873019575767607,0.04550101762543335,53.410336501829356,2,0,41.97928143126932,-0.7657110636126534,4.528709311181416,0,0.15428372405742768,6.1425759333261,0,0.3321187857876728,59.45437786191818,11.559280943293267,1,-5.419850715003384,0,0,8.010411591434645,2,0,-2.0365134198075356,-1.875361688877264,-2.5218278455512877,2,0,0.43043451390121623,1.2913054646871085,20.80211691768958,0,2.1250842060249844,0.14114572171414064,17.14958462474013
1,2,0.2173717327886087,57.13086123537569,22.74472496240707,1,2,6.5922013379940925,6.828513984949893,6.79735845101932,0,0.8428348135826969,1,2,0,33.008894128219914,36.89911134425518,0.77360882780739,6.747024972915464,30.19149790774611,30.315851731247978,33.02399181299733,36.4636707273592,17.219097976313474,0.7514020352959452,0.5069806605570922,67.12956078269342,58.23246192500125,33.422313058700055,0,2,41.278018846386054,0.9681472884906913,2.2063273142855473,1,0.10026387515621797,-4.192186358428197,1,-0.010427353866527926,48.046057417020535,27.143050994373628,0,6.728673185117117,1,1,11.51140488369441,2,2,-1.2895361256623765,-0.06729810557983731,2.2810632805095654,1,0,0.37154941586127743,6.002203256451939,33.88447471358023,0,2.959528684508319,0.6747951793050257,66.61881966633892
0,2,-2.4656633451906957,30.384223122616937,32.97677992213296,1,1,3.6525894796491194,1.2391774475409338,40.16662107070627,0,0.60463491794118,1,1,0,33.69700549634361,89.74419289707637,0.7392993273183461,3.2800917696174916,23.190395358314632,54.103420304877595,26.634575380051828,17.78513095219469,32.39151110125287,0.8882709670881193,-1.1294073450127888,47.63702872309566,52.03445054922266,33.58923891783436,0,2,30.548053672718567,0.43768000752186503,4.566621390736975,0,-0.9526621894466203,-9.28320483534927,0,-0.27223781801347474,36.12309647953159,14.14993863623703,0,3.946983287757174,1,1,14.412348208951919,3,1,2.4864598554902564,1.0583575835332886,-3.3447068762311627,2,0,0.29723188787758215,5.8397738896190745,21.664069765510423,0,4.760634038145149,0.20569953965162413,52.9769223496599
1,0,1.0012940652506537,67.6320484528479,60.034594272490516,0,0,2.1635006396976615,-1.5937392559759207,53.38920843242007,1,0.17046694683934066,1,0,1,40.84099910745638,88.37589529629972,0.5610285041187112,1.6082349505666373,3.1320918053859303,13.090391645830096,21.55839842212422,6.693010271407536,45.60433014954094,0.2408802033021067,-0.8543620441068257,30.202073355700296,63.5407076949424,33.27291054163746,0,0,76.71381434349112,0.06603606462853398,0.850859408495903,1,-0.7787467281012772,4.8360990645293,1,-0.02016934253957431,13.455392055951307,31.010083130735502,1,-0.5670184478608,1,0,22.029998151444595,1,0,9.921583672814535,-1.106323257542856,9.429448586493653,0,1,0.4549089812921865,1.630716573334924,25.164204440832044,1,2.9545360964631984,0.9704709219554775,43.150519849029905
1,0,0.10793061805781311,34.21124626201863,64.56861008143207,0,0,1.2021830756335588,-5.30905564021805,69.50240320185037,2,0.41183947211048594,0,0,1,61.65589969619293,74.7161870192554,0.18973479318112818,1.0953061504418182,22.898933389168743,62.629617606172594,10.728431472424656,18.78218910577194,69.43708443040039,0.13601100559223145,-2.021764353317229,19.658552384237677,2.8515621407237424,44.902786869970626,0,0,46.214850605999416,-0.5929127691903328,2.6961076943003492,1,0.24737451953617665,-0.898690423988457,0,0.16874652392885092,5.486733185767592,14.337653489834391,1,-4.6300164525640986,1,1,20.68782737280145,3,0,-1.833465765743167,-0.3452178473707262,-3.415539067611144,1,1,0.9940916474991811,1.473619561133018,31.788834459264116,1,2.6397862473088494,0.7859400259526298,22.462293921167724
0,0,0.25024847805782,65.45184327575771,46.013258129057974,0,0,2.5075919461711726,-0.9608000671222943,47.09922158654807,0,0.1863757254748617,0,0,0,31.652329780819457,13.825445044206969,0.5892875528111312,2.29649658348978,6.141225077530629,92.04723791246514,13.654557780908751,28.96523625927539,65.55383802066714,0.3365868710771356,-1.472900257322564,17.371858313248477,18.921293379414912,42.164100190990496,0,0,38.99505893739535,-0.4182924469383164,4.7457555679475645,1,-0.5108660883751853,-0.7605705632850182,1,0.2721405726787258,42.42151410698391,8.975267337611681,1,-3.168506689057528,1,1,14.898156883405242,2,0,2.4455444440868668,-0.20406331531379243,-6.334267255045845,0,1,0.0005141003254287568,2.5428863697188775,31.627013738399956,1,2.932699942237442,0.2555152971421318,26.981548914988153
0,2,-0.08355201381366771,30.938507257463428,20.017277242582267,1,2,9.861637771851653,9.067864318161988,3.6714502581736363,0,0.9885807906136166,1,2,0,34.64733489595874,0.8649745757722316,0.7835417983292909,6.114408892356374,39.406735130745574,74.43840632450853,34.16380209636232,32.6399766952959,15.02380222236191,0.9892826369647392,-0.6983882486076985,71.48460366005837,71.9203325297528,33.06533958726956,0,2,38.31158906878812,1.0991060097186407,17.92539283701604,0,0.19949853065949572,2.919204899641649,0,-0.49377567109373144,75.62690253017671,24.43868609120292,0,7.729877080439152,0,1,4.393802650563026,1,2,2.4812431616344455,0.4330359438315098,0.7443262320888664,2,0,0.4322628314819813,7.506250544881822,40.65664482719159,0,3.0402853153453657,0.26073784831968594,68.70635520434838
1,0,0.1718078836306639,69.66687611610118,51.10178604214661,0,1,3.5358346767952407,3.393771824595394,43.404039930950674,0,0.32390043439511235,1,1,0,30.611533164867403,78.28071828239594,0.7496898670886538,1.6066650598796248,2.768736818446471,2.3272428677452437,30.123019528249113,10.339410543396214,27.28927063580301,0.2930681831009755,1.2393887552683838,54.40849895648416,46.8961108484706,33.34093115177427,0,0,38.87703872585773,0.5525654302919268,0.6305996613394232,0,0.02267440833638857,3.458203971239783,1,1.966611163644423,14.035881600844,31.5246869430417,0,3.6006850469512486,1,1,16.342673686191546,1,1,1.952817346389855,-0.9711920806096817,9.55759865258728,0,1,0.17079694754678448,3.2400387156507007,24.47901349983719,0,2.0776818056006476,0.988513766529409,59.71201750896956
1,1,0.5005560567113189,48.17387141044223,34.250725261723005,1,1,5.478404062516554,7.029158823839758,25.391578065064802,1,0.7847499658433206,1,1,0,33.54953933503046,6.5709391481192645,0.7326052248254236,2.247080830818633,25.66765377905977,30.017646026314075,31.077825150753213,34.88227097080318,22.663529102142444,0.5673743400535576,0.3883061683484086,60.132123695144166,21.101426394147627,33.310542233258815,0,1,58.650951783456286,0.7294502475480579,2.254869853028707,0,0.6078041012444929,6.455358441178813,1,-0.19083209106845345,68.41098436825227,34.55953847433542,0,5.441015895265281,1,0,2.4390149868734468,0,1,-7.337764614022216,-0.5574598007063754,-1.4096994296962588,2,0,0.3531447394202858,3.3668653090878506,30.762924897553198,1,3.1659236308588743,0.4233590883163345,61.24371650951626
0,2,0.36442930290102526,28.821948031186132,58.31942929760264,0,0,0.9645702751597443,-8.72590636322938,65.25649666472468,3,0.379744250190958,0,0,1,65.64198914282704,80.38023771929991,0.04386012927447508,3.0014406720916753,32.31213282258036,85.28081203429662,3.6380235789459214,35.15419905223211,90.11397796292155,0.26166812906508996,-0.5064830142884263,19.862533916123816,2.2720793090922475,65.74470137688624,2,0,40.5262021988517,-1.2749145120345862,6.061998535222677,1,-0.20282114906558724,-4.505565309928229,0,-1.4747773616052717,6.486226380198099,9.87590878946289,1,-7.820052241089822,1,1,20.82279643729037,1,0,1.6871082163872213,-0.4703877580749558,-1.3951031956529665,0,0,0.3350579647803186,1.1083520681538963,28.13883343317506,1,2.5553484060054017,0.26106293547441756,7.77704721048158
1,1,1.0970456749366397,69.00635939463609,32.374725946436506,1,1,4.499686191244975,4.116927447319396,10.634056304835733,0,0.41661980009945804,1,1,0,33.405843807703675,68.60033774987178,0.736950480951131,6.415213694929592,6.020457553907472,1.1861577414412017,32.97245728721322,16.256005775077888,20.813086090926724,0.3216908203047508,2.258091640488768,64.5416046529507,76.92908794795484,32.837723194241754,1,1,86.6638464669065,0.8854611698299297,0.6370294324425967,1,-1.9098117868520261,3.3686675153949786,1,-0.4301996157995099,20.83874978216673,37.86222532811388,0,5.629390582969334,1,1,25.267691789894485,1,1,0.8101997310855644,-0.5738970574814894,8.984313891526476,0,1,0.17388246032745663,2.895737794028311,22.08821775779438,1,3.3481097379920253,0.9926752195156846,65.40412435919521
1,0,0.7669014295008884,65.88991055681612,55.397867492699845,0,0,2.573766039551471,1.4460964993757308,51.145571776553425,1,0.20758737131168692,1,1,0,35.76959364445791,48.64603571666471,0.6852048970928775,1.3517269642505505,2.6868326434649514,13.535486030258115,23.70627535524533,8.511408334127681,39.412967048053936,0.25914924037315024,-1.1660604740656817,38.10189362335676,52.70535744226894,34.327319825007,0,0,61.0980334772284,0.2202377798704627,0.9966574097427873,1,0.2785795323910337,4.894819662225505,1,-0.08211037044087281,24.514422465143095,28.812840574197004,0,1.0887623135739215,1,1,31.73474219570632,1,0,9.99992613839196,-0.7606667487711116,0.21879959018089323,2,1,0.5882998890436777,2.33401331768,34.26370285297102,1,1.8408481906225127,0.9483909742280678,47.52741194995056
0,0,0.7999406962940837,31.34105869331608,44.53245248078503,0,0,2.1366257308659,-4.813560127479758,35.023276946078816,1,0.1352060113455832,0,0,1,38.43698844573661,41.23227899377074,0.4206974256930107,4.545650196123043,9.290512010512694,85.30952126774234,9.59842020015206,25.74726975934339,76.67716167078153,0.3051077684699534,-0.26571485895835084,17.544213268527386,52.08939718345782,49.90916885531331,1,0,59.06233127094362,-0.6857578454947009,4.995055750024097,0,-0.37958857472411567,7.897283368548688,0,-1.0139312195221573,29.742805570024874,9.481969508789085,1,-4.581317530807919,0,0,19.298105877379133,1,0,-0.5315920017585043,0.199273554525888,-7.744346981098326,0,1,0.5337199557330342,1.8657204476269915,63.58688962473581,0,5.066224358852814,0.305350074126423,19.473356295044738
0,2,-0.15810433352255526,28.117898716499397,36.35267438795085,1,1,3.071543387306159,-0.4392892890532245,31.644052271848665,0,0.2627692372804402,0,1,1,32.45272170741871,46.07233284296258,0.631452996014134,3.996719269977725,9.407185496977064,74.16167608190098,16.588058884403335,25.407083429230738,57.93164030609332,0.48863778968595256,-0.10543926294513721,20.117084764965632,47.77998655654698,33.44151514277568,2,1,32.24168868825522,-0.19470834142740795,4.4259991444656706,0,0.40192015410126286,1.4244349127633669,0,0.4022659439837428,64.76569521409732,8.602049655341759,0,-1.0619223586843383,1,1,18.462598589802866,1,1,-1.4775262006130667,-0.1330161860808781,-6.688401923662905,0,0,0.40825564880625637,4.092115600470186,63.259134567788436,0,2.372840126598814,0.25177214406636783,33.09727273195166
0,1,0.03629686749170052,31.175097357420068,38.18104545252605,0,0,2.6167595097184235,-3.4544967290935276,31.272501857566198,0,0.12013264853368594,0,0,0,36.35712712408784,40.96721638757235,0.5273993967779512,5.548325995807267,4.516078227187609,69.61689633668122,11.930379098822954,22.94250339150347,72.4449657612761,0.2746536522751798,-1.0595295269219023,17.534650713610816,32.771231715571034,45.20785054314971,1,1,76.38872202756959,-0.5344640207771137,3.631596507508673,0,0.34209209718781936,-3.8492391415535607,0,-0.6713760258189222,36.72875655504128,9.342392394804396,1,-3.9816124324810946,1,0,2.977688414406028,0,0,-9.77281788388749,0.9877918159673544,-8.666572454790385,2,1,0.43721455489912103,2.204646109551665,46.232305263891654,1,2.169267424701506,0.29758280391331926,23.650744926300398
0,0,-0.29698860397627824,28.953915279310163,25.410859268925087,1,2,8.515790657702908,8.8962127508333,9.49075495245243,1,0.9930026916151384,1,2,0,34.30426169030977,8.749351278900097,0.8141246945173053,3.233257007013675,39.71094219043962,73.97885401607257,35.55108199018436,26.76914640847599,9.465888381100202,0.9848438804865538,-0.8792156814874807,74.1695905286244,69.20415713206084,33.76450144853034,0,2,38.865396849656754,1.2788671284486508,2.716659132781757,0,-0.2975507472354615,-0.23731973676508034,0,0.45828064407641805,79.8437507470195,36.09587935973741,0,8.313968624021136,0,1,4.355749023274349,3,2,-0.7319173328232136,0.1616437900500542,-6.700925905149241,1,1,0.4993046504679272,5.814213833386372,24.65468073991182,0,2.4641178842674383,0.33546025267679136,71.45216479468083
1,2,2.540249023513213,58.524900368322584,60.16844693872289,0,0,1.8527976888795163,-4.585360099013329,60.563834227859004,2,0.1730308245436913,0,0,1,63.91654844553976,13.89793517631222,0.22679363924977924,1.6395589992866044,6.658121516816595,28.98151425317506,10.23187268474639,17.785625784676796,78.0448877959423,0.2577895611913829,-0.05033348913472802,18.060422419761174,59.771331740520715,56.35027108055621,1,0,99.58280708314868,-0.733774245159423,1.341949588255813,0,0.6451157057337769,9.443507512734843,1,0.49866769570848096,43.14558968386492,23.61937684577033,1,-6.126324234018359,1,0,6.047904997296043,1,0,2.189784424410931,-3.0704289616603098,0.001202019513099728,3,0,0.37753058840530784,0.9787360625205598,22.234939439642417,1,5.125150442683413,0.9364809033549779,19.049070583711817
1,0,-4.711862832013871,68.29150802211316,18.097468074250667,1,2,13.715508135577116,9.45172812855315,0.2711586966645285,0,0.9992766695680602,1,2,0,35.891439941440595,98.95863344054526,0.94704360630535,23.052158292141215,39.6217258534135,2.9510392836272437,39.81868398940903,5.243863600665389,0.5910436484919068,0.9999894567701435,2.0323827022594414,79.96497622791833,14.798938666249825,32.6696660004441,1,2,56.39847355517224,2.5954820470007234,0.5554919666303558,1,0.5554487647136341,-9.999940617409363,1,0.5662810108892831,78.65748597656409,35.480267420743175,0,9.904595227657488,1,1,39.94645917524156,0,2,-0.07268777184920339,3.5071575681721567,2.9458298204281803,0,0,0.9672096852649114,34.96068553882254,27.777105952993367,0,2.307242873243855,0.9562819751257201,79.63288293092279
1,2,1.9921317833477208,59.13840307705774,66.64863842663185,0,0,0.9571585289430065,-8.817196123658697,74.27346040282447,3,0.386948777646995,0,0,1,69.03779162452113,86.5759324059252,0.028045113856244086,1.4272645103454862,30.35326971345726,44.29624458596954,3.801973359622568,26.96898401512582,91.35398982790299,0.27436265864233417,0.12533134430958362,18.022878681738757,5.572336157467115,67.72037153529311,0,0,97.28014136234616,-1.3355910640261373,2.063617218460323,0,0.22717572515844137,7.5723972940953885,1,0.3701649968525646,8.982893136091917,9.174770369351275,1,-8.487299699341671,1,0,37.54705521959791,1,0,-2.0419169039856913,-2.1041571026410475,7.14265159201846,2,1,0.47314181892480767,0.7137605691025012,31.520055304130018,1,2.335121502439533,0.7299314662357498,7.51912688275822
1,1,-1.3147381361156334,39.81724931064026,34.898620379499164,1,1,3.96334238300374,4.980625347211811,27.202577983492333,0,0.7044799683332392,1,1,0,33.848709304453735,27.730416402591107,0.7377585136245934,2.7001181429860277,24.464154107043235,71.89696973922646,28.535371951170312,31.914970086118334,28.764214124862374,0.8569547274473099,-0.7723320655601918,51.02326415461347,25.969646313065375,33.00373780474007,0,1,43.587896327632045,0.5709094834114841,2.511230445609713,1,0.44892327667251963,1.5588306175965982,0,-0.6037346616649405,7.563926190374954,23.417834089465934,0,4.355885018138327,0,1,14.037460484139444,1,1,-9.997021399268881,1.0218725669424016,-0.7872134144944418,3,1,0.6934797561154125,4.665771833591416,33.105839690616,0,5.123687099343458,0.441872630384873,56.440554882136425
1,2,0.29607477473644267,56.502127586021494,18.217986098367067,1,2,20.71060376648921,9.78703659159332,0.2774162560450222,0,0.9996196440519578,1,2,0,34.01921739664924,2.988507373417865,0.8762427899095875,14.353502670051316,39.94740873669667,32.6153112507902,38.75645951761102,34.87884923280296,3.724754834425792,0.999310463305456,2.4060713771687725,79.07592116767056,65.79196479580231,32.24083956571036,1,2,59.674134342909,1.87045897412244,1.3272419833945046,0,-0.6515139367046643,1.6362618749888487,1,-0.13629421920524798,79.99970585547186,29.67849523309145,0,9.394460295633728,1,0,26.128767253334782,1,2,0.7425410769667113,-0.03933238962770404,-2.7197585664602153,1,1,0.3209117952351533,14.52779132130298,51.201921760932066,0,5.671365867866017,0.020698989431549464,77.38138357100767
1,0,-0.1905681155398407,68.62833871939594,56.34869851667348,0,0,1.7824789487538675,-6.190778110470333,51.57462894631102,2,0.2894386364093386,0,0,1,31.576940067921043,98.38701660409322,0.3456810936639775,3.2476398771568973,9.151419292489251,3.1741574810717266,16.04957442035363,3.8441532592726735,59.46644296104628,0.2937817436236271,-0.9122487263648746,18.060765847124834,34.99088556869231,33.325707691560346,2,0,27.547972717671698,-0.2394376974062203,0.7694558438695377,1,0.5248744094432067,-2.8271297623474636,1,-0.03285320182584331,16.77783974612129,8.789202869492396,1,-3.2636450967818913,1,0,37.10875725257657,1,0,9.991833804584516,1.4609053009046788,9.306762538497967,0,0,0.9427991031610966,2.425960668355728,21.113173422732896,1,0.1353352832366127,0.9299909153585084,33.36059312781541
0,2,0.1885510136100298,36.99704945937252,33.74601454336565,1,1,3.134770987254746,0.6416623633554224,27.41969813143274,0,0.34352999580326826,1,1,1,33.005941354627566,42.03889362688844,0.6362210608135692,4.283021053815906,15.10497185405332,76.67737537737862,18.825645471821268,23.361638490072693,53.900237824255306,0.5819067987869486,-0.25118740287826774,26.255489648606414,38.60624046500044,33.33543313066798,0,1,40.69233520865242,-0.0564185793472828,5.614915069443706,1,-0.41957856020974427,-5.3670618787519455,0,0.41840065967932644,17.43433011203927,8.4341056837823,0,-0.16782835987706157,1,1,2.438758838639581,1,1,-8.840108169176233,1.06151191379275,0.4355676887178319,2,0,0.387090147354866,3.4003538106773057,22.820360977760522,0,12.818987853709146,0.1210695018516646,37.77772923109889
0,1,1.026650640914533,32.47006306205247,40.99982895341303,1,0,3.322843591034584,3.0137278988818466,38.964230985115364,0,0.38918187145331756,0,0,0,30.185207921889255,2.347568783973475,0.5990300536194384,2.2044900812204813,12.906714697593301,69.81374122561783,18.754973031499816,37.984404642279266,51.830694130438616,0.4009924135718875,-0.9489413914366489,24.591432576558894,40.36336479236982,32.954265800898305,0,1,80.33205558550891,-0.08663312065169795,3.4692479730861865,0,-0.5829596076997311,7.40089321268805,0,1.077824225634702,70.6355679268434,18.3550415854802,0,-0.5034828387711965,1,1,7.439109437677858,1,1,0.4160352300133692,-1.5110268616031473,-2.247983346643844,2,1,0.4644477609642529,2.1084140476931124,67.61860365364029,1,2.538204575709389,0.35652751850142816,37.28501556858757
1,0,0.33214012133275794,67.42304972391733,55.80128797126784,0,1,2.4577059909719154,1.7899886739663717,46.63592786976743,0,0.1757300985208422,1,1,0,34.003593695188044,93.89132804967453,0.7403519758164356,1.6253417176026095,1.3877749273280826,12.918777693393652,29.06266393193524,5.589166071292688,25.15632064298793,0.24790007469336361,0.9390046767924289,54.27134824826897,13.047094646396037,32.45767668691022,0,0,53.02816066830432,0.5956155040163152,1.0394557225534027,1,-0.6516759269395487,-3.3479125835682932,1,0.30364087074927076,27.436558928787402,34.345923340795764,0,3.6714511199091824,0,1,37.80184905591743,0,1,0.5702370732497677,-0.644959839486092,9.608419884930505,2,0,0.9246113609874969,2.841855181487635,26.059202344239093,1,2.7847452467381237,0.915473306566172,58.74375221152464
1,0,0.8385829573024117,53.625733488135445,55.6526770672134,0,0,1.7712100056369031,-1.700707732875813,52.8953678444687,2,0.23102268707086787,0,0,1,34.54746220728702,58.542899368662745,0.4648060773148561,1.6518888588036582,7.6129724732354775,19.87058385157446,17.096173160995058,5.142274959908779,57.647527450925814,0.2534457300476116,0.7958525463031617,20.526370926587774,73.85943069303629,33.38254789960784,1,0,74.50772035744255,-0.18946256476772197,1.0224992300072737,1,-0.07286759676337112,6.436565440310336,1,0.8477448108665055,30.181760417333557,15.810249351681954,1,-1.6789547171987582,1,1,29.398808892226622,1,0,1.2963160896296149,-0.5325907448266844,4.51670464915412,0,0,0.6125424334057616,1.9507219691001938,45.23897247517078,1,2.646505471202225,0.7461085277983952,33.781537888484586
0,0,-0.27754170331110545,37.72919716343495,33.977889583493514,1,2,4.283869722214942,5.345170417794272,20.532331109397212,0,0.6816558163631855,1,2,1,34.893566480000615,46.305323416318394,0.7595277882254041,3.2228695476704803,23.528549986722417,58.266852629214306,30.021163370740794,8.693030111721827,23.333445999821784,0.6858402962809624,-0.9872155723983553,59.12240908168996,19.825896356353546,33.06838680836604,0,1,32.36588395580591,0.7100607603940629,4.034485484687677,1,-1.101695308585201,-3.9024026795809945,0,-0.6194817449780249,79.75072250870438,24.748850772290464,0,5.566117922015049,0,1,28.29846996511595,0,1,2.9577498539602214,0.7388288463193458,3.2160074610019684,0,1,0.9209591665828019,4.544085746044999,40.12854207279305,1,2.89934825199465,0.2244391143486255,60.015258377509575
0,2,-0.20296161279459812,32.611837145914414,31.598631741547457,1,1,3.5384712885077945,2.0331747548395604,27.076732092138187,0,0.44563929683277254,1,1,1,31.07774105006589,53.495691458422854,0.696279954035212,3.6394521631625945,15.071348524807377,59.512993256917426,22.299755059094636,36.414561150733036,43.48248706264751,0.679022998553403,-0.4898889791448972,36.5355661149062,50.64706199312436,32.772097991648806,0,1,31.254819162015156,0.20367817984760295,3.595872356044191,0,1.139624558951269,1.6949113403314797,0,0.11617214012990715,21.220611580150027,9.028515812916769,0,1.5841411092361888,0,0,5.961070455478024,1,1,-6.290467023436765,0.3272158592456174,-9.176501031728796,0,0,0.4825528628933704,4.5768831729283335,53.196368350568875,0,4.017709650921258,0.12862565229217016,45.227575124346366
0,1,-0.07426435132051604,34.43051590742904,56.37152272084692,0,0,1.9451827316070465,-4.230048172113763,64.72785732259025,1,0.18836310561239855,0,0,1,37.97386727740171,61.830267851879995,0.46001586284457446,1.4460101654120854,9.517288583208924,74.56212594006311,11.300153116870618,14.375333997706221,68.80201189826774,0.1551357468343577,-0.6272745343191086,18.540838480505677,13.706562027435787,44.70453123130472,2,0,37.44125312732237,-0.5540520863338796,4.099635178809688,1,1.4404429455084078,-1.9888173598322076,1,-0.2970896377171672,60.46466710963265,7.824537587869472,1,-4.069929601192499,0,1,20.32032623442998,1,0,-6.752059419172269,-0.2228554535594668,-5.68687672233874,3,1,0.19983109119569925,2.3998319619272888,28.951335843650135,0,2.867614703643903,0.3618692508727975,22.83411440221437
0,0,0.5107998379641171,36.80447261424553,32.38482278773719,0,0,2.679332518298563,-5.236314919586176,17.877661924896344,1,0.11003389137147412,0,0,1,33.85331749592628,49.15109032997794,0.49254359234242023,11.587256472836785,4.921345486359046,80.99621492639773,10.257189680174609,20.24956636148601,79.82663360531451,0.2419652266821417,-1.0911348454935543,17.563659218983773,37.76968649988092,50.534543304681755,1,1,86.44520237253714,-0.6566225910663721,3.4816163081256817,0,0.5192292896960727,-3.227151505133154,0,-0.6388932498625602,79.73305639545015,9.886689172024433,1,-5.007843164069948,1,1,28.478439897424494,0,0,0.06004353503504767,-0.34520180722246163,-5.720716290859792,0,1,0.6789627689117413,2.484318658760255,34.42924265332144,0,3.8544877965412043,0.3067459832147018,20.53479280688864
0,0,-0.01724727965594855,40.80951870779692,63.11768800512223,0,0,1.1925426009897742,-7.829880214843624,68.67158336196484,2,0.3538067627172472,0,0,1,58.42540379918725,78.0993532226935,0.11921909008216958,1.7500987335692413,25.273897093294472,73.5565102015229,6.360389545977618,1.6084344184781263,82.8184193490498,0.20310462503825305,-0.011860734314856507,17.99321102419416,43.19501289595891,60.37373461239742,0,0,37.460975664700115,-0.9888132288076433,3.7764650193784823,0,-0.40644879426151964,-4.292982827949472,0,-0.3770446215936751,33.104841814172815,9.964139937875341,1,-6.733431208940415,0,1,39.50771288493058,1,0,-0.4252008659747748,-0.21691357766676853,-7.115329646218096,1,1,0.6662323845870303,1.6169979943856376,26.334589980420272,1,2.662173277456693,0.3744493418992765,12.783953300549271
1,0,-0.40379773534334723,44.01750247811138,56.209263612837745,0,0,1.9913860819659466,-1.0958099914232715,53.56511508410101,1,0.24253117122087792,0,0,1,39.319800998085064,59.86060064960442,0.560524132778923,1.6276633561204605,7.478762951501821,54.23124974295166,18.017673927391986,2.3092466398245626,54.08045630911784,0.30605953602089697,0.9136991042579412,24.21462304062338,71.49807885021731,33.18542010495381,2,0,32.176003325350614,-0.10332476036791066,2.586079553169291,1,-0.7308726251104123,6.427376121258678,1,0.4061863712417368,20.76436147735339,14.014385357386466,1,-1.1776936500747208,0,0,38.809786316671534,0,0,8.064194982581078,-0.3302058044432876,-5.670466431802081,0,1,0.6895579102511018,2.3294649499278752,30.978872374842744,0,3.30773230075518,0.4442410368429737,35.14051655039128
0,0,-0.29070877505699605,24.81538747356077,40.194026895351676,0,1,2.2612583830342396,-0.8236290618440432,28.905687529553337,0,0.15055326825909515,0,1,0,34.510503265630646,54.57017157549039,0.6346832226389636,4.07784939092859,4.608195806466149,78.49105433199774,17.37118286255372,24.310939762068454,54.959126106384474,0.2747853884596554,0.500538956157766,20.579713970395915,52.11610753725093,32.993672547364554,2,1,35.26858789935383,-0.17678222730842438,5.027972859783129,1,-1.0895109276998718,-0.7450881220768153,0,-0.2536031381771083,57.900212464286554,8.129962658809632,1,-0.9921857117661386,1,1,39.5186520343824,0,0,0.6854109801803983,0.9729696335860161,-9.103664800808811,1,0,0.49422798193960477,2.979440787217552,38.62481488893073,1,2.394133679821148,0.41296905523374544,33.18190648389458
0,0,0.5367549537691603,27.704968310717312,50.92832794808167,0,0,1.782153242989391,-7.510744115911372,43.19982973386392,2,0.1902749846893665,0,0,1,43.40249314886164,92.48912107818852,0.2528357289777764,5.101111800163409,17.125484207085183,71.65553752439502,8.574787752766593,11.230183248137017,79.80902409041956,0.22554505750947146,-0.43797786000449856,17.858279844682915,50.249247568872015,53.43293212755107,1,0,47.629493590029135,-0.8159004223828971,4.4553691343747035,0,-0.8789052797077336,-0.2852535364513411,0,-2.156699243156299,11.822903479787863,8.867493488028462,1,-5.765063579311134,1,0,29.847248992951776,1,0,-0.3188275540841037,0.8955570492553296,0.5097058143581794,1,1,0.5800633360230989,1.7767964514064358,59.36795877977444,0,3.008081404691313,0.45133434054969984,17.605504882638346
0,1,-0.20141665218463747,29.28636842032589,50.725172206131795,1,0,2.675843382928034,0.8324557675422604,56.357932130805125,0,0.31842729278840365,0,0,0,34.70405929853589,25.01633070662088,0.6361602036930445,1.3084316378988716,13.098312142293246,82.77221452344148,16.71465529184492,17.81693619448905,56.2840261484186,0.4056462309396654,-0.25724751962137593,20.071341894583878,24.448407201333737,33.20040022141815,0,0,29.918422708486847,-0.21090623789932275,6.984775221641767,1,-0.7551419819993541,-2.789488204793913,0,0.3972284206910688,76.49494336064186,9.998590776891128,0,-1.1307513158143472,1,0,3.857427198423282,3,1,2.1636284210441747,-0.20158428732667955,-8.936739444238423,1,1,0.3249040650236889,2.755363400844485,46.27299738568037,0,2.4895007305147483,0.1661178008660435,31.96690937387316
