S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,0,-0.06298579674985537,0,0,8.434182576281835,-0.2984590329249697,1,55.06340020102034,0,0.7115637158901116,28.79136726780866,52.47738734394498,4,0,5.072467492095019,0.272723541145644,-5.453080131930104,21.422132207387918,1.1361104064339558,21.30698589273748,-4.743672888277317,-5.29291580652289,0.5664217438597285,2,18.587244137885616,2.6197459710338937,0.10263254881485216,11.05525477124196,0.9187172548057191,1,4.615555819941832,20.795425693440798,0,4.263296968935149,22.765056995971683,63.82951771498524,0,1,1
1,0,-0.10436520925380029,0,0,35.18041434123788,-0.6021648872629929,0,40.37010031364858,0,0.42010212051628765,30.72936410695123,81.51087692177101,1,0,1.6037063581898519,0.3877902491817665,-4.356854089835779,23.56472900799547,0.689962755577172,18.63446006616908,-5.358549687457424,-1.947336245808902,61.88039357995619,1,43.76900607293234,2.9310993638236424,1.10501040049425,12.664939785980467,0.8395027975364424,1,8.85215759317668,21.21822366934619,0,4.5630000131889545,13.211864320937071,57.9743307343686,1,1,2
1,0,-1.3027549557346572,0,0,22.933935858895417,-0.7031037875011286,0,37.97131504453419,0,0.48632770490459787,25.652696857814554,72.8439945279306,3,0,2.112370289961566,0.24335031704232468,-6.4995617134571955,13.437000278069625,0.8770064165833223,48.7338833116909,-4.65949779221344,-1.2767677380670523,64.2709040182419,1,24.41852064649744,4.449710731081766,0.18456198870760251,14.53994744035632,0.5744685936125022,1,10.91701190387446,27.884706812628266,1,4.184337235627419,33.454064699559545,19.136850020468078,0,1,0
0,2,-1.0172924190304509,1,1,84.71866958775853,-0.28034090794697075,0,32.43012363529358,2,0.30063263182557876,42.00090210959563,74.47291487684548,0,0,1.6166866093841843,0.6599950675491282,-1.1411785416093494,38.06703848129579,-0.18740620633573116,43.46791601111085,-0.8206883218490368,1.9707457082583666,74.56372121797196,0,35.35862515331986,2.492427305170223,-0.4238593563588343,19.547075266572595,0.14516975091724832,0,23.655286823932276,1.9190875307007293,1,3.2677408651660165,5.659716191948442,60.20670632821529,0,0,2
1,0,1.074544657809904,0,0,5.029087585651104,-0.4639762618237128,1,51.89965181380833,0,0.7068539574629648,23.976214870394795,67.24012708129861,4,0,9.534122202582807,0.2546236352433997,-6.969545652914537,21.41180466577542,1.5048178464128783,25.964454661001213,-3.6194833896730323,-6.842074180304948,16.859680311841018,2,53.53800354269485,2.1019046920068316,0.3116748190986773,11.208617158901383,0.6353500149197586,1,7.044036719085984,23.978920908259937,0,4.200440446409557,26.227699310656778,74.62782934303915,1,1,3
1,2,-0.6497354883100508,0,1,76.68396707683439,0.31214555544958095,1,44.09093785465788,0,0.4178556643760408,64.54882241966256,22.152843266044414,0,2,2.244254719736914,0.696961447835234,6.495801643313236,63.69721759712178,-1.098516555453667,26.580004095524366,8.786311127263335,1.2396461292203558,78.37948104201539,0,46.884053677164545,3.253847769692754,-0.455528338628489,37.454077265214224,0.1621603490248863,0,37.520883076519695,17.89331149738568,1,0.7931281665084292,15.444619980891666,13.918769030064272,0,0,1
1,2,-0.5692720555494634,0,0,91.871154577159,1.2155282214031733,0,50.57415448650512,0,0.8217786405836637,36.958244619797945,29.04134922363289,1,0,1.7077114233847817,0.24498809005626804,-3.881097462869527,15.29440120220471,0.24846954201553495,15.337921716444953,-6.781648399941119,-1.9948381464019818,76.08974210657304,1,31.14017466432591,3.393303764502755,-0.7016844831150104,10.936327187882535,0.12983742062627068,1,27.85148434320874,9.578028069046109,0,6.332614480352619,10.04912347450367,28.928020367622178,1,1,2
0,1,-0.38746642718900326,1,1,38.88027086191492,-0.636470213371486,1,32.75902154690616,0,0.2564161005515839,52.1847646343072,64.61604915128056,0,1,1.8027127597695722,0.6717287585842715,2.965277309424126,49.84011665154215,-0.37963919468976404,44.85340501516218,8.024399835180947,3.012869239775032,37.778241208977704,0,42.51761357493214,3.699749450971229,-0.016397651573172144,35.88740787959722,0.28954815781225396,0,33.61135267049149,11.782208065903635,1,1.12614066109055,8.905278974874296,23.742830621800604,0,0,1
1,2,2.0804114404571625,1,0,99.09812214541836,1.0315673756761419,0,41.386279582464965,0,0.6960629923703645,45.01594054833271,31.276315623267546,0,1,1.6978367573823783,0.358405031644563,-2.4039785644147305,25.46406344433072,-0.2825026916676832,51.319788975912005,-2.950419390021743,-1.8418518122398595,25.78703540077937,0,44.43258386030094,2.736430846681142,-0.5534069441848417,10.754065241158294,0.16401885974140162,1,30.92477037311303,37.35040099350593,0,4.0990482921883045,10.977009361280992,11.567547253434224,1,1,3
0,0,-0.6715626493687876,1,1,35.0038759956945,-0.6574039241498271,1,32.18486461004183,0,0.1100736554095822,65.3127342346462,60.92839400253084,0,1,1.7608299708728758,0.9152067992827464,8.466232994365313,72.14984535013622,-1.363472477946283,99.84524706060223,7.93584468175079,9.182984222291534,24.648773056934594,0,47.141622964251475,2.6308532545033785,0.20494949225785167,38.808267613826615,0.8930942864571114,0,36.194883251184535,14.314109273475491,1,0.9628297834382002,5.232806056336803,37.97745336832972,0,0,1
1,0,1.1194251923322074,0,0,24.47315779190793,-0.6987949856306918,1,38.82862436980376,1,0.5198350415248589,26.73731137426367,67.80201381756146,3,0,3.8535550127136116,0.2622189167819783,-6.708570178483708,17.106661615831626,0.9231455247346804,25.003871392288403,-6.929459481369118,-0.0660616399519327,73.93056460538585,2,47.79128282679174,2.3675514664269053,1.1487180574835065,11.14785956977081,0.7600467075127458,1,3.1294700613180937,34.31800777601952,0,6.444237050250164,13.100523284417296,74.02097201608156,1,1,3
0,0,0.9609251938612663,1,1,39.15221871377289,-0.7060877152848413,1,32.996949187925615,0,0.3789502478959174,32.61763844963667,74.17907828547332,1,0,2.021991230154866,0.3843733738494424,-4.571116664029143,21.766999856606155,0.43774871969138923,13.226204084366133,-2.9316560641826683,4.261437408881726,22.47212336752975,0,58.391072535124,5.450274760033943,-0.43664910149751923,12.90563598906373,0.6617278162040598,0,12.517853973628142,30.201731032418255,0,2.9790542878309623,15.203992117561715,42.22677631100797,0,0,2
0,1,0.5517816521439546,1,1,74.89739048642849,-0.6219169219243578,0,27.205932011357486,2,0.2269158942405377,44.146634685487655,73.27480495558176,0,0,1.7185832736672289,0.6783600794200852,-0.2973344774852862,46.133844051424916,-0.316785342931164,49.22267405386273,-0.14422545709362566,1.7180576063735735,67.9103129460339,0,44.44651905199567,2.8321858061708656,-0.16680379345180213,20.14265941534014,0.18578009607993862,0,22.234116704075653,13.55578777457545,0,2.845983912628518,5.181128298721987,40.30722752407419,1,0,0
0,1,1.2474573327901777,0,1,84.15147862478403,0.06984021806788454,1,33.13716521238536,0,0.488566234627651,44.9990051551695,49.633195092779395,0,1,1.7475160145525526,0.4455566101015566,-2.2959013031280415,27.897826648708424,-0.14587896415207355,34.21393746670869,3.380310858730599,1.970162109980274,27.494321551104576,0,54.36296760205603,2.452702144260883,-0.5377618070051828,18.07462081556212,0.10982389808648968,0,31.43199919803195,32.86797121370081,0,1.759255582521878,13.221063055179382,9.17348386752558,1,0,1
1,0,0.8192067470740809,0,0,49.50532400692383,-0.35336915265670005,0,36.58042799397391,0,0.5972415249734853,26.16993575468468,59.74785898002567,3,0,1.7180207574270114,0.26143550536488513,-6.893444613370781,15.482274548306897,0.8652494445097184,52.86257715222723,-5.519027117211616,0.4882511243074035,57.98045519618813,1,57.048086648422384,3.793526196501274,-0.5542870205860171,11.266132256641033,0.3018336955719677,1,9.770800276258438,36.88950088714136,0,4.572702951801192,17.59864642541199,23.407987969432643,1,1,1
0,0,-0.7434927010348051,1,1,5.24070221219029,-0.7278601251180126,1,45.13337956633011,0,0.22983154274614098,49.628540255380294,74.05840344029858,0,0,1.587503027536778,0.7349728044857684,5.188277702968502,52.759257780313284,-0.3102524572337608,82.3698171461896,-6.332684191955854,9.11177385170005,16.527120924190154,0,34.82301571241588,3.1503674224427436,0.7706057791126669,24.760714307053124,0.9469792063730198,0,11.150720040208583,7.628762699564535,1,3.4124145507974153,8.248904598521758,77.91196679408498,0,0,0
0,0,0.9214707420475643,1,0,55.594203463225654,-0.6937987691838156,0,27.162146645649965,2,0.24548623663612934,29.230854563669908,92.39940422968883,0,0,1.7425465868659165,0.6575637508351317,-3.114412914327107,46.812749141151514,0.3711029803036067,58.253375537760455,-6.851191026205009,-1.9596199002480805,37.32136667810552,1,57.24435142947313,1.9691742200360534,0.28228318377993317,11.719795081365621,0.7746436796141247,1,8.016136398955478,27.150675028717593,0,5.141746622169395,18.73540031631068,54.12505894963868,1,0,1
1,2,1.844454220346508,0,0,96.96357412100983,5.965790916925786,0,69.9999741949612,0,0.9999877260173932,69.77004859091417,1.2475928623523203e-07,1,2,46.36226038639136,0.24363621476748032,9.378753337880411,75.7517666461524,-1.4444533911261028,61.80409105480832,7.889455176950882,-9.995335697712731,75.79900195681535,0,63.473325125034144,0.1353352832366127,-0.5308692655353205,11.494146636226318,0.10420409453736934,0,29.387993146766927,33.703500437454764,0,2.1148286337273525,39.99999981035338,30.75557629352901,1,1,2
1,1,0.7863099191785297,0,0,84.6784719509792,0.34618228305095766,0,42.982938799040454,1,0.5759939384322611,38.11426521115853,55.6332135096075,1,0,1.7602269219935736,0.37627274493646135,-2.5800881217995624,21.63573142958155,0.2028386309823637,26.726257108878247,-4.015365264405002,-3.0587422308153567,79.7799756282269,1,52.99560032274003,2.384436772972503,0.5133072379100414,11.305846954468155,0.40976312323226727,0,15.720194810589465,31.853566314742245,0,4.07222703401633,20.722598114790422,26.96135758408851,1,1,1
0,0,-0.9191715202647929,1,1,14.320501680289588,-0.625170842011911,1,41.66055231112831,0,0.4145650540587106,37.48822210010975,63.8130463368592,1,0,1.6866736929197672,0.4390486895564108,-1.7570881643536378,28.492530962195374,0.3364999374983427,99.85676866155487,-2.7194890475464017,5.833012815815412,49.06675166533731,0,33.69962137987099,2.7846829407594798,0.1465882975154918,20.27702078380827,0.7423677317052184,1,17.494768537905674,32.94376737927269,1,3.710664315781458,11.437515429990356,44.64529356058861,1,0,0
1,1,-0.906639796200063,0,0,36.030548506171975,2.3142406460555933,1,69.52642721976792,0,0.9847595020252922,50.967435720946504,0.8336054118442016,3,2,12.412880638632913,0.24384050180481176,1.5339577884049849,50.29676486068976,0.2239599418296438,1.5598315680794783,-1.0992886513778561,-8.713500998701821,50.497413017747526,2,32.5487361109994,1.0490242209852338,-1.160987864536089,11.709661553954525,0.42621376729826044,1,14.817502195099443,10.659689614516372,1,3.806744622640064,39.42186100492868,27.15356880355084,0,1,2
0,1,-0.012233383382394089,1,0,89.12291957322671,-0.5707033111916632,0,28.592596188126812,2,0.21774786485125064,36.35615369652433,92.54768802650592,0,0,1.6783197401315852,0.7402147642429132,-1.2061708422230488,47.56616678850931,0.012264182258632232,37.2875353599316,-3.599518143824156,1.0106022452442627,71.45268241888752,0,56.933406554995,3.5792683482091854,0.7293669122724561,11.274628358300056,0.8023729606625885,1,19.434411491164457,22.370117924314687,0,4.410507927927363,18.78764567511837,30.248206927433422,1,0,1
1,0,-0.6443910582752929,1,0,41.87252888838921,-0.5768386822336464,0,37.669991518969134,2,0.3651658321572302,33.721852557091765,64.79712970136934,1,1,2.500144966409578,0.48445426954459053,-3.1676401166354857,37.71812797039551,0.22773008022375968,81.6593321202715,-7.468643689595385,-0.3971166202240841,68.54237500289328,2,42.790815782526835,2.8208410231933616,0.4800435908693118,12.739955290619394,0.45306208717682284,1,10.627069855940917,15.784793318975508,1,4.389102325793321,28.600805573689165,36.44888274545414,0,1,1
1,0,1.3036792421005527,0,0,33.13597749097532,-0.16748663513917686,1,46.38829476297949,1,0.6772487974078727,28.53903018000363,48.17815433003623,3,1,3.6559814288364816,0.2452676022812918,-5.865315024509141,20.8185489716751,0.8576543860913195,53.8907296601346,-2.3366293685611605,-4.552608690875692,22.215377806794372,1,43.269118209292046,2.845974627671417,0.021970548467459522,11.784327243344329,0.8802847508227274,0,9.730146126362545,24.39854575293989,0,4.11452950364068,38.51354016932184,41.127715781962735,1,1,1
0,1,0.26034106131682655,1,0,54.53022647044216,-0.6140584801226215,0,28.574065025406846,2,0.1098998901853323,46.0145183656824,90.24033791225632,0,0,1.7317381277876558,0.9442273172967264,5.358059555674293,72.81932606748,-0.8164914895289689,94.48148826559853,-8.440843639546381,5.859943644444044,78.14536185551273,1,45.12416768073395,2.360164516366232,0.17747723934908444,11.701774827795074,0.2226825774342585,1,13.027583458099073,0.05173361098025353,0,7.0910026171557075,25.847714583888397,1.1649958612629652,1,0,2
1,1,0.4484848335894444,0,0,76.1945424237877,1.918462412346074,0,67.63771220669145,0,0.9514478733063132,45.33880242763154,1.9291147380578189,3,2,11.209836960064466,0.24506426128376002,-0.8906575682949587,46.52111727839136,0.062092597668348154,59.16059657609266,-1.4252542672263235,-8.149822983256453,53.25784691585143,1,26.777904378202184,1.7106536096326246,-1.3961134735535583,11.607090897931354,0.20722929567531595,1,16.94318695043379,22.28114715473962,0,3.446168006889626,39.32770532842455,23.07100493106323,1,1,0
0,0,-1.1097647786491336,1,0,21.181362085868532,-0.47537427977824986,0,35.046056874871496,0,0.47531889894397267,31.290130335651007,63.83872973198124,2,0,2.1981274480216166,0.3181235718442913,-4.989162629729212,20.938130403316837,0.5780571593112468,21.198992457207932,-6.433684662308173,3.5801347743217793,2.6440909443029614,0,21.379067984646294,2.6888230438961886,0.04883247102604466,17.38198747779911,0.5687509046971582,1,12.092005170595769,3.9423232365006022,1,4.043709248433605,17.61982325539159,51.367633691707475,0,0,1
1,0,0.007290686995460911,0,0,30.854056427279495,0.3364542221663713,1,54.772702021051295,0,0.7835680468422109,32.069926151803095,34.23813694336042,3,0,3.5171981261568757,0.24464887290668574,-4.703546146669105,22.027564319570576,0.740365629746556,52.34000357172356,-1.5147621236209385,-1.4150826641518925,8.770494570741674,1,34.44700206634869,3.042351166655085,0.6018404481916239,11.560400472191589,0.8689815370307564,1,13.534723783478697,28.60188201424849,0,4.028658778281536,29.228161817302723,32.053306782046526,1,1,1
0,1,-0.04820176633828273,1,1,84.97368527934125,-0.7117424392972513,0,27.615718206203717,2,0.08441775359401449,62.107522164558375,71.65237721009903,0,1,1.712410932331377,0.9487188471849464,7.409862381169184,75.02660830145182,-1.424013805209305,67.86861391075692,7.759729695860841,2.771289589868722,56.79473610708969,0,64.15513721945335,2.170054330967167,-0.4582938807177272,34.297094039800434,0.3302159535603432,0,36.73341541322418,18.259090853890893,1,1.0294772800097065,7.8860154423516065,22.53400784170235,0,0,0
1,0,-0.21310154665070552,1,0,61.02018245471499,-0.658636194377963,0,32.263391812034264,0,0.44142843642856616,25.010953217852645,80.88576684339338,2,0,2.1270906625734978,0.26078530969244285,-6.935565822274214,14.649890223944762,0.9357013854697731,47.23412877294197,-4.805198038175062,1.629577834544115,72.5907564368878,1,32.592877062735845,2.601491115555548,2.530422164180165,12.051123949983204,0.7038978685263719,1,9.487421657436832,16.327990191162087,0,3.9791281330842083,7.264641835538477,77.68958432072681,0,0,0
0,0,-1.4469829794086582,1,1,23.46426879001256,-0.5194526309208164,1,43.12770633704325,0,0.28828043432871714,54.02399559178109,54.68758929661367,0,1,1.8572466885855472,0.7023832713284734,5.018641807975705,59.38830381312719,-0.5014817339627409,69.02892444635135,4.121151070025938,7.396543787266317,30.683820003980827,0,35.53669261452133,2.4801632347948046,0.057878150879894764,34.55108242888312,0.45057388722980446,0,28.362933967530196,7.9378627744896875,1,1.6043137019079081,4.968391906980633,29.84198141130202,0,0,1
0,1,0.756333330204774,1,0,58.26152341798865,-0.6508985197323958,0,30.5184946119263,2,0.2938697830997732,28.28712024262831,86.98323645707104,0,0,1.5749438595418939,0.6041144178791646,-3.2223366275376932,40.06228212530357,0.38202740112879036,61.97083878609957,-7.546999295102958,-0.10304109441478637,29.22154001471067,2,53.3626079290449,2.763435224588769,0.3396498087192251,8.097054828712569,0.4684020070972509,1,9.77415650879327,33.025865786215924,0,5.502563338227558,4.802835987799687,41.846269902147796,1,1,2
0,0,1.5136716635692224,1,1,61.758057296517535,-0.6600474687564977,0,29.413623200172484,1,0.42524554629748235,28.15988008067724,72.85602841016147,2,0,1.5266872289960398,0.32976196053271184,-6.607350752376106,17.2905642896818,0.6262576233485051,48.29205795189454,-3.5637752087112027,-0.052095593307164734,15.335219123367615,0,48.15724930471954,3.0800593565977517,-0.09650718221849129,11.257082039558547,0.8833871906728666,1,12.661380502658538,34.075350993381164,0,3.2857835791909324,4.9169592077591435,34.911226802265965,1,0,1
0,0,-1.092232071621247,1,1,33.60769103522828,-0.7462754077261283,1,37.382168570927064,1,0.11959893367734425,67.57612204932758,58.12695083285685,0,2,2.1683067001113536,0.9394550713964488,9.048897439193112,76.34151971556105,-1.3471678678686332,40.25634926886046,9.737152131612902,5.083513139323198,59.538568070885454,0,24.328306542568914,2.545884255459169,0.7034600176169821,39.521351494962296,0.33562474264935493,0,37.7232953936112,17.317952011084113,1,0.5291574886290186,17.547195535350454,15.78248834888246,0,0,0
1,2,-0.6130914698332942,0,0,59.54099955250888,2.7135991294618895,1,69.48507362366777,2,0.9576796341789717,65.86941641083911,0.6788619509573823,0,2,7.124488228696126,0.32812349082998016,8.161666197485506,54.6847257459644,-0.9187243361095669,12.101588724565133,-0.9934613019990941,-9.32957871370256,76.45382120694977,0,47.83115379230319,2.607033270493542,-0.6866717340337956,7.372930199422154,0.4375556177988139,0,21.402828902369414,30.5141567610056,1,2.9327174873909416,39.06040305675623,24.4072919334368,1,1,1
0,0,0.24856038524559884,1,0,44.21588817922932,-0.9591108757713604,0,27.232363897327115,2,0.20255037143700166,30.982701670270448,91.28838465675003,0,0,1.6281476020563954,0.6765394961831094,-2.5331479128015193,43.985677052215195,0.2254319188817405,52.06655215791627,-8.5879940162171,4.644672553851086,64.19743580798865,2,66.73947057114003,2.850184501563342,0.06375515919080131,10.070956807279794,0.5289674953304385,1,10.489720045763548,18.83307736332253,0,4.871095724003074,9.431829946936773,54.9208248827251,0,0,2
0,0,-0.24130265960532482,0,1,16.877600541076287,-0.8198235487407325,1,33.460086172105,0,0.23467959028943486,51.33986892347824,76.45667065652137,0,1,2.3534569491002726,0.6451627516547926,2.6757868371728684,44.387533010787706,-0.18361127040218075,40.237409221811525,8.96629286420729,5.436883055244497,12.115085758165701,0,23.82158135389642,3.107569067788687,-0.19179089718807443,36.752227198179654,0.11125682108568935,0,34.55397404202158,20.866411330972237,1,0.8797013252658219,19.718225056707418,21.19375694332237,0,0,0
0,1,-0.5565434925873796,1,0,61.48568517538471,-0.6376312180657677,0,29.644717981435022,0,0.49979027062161036,25.979108515868482,71.70154282059491,3,0,2.074975471510955,0.2497467360446461,-7.099087736050317,13.2116947194787,0.9570722086443568,68.94851268524378,-5.856196623992162,3.479877427177481,26.13098118973869,0,55.9321130136046,2.4152708878383016,-0.4512317969085393,13.973668969965649,0.4195364380528711,1,15.974394441342278,7.410775694506208,1,3.109264653218479,16.76331203710428,21.348657221106933,0,0,1
0,1,0.8191348157633684,1,1,66.37626972806932,-0.5197441634007529,1,33.23496744655132,2,0.1905840395011522,58.18497962859868,65.5336083329093,0,1,1.8218311181302589,0.8226117666092966,5.222848044523449,64.40621105305442,-0.8040505029519935,11.757163936342213,6.997303037901808,5.9045262554347,56.80055145274777,0,66.11196381100424,7.687795387343752,0.21859973663531845,24.63304110969417,0.437677954021995,0,33.775652782832,22.06530635829584,1,1.2731334459023314,7.72140970666803,18.908965634283792,1,0,0
0,0,2.3622599723229953,1,1,82.90778196157828,-0.5772759664340305,1,25.768253724154476,0,0.22415038032519075,51.803355665318776,65.04181016603656,0,0,1.8317462311109327,0.6135709151227736,0.05456153543856601,34.81102969330422,-0.4599223497526797,31.820373662302202,8.123507676167698,7.683976990112711,48.00009466478615,0,63.23710213861268,5.322649010326668,-0.15749806833934824,29.584660080096956,0.5355644688392389,0,30.717538919430396,38.64766277823574,1,0.9095736555015654,7.898135205315111,34.798324448974675,1,0,1
1,2,1.760079741423684,0,1,98.72241579151402,1.366537627613947,0,45.64927393407049,1,0.7957634239488802,52.8821868363825,19.241369907390787,0,1,1.6599587122970973,0.3162927012205451,-0.9510771986738202,22.080151255723734,-0.2862790120961012,44.261707178326766,-1.4094365282501649,-1.979511050464529,72.72800840757608,0,68.18675532719448,2.446868348384238,0.32630584068227364,11.490597725501239,0.2493993843346089,1,24.83468374694704,16.997735110588323,0,3.2311407023546233,35.33107535244077,2.066136614762004,1,1,3
0,0,-0.6780898501303614,1,0,34.17792590157428,-0.29540166900505116,0,41.92679239584132,2,0.29611018443197235,44.58999287650117,69.10251064237504,0,1,1.7637006638780923,0.7523183516125453,3.483902429650847,60.14316077043059,-0.37084559615193696,41.84025930158819,-9.155836051404782,5.69380536940869,23.33878992910045,2,67.9488847578009,5.666133508480946,0.5953871029073186,11.343124105925257,0.9432046071821294,1,8.260969002414559,14.139915588493697,0,5.964086954445924,27.49254513713495,59.803190052676214,0,0,0
0,2,-1.1873479331809507,1,1,95.06496224545302,-0.27807880753285386,0,22.54307403306208,0,0.16946585459209595,65.23966669043054,43.541874808618005,0,2,1.7409866391540376,0.8489852258532147,5.652468015957075,66.17234526965117,-1.507286434857654,59.171367032398415,9.707659307890168,6.770360285035778,52.49175886135476,0,43.46150565143773,7.600130512917709,-4.281053840789573,39.851213790191736,0.0011986657000875311,0,39.97630272576896,24.064750165071132,1,0.4366134317454731,26.15877757154173,20.032253918479377,0,0,1
1,2,0.7854403734337503,0,0,92.63249749141038,3.042709245449543,0,69.61272897969775,1,0.9774524996153171,62.52626825766931,0.47624302028259624,1,2,4.853548616344559,0.2578355383559774,6.4767315637233445,48.30398953710073,-0.7054621093484489,62.73099862807157,1.6115518609802049,-9.464939032639759,19.88880793772443,2,33.21310075238351,0.7713871382724974,-2.257334198403493,10.270931718319725,0.10540940744611521,0,21.80085726663002,35.77473288666599,0,3.5338436483614437,39.34884698967971,11.799608091420875,1,1,1
1,1,-0.8537128246197591,0,0,53.45714836581372,-0.27748793757332646,0,38.94268414996926,0,0.6173224554663798,25.953175553386366,58.60666755718984,3,0,1.6319978537137572,0.24740073647661548,-7.026428483849938,13.305613645540513,0.9500670256144353,77.70932564155734,-4.4956461452786805,-4.0996778920263255,57.782756899316865,1,21.811226481872005,2.159805269890488,-0.20815268670489048,14.087372963343212,0.3692243953871401,1,19.078372705069192,5.573496856165294,1,4.2367792915003735,11.843313244779878,14.832654218535964,0,1,0
0,1,-1.117914147929564,1,1,47.96364113747934,-0.781794718573553,0,30.17879601278083,2,0.1392318864473382,49.57084547617229,72.51448056234231,0,1,1.7475054656737987,0.8842169459348759,4.509070880730768,71.26306777987492,-0.8351827150971333,67.08345473384966,-0.09780950716688608,0.15457057375480865,16.54279709818195,0,24.544414184175707,2.152076005723159,0.1019893893024443,24.2945425898192,0.3733921177327062,0,22.894118492998512,14.781225691044124,1,3.02427901728905,5.925735234013237,22.122819804820317,0,0,2
0,2,0.0009284542032834522,1,1,92.29594600317176,-0.5013835470870324,0,22.438639557911237,2,0.1406010407568402,44.28469373716,91.45282198303121,0,0,1.7282787662295243,0.8341968834237918,0.867593928276742,53.10478768190532,-0.5231174464264561,83.87790109196469,0.2763517543016629,5.097846040160119,54.50553064869155,0,44.583637627512005,2.5916228225403155,-1.371424861955471,23.78731813223275,0.17814399918905316,0,34.039030900357915,28.45903643839755,1,2.64113953125015,12.589901816005394,14.989963045844906,1,0,2
1,0,0.1915649431044747,0,1,43.692356086774645,-0.11019277572215445,1,42.8099653058272,0,0.6426888465405957,32.90180916078883,47.88974172454705,3,1,3.1004729785190337,0.24500538526048038,-5.9752872909538475,17.955154449285757,0.6899516403861181,35.744243126720164,1.0587240543352028,-4.783568151349562,24.88928866446698,0,52.782416533178555,2.9335948602444746,-0.26952999251789833,15.093652587735047,0.5974228978597862,0,15.638347443439166,23.095265425304063,0,2.9449001626160354,15.970755174380642,26.353934526057934,1,1,0
1,0,-0.02714742406974914,0,0,30.069807196099553,-0.2265825821776801,1,45.79620787959755,0,0.6243689537457447,30.055640236850902,51.771334154204126,3,0,3.804328235383672,0.24459511114304328,-5.330959279639585,18.80180046081735,0.7861429687096522,66.46286311166747,-3.8330583575904313,-0.10364908990824517,21.52437058517959,1,22.423298463888564,2.2683089452130747,0.025332270843216834,10.484154484476251,0.08790019286672118,1,7.8010696109771445,13.42573821631948,1,3.4653248408210815,23.5682984003437,20.121936120358185,1,1,1
0,0,0.974337034754202,1,1,47.64681863091521,-0.5500767333636489,0,43.04493435209588,2,0.1445559918558365,59.71115367318881,63.562823902090635,0,2,1.6392906684545638,0.9193378748736736,7.583865703729117,75.99109015299041,-1.0490878031834316,64.94709633836082,-1.374116059234451,7.035147488370839,33.32599878230721,0,68.74961553508759,2.689644465379877,0.935227340169334,17.212579604949553,0.6111812544651364,0,22.61688227088832,36.27302448185286,0,3.019380794387032,10.192736538832712,40.211230603349726,1,0,2
1,0,0.012999016513192239,1,0,60.53731744940137,-0.5452500092331161,0,36.154266325717444,0,0.45232141439882756,34.34182256188663,55.37055693460772,1,1,2.4557947016403374,0.39399763380623104,-4.523442409252489,29.56012538171114,0.34498787196098163,37.449293786307976,-4.585147875709953,-4.736847845687235,61.74213906397662,2,49.07226070029012,3.053856679459728,0.25466840564218196,13.016004064113819,0.5184131949350974,1,12.523148940741544,26.941263386937628,0,4.9675710980526295,21.750057225726067,38.64045306234128,1,1,1
1,0,0.9328437373041133,0,0,22.301136552172412,0.30292064497602905,1,56.284162458112434,1,0.7639414953434376,38.49723874901153,32.33489007627896,2,1,10.184981795673828,0.2523922977675189,-2.7092530607584315,32.139980831245325,0.6248679202152325,61.94408035459941,-3.0266959344275417,-8.305680491017258,29.19976753573408,1,49.95050446751128,0.5365171796239196,-0.23059274577214836,11.027277410668201,0.44005954793154833,1,11.596766412436805,25.756096160300174,0,3.217656479998121,29.789291891267045,47.701060337811626,1,1,2
1,0,-0.6211795176156447,0,0,40.581025329764,-0.30219678945328937,0,45.69031656434453,1,0.5224482148948956,31.469509791985978,61.68604572926135,2,0,2.2063768971858733,0.33761067016771906,-3.8663352966902327,25.554982431264712,0.5617648210719746,11.078906442828634,-5.099500657761322,-7.509020112925668,71.86974938589812,2,44.30710448617408,3.0150309185693684,0.565807583344411,11.972517364804865,0.34051138258325736,1,10.31632548747268,11.834724836131002,0,4.768833689237803,24.162269567057347,32.451481855650435,1,1,1
1,0,-0.5933185901278387,0,0,2.5180766925927633,-0.6154321927112437,1,52.10267627414713,0,0.5886486322988689,27.222001579020933,71.05876035779013,3,0,4.897752706865953,0.24226595776893,-4.572653199170742,15.896316916478819,1.1205898516589228,8.622501575946679,-3.2656394320371573,-4.114474588447033,38.820670030889815,2,35.31844455154031,2.7144139982778546,1.3261941836290712,11.624999345930625,0.9516006639825755,1,4.775697098451312,8.305156634532576,0,4.544644495480074,19.941929983968272,74.8336213721386,1,1,0
0,2,-0.9321911593178484,1,1,64.05858544153214,-0.6339491225077377,0,25.611312315425444,0,0.45317813277524216,26.890910252748576,72.99710672695821,2,0,1.8613606023610956,0.26005923995162084,-6.963328301320889,13.429728062347067,0.7457967325616119,62.8595240185593,-2.283176976804219,5.78931979097427,51.29791766105532,0,47.00956285206587,4.160130576022334,-1.171471181170273,22.02687765292705,0.0990762809212134,0,30.809227502402948,2.04800364824657,1,3.238726520912557,17.41886548386106,22.433878842605914,0,0,1
