S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,Y,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,1,-1.2481155366896362,9.30722908029231,2,6.658168547590247,1,-0.40953770386441013,31.84496192612866,57.254438815408925,8.026368640476683,0,27.394686238258874,8.268322519833156,0,1,0,8.53795902379984,6.569533519117012,5.735784779732419,42.95011522311259,1.7706924309100578,1,2.8063789351851187,67.53845409338356,0.36271432805751636,0,98.80145104682143,12.619297940821518,-0.5252055903754397,1,7.29520151461054,1,0.205802290660893,1,0,0.9218940688236392,1.1383451877707365,32.385629752383764,1,26.94149111448421,2,20.307790957137,1,0,0.05018138709883607,2.949712760110068,43.13264189592226,0,83.51129378072359,31.896184917249094,-0.8320518204085335,35.34050936627213,54.61604963391237,1,51.413185972095874,33.59784191993215,2.169211930576406,1.8755625762263366,0.380996802751816
0,1,0.586194301718973,3.2754687909992075,1,3.5320883169600146,1,-0.6593756176953165,30.421809504817876,38.6682860248691,4.046580967663427,0,24.33615842710642,3.157074931975302,0,1,0,4.036249340257108,23.71359029366314,4.428780043622308,23.047950349214766,0.5058273306068944,1,2.5480332075396794,50.287237402701905,0.6433712525275246,2,47.30433942238106,9.395729755171509,-0.842252994781516,0,1.58349472388117,0,0.642883371950038,0,1,0.6113640876025155,0.32551396139005473,25.723341110182112,0,21.73208354337413,1,18.937259353103435,0,2,0.28495079526712974,64.09391963441921,33.316215929668545,0,67.22709351949426,33.888593656484176,0.7505820724021883,22.142992869262187,66.06214508390978,0,30.223833532914625,36.67460762204967,2.155539502275045,1.8598067619400833,0.030336629336163767
0,1,1.0502812215879296,4.46788310810269,1,5.672234973289688,1,-0.44054112777256715,31.515625158052142,98.5039273505161,8.100983746862749,0,22.09907826744397,8.06615388847916,0,1,1,7.701043367824095,7.478295284370007,7.750313617669032,21.746665373696025,1.2671186528875302,1,2.785356913676712,64.93405744462567,0.47702009472510243,1,81.13402430088789,18.80450955176289,0.5701914755631594,0,6.988234559258313,0,0.39605091059294595,1,2,0.902740269299358,1.1812280799416734,39.669369364993315,0,0.6543756737087669,1,22.14499324423459,1,2,0.2729750447404836,17.95022380348388,38.62766269327365,2,78.19823107823642,48.40094647991583,3.097222647801384,23.739959375166592,89.08503504843796,1,78.17194018089054,61.74793581935237,2.899028167759006,2.110853007775607,0.4210987360240235
1,1,0.5027162828385872,-5.47560946864394,0,1.46568411209455,0,-0.18119866791048236,49.0347154464873,26.13954209546249,-2.6641173924834494,1,42.682616150359515,-5.4305032460804705,1,0,1,-1.1719494924876006,49.89557768079712,2.1071479336928416,27.096097144574767,-0.10072561171557161,0,2.7647516850259226,29.062776433767255,0.6243994598222846,0,28.071899319154266,15.917544791803383,-0.584856287517767,0,-6.492993739380815,0,0.5596635212947403,0,3,0.2566489138029878,-0.12756598669812313,10.930811109510628,0,34.594515245905235,0,24.466899582907416,0,2,0.46740177202225147,69.0854418821332,31.661574962718305,2,51.626338990729415,24.848595472573567,-0.3259340793577635,19.352280930542705,68.35585093779865,0,16.513805639250506,41.62974904668466,2.0738457826538257,4.133881687283446,0.4127069712004151
1,2,-0.22169554691353033,-8.00662937392422,0,1.7126931653081472,0,2.4937860720416682,66.98833459852722,31.041078312101988,-8.916684881933993,1,99.7253579390711,-5.415771588179657,1,0,1,-9.137404812911624,74.74998293961774,0.729667609032911,79.77890471922423,-0.3969709825159463,0,2.9463027970524833,29.221953499796026,0.055753184688640656,0,25.12485624757022,3.9808647737197655,2.6060603137645626,1,-4.223887297600565,2,0.28153482294154564,0,1,0.4233213567068807,-1.4368058514023212,5.680926430926803,1,35.506556024791024,0,18.10962285992524,0,2,0.866052015870679,54.10950583033394,69.83984679351414,2,0.4214523579183116,40.459047888949165,-0.6964038946972309,26.084436940998366,55.53990398479895,1,24.62171501685125,40.99083576085561,1.0141796435741202,1.8072795610583157,0.38942170487142674
0,1,-0.6931369558520999,8.99753236282772,2,17.544713711933827,1,-0.729829483094487,32.15095878602648,89.63009967721602,7.87936259110667,0,27.86101907035604,9.074731454875721,0,1,0,7.318080131214025,6.179790851971845,7.466839940583292,44.222435894878075,2.051342280140084,1,2.0208256320102542,66.12885995793394,0.12737959029428864,0,98.72666807270714,13.221404524651291,0.5700795770684239,2,9.661542770467594,1,0.0363807278477134,0,0,0.894030375594338,1.1474996082652484,38.739136459641244,1,35.69943998682692,4,18.501341382198675,1,1,0.04865355313603459,14.406469451055962,53.245806775471394,0,88.50328561555072,54.8101978234892,-0.3967309350287519,20.051759690793013,59.07826921260092,1,72.04307733716233,36.56422188841966,1.9699958034656029,3.3627623165430274,0.7208903742915809
0,0,-0.8697237140758465,1.5573091136548118,0,1.4085057562035765,0,-0.4197493587742346,31.150333644061586,36.114866892934394,-3.3932565667441335,1,29.765595035298027,-5.5305887992916025,0,1,1,-0.2724469471548243,53.825485502198376,2.0165211122151034,45.22438810933814,0.04979956462284306,0,3.222151796522029,30.33681178048156,0.31394265850887837,1,31.347557456603926,22.04964131701861,-0.7113303260163756,0,-5.7878367217510105,1,0.41167150545746034,0,1,0.21676362484136397,-0.53314512405389,21.310553213914,1,15.035126280663622,3,21.5512671593439,0,1,0.4484022760993415,35.9784471390008,32.12794420053713,1,63.311614156146256,65.23360291743825,-2.4184889716476645,21.42694952516844,22.406440391602235,0,40.59531238028435,42.34772488892731,2.577117483284355,1.4703030518598412,0.7633917329965674
1,0,-0.4542430967090508,-7.203192183766953,1,1.622768057802416,0,0.8827796400346073,65.32348364581644,51.38987306746836,-7.838742672162189,1,73.5437303356431,-5.484088668993666,0,0,1,-7.907708646732319,70.86879341093363,1.537717499446726,32.02159727129474,-0.8001424962381187,0,2.4862750799876308,31.175076108147575,0.3783281630352139,0,20.00035508731631,24.08534516436168,0.47930132717805946,2,-5.88224746170015,1,0.6592205704060561,1,0,0.19423878471964212,-1.3354691414364441,6.3889830938064796,0,19.437805321025607,0,29.944954508772163,0,1,0.8793946205127405,47.37593292622657,43.20131625466466,0,29.942563371375492,34.262950722859514,0.5534180555868229,14.989317300174676,77.86034365575686,0,44.629814055615036,70.78751444257524,3.0118200187033413,0.8510632388967365,0.8545166207218533
0,0,0.786975651695444,3.698989848997357,0,4.055713407588613,1,-0.5951749012334498,41.26327505667433,79.45076364830913,7.785536356961003,0,28.39302390578103,7.547515706538636,1,1,0,7.047288740349703,12.661437336174114,6.313504024854965,27.344454323037063,-0.30460034777880135,0,2.2882708706477124,64.5845577405587,0.36839722095991523,0,43.12354663986822,39.9562000078935,0.34450495092900885,0,4.464635148869521,1,0.05054573630443843,1,3,0.8920480116950984,1.1724371141972274,32.977486318763525,0,18.066029217643003,0,18.22858673332928,0,2,0.5031286776153501,23.792141024017237,37.55786304250921,3,71.11558703638839,34.28388943425152,0.37034092099793886,20.490976671253655,57.07828654576981,1,58.00786595075061,42.12274029927337,11.175894119803228,2.0917758725629674,0.3404207899035646
1,0,-1.984498316978218,-5.685052119934535,0,1.5683634182859223,0,0.17547621542141315,47.18230573391002,20.21676346173435,-4.270211494298277,1,64.23436129012885,-5.065763219495696,1,0,1,-4.241303993792425,60.76639394996693,1.5264330470453473,59.2761011835063,-0.35735839063554353,0,3.2178954443291103,29.787990347169472,0.7559953869960248,0,28.111012469408887,32.254908434326666,-0.03404090188585404,1,-7.030511859806898,1,0.29625121704243335,1,0,0.38228030249142747,-0.4713720864503234,9.827895993689914,1,19.85339755401355,0,12.43665256554915,1,0,0.547233616823957,60.58845893786766,54.77835132246529,3,19.07255683402219,58.74256705013533,1.333496195301233,25.90408757936579,74.57810955848699,1,23.371015861987683,41.549580881049664,4.130610227004791,0.7095071429268203,0.27480508164644535
1,1,1.4709467012294244,-7.66554687204569,2,2.0593187524661434,0,0.22906005014986253,67.48278614104359,49.48128024932047,-7.818700057130247,1,84.14277496761768,-5.533937289316903,0,0,1,-8.705218630979653,69.25141283066823,1.6802203265971318,69.76160632143544,-0.7606054801820006,0,1.013475897170185,29.424906596017564,0.326808241079936,0,28.834113554036854,1.2148691414480783,1.191726620794515,0,2.1541846085337077,2,0.12767103382513317,0,1,0.22408304193961703,-0.7686406251334486,8.934457317510143,1,31.005858631222107,1,17.737488525664276,0,0,0.7864158390487443,73.83691663233363,65.00837546829698,0,9.163620242125353,69.91653273831146,-0.8787632465552759,16.787187096675808,68.15922179430383,1,33.56355945266808,34.859121754635886,0.3913929311807182,0.8542736183667661,0.33569083060856975
1,0,1.1248052669783863,-6.5437056483927165,0,1.4547470427011489,1,-0.16914107682842333,60.68212865259734,27.943563629095657,-1.0113201735885546,0,47.94350638060164,-4.691629051985247,1,0,0,-2.3991978115554193,50.923317422728545,2.050731558595683,10.901982434973899,-1.3390450989369636,0,1.4301961886803702,32.296992713759536,0.3668510024075239,1,22.42821690122409,25.318722235257525,-1.2969453678358254,0,-5.94712232315974,0,0.7757811279937575,1,4,0.3099509430851487,0.062439353144941846,8.663025165501155,0,17.41755512260882,0,26.99354337915212,0,0,0.8114005237637888,53.000335809874954,29.072149023857428,2,51.67485647791381,58.592972053274785,0.1423309259362266,21.391692630997458,27.456138700905598,0,17.999542479078396,13.303554381345922,3.533117746561224,3.2134365400625824,0.41871627264706435
0,0,-2.485666569569737,0.6642345353389949,0,4.467203105190291,1,-0.6798163844419808,31.958526701235613,63.17051792105994,2.7248792916507014,0,25.444760727975037,2.582553582831263,1,1,0,0.34277960677237473,33.352818051926334,3.387397219188283,23.561849547636413,-0.026880582408306035,0,3.3978556433175866,52.61953436255388,0.042700121957892356,1,24.543624258825105,37.563778971951976,-0.05149200985558181,2,1.2503043356095915,0,0.2704858995656957,0,3,0.5119431716885068,0.2728184691778466,21.65278587779103,1,14.852063985053437,2,17.410554732019172,1,1,0.5176340241417422,69.27179322566522,34.39378560252158,3,68.80337106750505,36.17204723709787,1.2604402838289266,26.2870087932735,91.18660149923303,0,53.10336495307982,38.713373987161475,11.75102010073962,1.761505697380246,0.579726008912609
1,1,-0.5144750411225801,-0.8180621573264659,1,2.493514928910989,0,-0.9029724380843874,32.59084279328618,32.609296472796956,-2.4755341703526854,0,21.66161520477589,-4.451253440256839,0,1,0,-2.874484261015051,49.34521712287992,2.52507876712101,20.672070674368346,-1.0139396031706247,1,2.4634627027139278,30.92983461812493,0.09237189565275783,1,36.17219042721989,11.438476112587797,-0.6525358447251451,1,-2.4338214010190065,0,0.3508885574954015,1,2,0.2201574927617253,-0.3330911188051542,11.568018585254372,0,17.66660055196336,0,15.744829435181384,1,0,0.2869990432262831,53.06021032805843,32.91014261258188,1,62.42513944609656,22.16946248410867,0.7076074847258031,24.854231485208494,43.61695275754709,0,30.63996545354219,39.97092013022391,2.378843819608875,1.4187174624630914,0.6843215508146518
0,1,0.1689190712385235,2.564608606970218,1,2.084034063233331,0,-0.5887660572178468,31.84825423611861,23.546695300230745,-2.0786485718003034,0,26.558961589992837,-4.384537938945505,0,1,0,-0.8458428221200727,48.44646773789724,2.3821908207134705,17.43188043637906,-0.8399688252390222,1,3.128261689614457,28.273071167005217,0.4956323287274828,0,45.53761120092897,14.625970203560946,-1.5548082058036465,1,-2.300319602536444,0,0.5322845476096394,1,1,0.19867559528023432,-0.4745629256730918,24.164136807939826,0,19.410972489016714,4,19.36447429216871,1,2,0.3816709347374756,63.465115887657255,30.962777745106013,0,69.7261311877945,58.393224340490924,0.010177844773153184,5.788392802679853,43.536763603745555,0,19.531575503131112,23.002152406509833,2.6550333106126187,1.561796835894819,0.6849768391924149
0,0,-1.4270154931662902,1.259644476817945,0,3.8487874946526004,1,-0.42544131181955197,31.204838035206585,68.97883250956211,1.842358735357566,0,22.597065504844632,0.6495113267118757,0,0,1,0.17404857102255633,33.978587307091345,3.0890294827375584,18.58614999637001,-0.7816245779463427,0,2.8543813643172053,47.6045097707735,0.41871715873800097,2,42.63289503006563,22.397819501796548,-0.360071622411973,2,0.9793592958228814,0,0.5742818252772457,1,0,0.4049606839621709,0.10098813117610508,14.648543074977711,0,9.40519392739596,0,21.050132966760074,1,0,0.35642840113523977,16.047566295938086,32.374159065896706,2,70.59109947032907,53.17477550958819,-0.11655324401285562,20.712239800924685,63.89343717008272,0,60.21670942283207,62.51082724630348,2.7672182623715935,5.892818870079686,0.5527815047376807
1,1,-0.4546335402499226,-8.489701030310231,0,1.953805549134321,0,0.8204200849770271,64.10663249987667,20.960575287401088,-3.824602112123104,1,70.44750387759692,-5.430508187955086,1,0,1,-5.655043703629091,54.53073108390467,1.6314473591774448,29.135906254078936,-0.6634302974992236,0,2.6491868082414665,30.733616458730346,0.6508508506504167,2,23.598862473127397,14.616116038375324,-0.243239742228002,1,-4.741848520672145,1,0.21127139887753932,1,2,0.23906359139724298,-0.1705144146715702,7.284417729735003,0,8.602984830521304,0,19.362357135009574,1,0,0.7309201231069571,58.115906851746644,43.59093886179505,2,26.026069235116644,42.07340732344436,-2.5791983285891487,19.927837010859047,85.53458818294708,1,15.790582024182832,35.63830994307784,3.1348446755293113,2.5272025072866136,0.29034208751493684
0,0,-1.3192738188655295,9.934735876715738,1,11.80028146599398,1,-0.5724367960548999,30.74031194976174,96.95345248129779,9.925204514967618,1,26.163585820558655,9.976224401556863,0,1,0,9.963668488245915,0.2883061714780455,13.737643743707675,54.90829538196108,3.216977428451399,0,54.598150033144236,69.97683839960597,0.5347654180459972,0,99.77579808182192,28.034387312374815,1.0516529554934555,1,8.147833642220014,2,0.45293310843440954,0,3,0.9995295630854655,2.7171231921752628,39.591318613248106,1,6.582476746600399,3,13.433425833583215,1,0,0.011468804992218695,7.300653274799029,54.820178721578145,1,90.37751648392648,66.23882918183327,1.2543196762745326,20.315388285571597,25.402349937208385,1,78.58519421823284,25.42905104392475,6.050770526842825,2.7129604662673037,0.28546009736528755
0,0,-1.3284461672117491,5.180097134750405,0,8.066887734665098,1,-0.652658186690316,31.228452816748195,98.69531133919733,3.284460473170281,0,26.444415542129562,4.163022324279815,1,1,0,0.9848743652873821,27.691570296747727,3.823117406775066,26.97198892214385,-0.4701930337883918,0,2.243894744083684,52.273508971544345,0.26438296978522247,0,41.56878708566981,35.57352865614581,1.4610797881794857,2,7.421969332374523,0,0.8795049262993948,1,3,0.5648071680829992,0.5963664642917106,16.874213973896808,1,14.486065335815322,2,17.196939782095246,1,1,0.20612835547221342,36.93331590419873,46.76599004210843,3,71.71780703725086,69.22273290317001,-1.2374917818973594,13.096197885710804,74.72400600164382,1,78.99443643095037,79.99966096272537,5.2562795566808065,2.40353177910623,0.48939415080268367
0,1,-0.8986940883771207,5.516660975283326,0,3.6994214933228213,1,-0.2880084344236984,27.481399510733855,21.291966226003687,6.010673956563199,0,23.940869949378847,5.266894033217323,0,1,0,6.524600558526071,15.330537177119176,4.35607892313225,30.25927853640761,1.3511899473252298,0,2.563613834982263,62.68910093342243,0.7328045244618375,2,88.48489131383987,18.95245941328283,-0.9094240433873996,1,0.14015633751185064,1,0.018825925944836563,1,1,0.752480600476321,0.7341825172134298,32.74891572698638,1,28.41830817461245,3,17.626406580599085,1,0,0.444723339291927,50.693803535174666,37.38055149778823,2,83.50589910716677,32.49126079896318,1.1531249305584272,19.202678075536696,70.91093376295483,1,22.54877619872898,44.434395017979654,2.418333366474065,3.1045176767266485,0.09731542899909601
0,1,-1.5032777599999931,3.1656793519988256,0,2.287088938309749,1,-0.5832137750519568,31.625335033416235,20.597780736595254,-0.47718957146934926,1,25.77728223225073,-2.5545330896422325,0,0,0,-0.38061117375261055,40.96010132404422,2.3253745788956057,27.57224164343272,-0.5139730222061898,1,3.603121160466897,40.66749234708763,0.5908873324809705,1,18.109626783230432,12.873906087464135,-0.7304228869741227,1,-3.4964594373970996,1,0.5983102347778984,0,3,0.34702485866924326,-0.1437488373438948,17.43699184445142,1,29.265347073841905,0,26.41031441326522,1,1,0.4401725830693756,2.3413895333690737,34.72636376420135,1,60.55264098288601,27.66020418830192,0.8201660514048321,17.927877681792143,38.69005720261962,0,18.82211601743696,69.41831060998193,1.9202265599467714,4.608511049909822,0.604404222856413
1,0,-1.2017605725592444,-4.282048598899895,0,1.8078590481514385,0,0.2742444552690927,48.7461202633606,19.77283674555655,-5.684175986196721,1,73.46918236265807,-5.453647560986111,1,0,1,-6.49011732080084,66.69154845274166,1.3560596707892614,60.49118112119406,-0.33953224042652314,1,2.1919286622281224,29.91752552528802,0.6473205260690545,0,27.854655027378815,34.442183870452396,0.6524436181605693,2,-2.26706586700863,2,0.9500021998490364,1,3,0.32704769830579306,-0.8823216481047662,16.625083258332797,1,19.32583425532638,1,18.74804997831047,1,0,0.9043972244535099,51.26167039896528,57.75373207098596,3,15.21976363799798,51.65484367413699,0.9518567486940793,24.50366381882157,94.17667972171085,1,16.774455878674395,25.535878961069276,6.048029709415577,2.1557184245312415,0.3084708472752742
0,1,2.66631045028055,3.5499790440211587,2,6.267616240810712,1,-0.7642704286607552,32.53329409072916,78.11927809978428,9.030506641174942,0,25.221095345767395,8.95383650714599,0,1,0,8.712338508676154,3.0931475368825856,9.88076926163867,31.171595274766574,0.3192149013691809,1,3.5316734114824158,66.80861208495695,0.4686494422916903,2,78.32098855599277,12.277318456079696,-0.1524434265683123,0,8.911814386650136,0,0.2571372860445084,0,2,0.9642474282440712,1.6069460921926126,30.166463193284443,0,18.93886196873288,1,21.395792999973725,0,0,0.29974730361530944,28.736976391312158,40.67528696900202,0,76.33817460856373,64.53928153444876,0.250078531788827,18.611008721216432,3.7404902675251206,1,51.800524333929935,41.07994512480666,1.8049946873666651,5.713779374225636,0.5685153200139857
1,0,-0.24373684836812498,-5.000097634968395,1,1.5526367568038748,0,1.2582996788324876,55.409208646179486,23.990646763146284,-7.668948546819355,1,91.10602733909052,-5.6880102393597385,1,0,1,-7.619697616663591,71.1074291107574,1.2086350502424572,74.74020536550391,-0.055757314133030665,0,2.1014288460443113,30.006785786583304,0.26665151771541856,0,26.16244232650489,16.90501672363652,0.8961751293701055,1,-5.6852942371452295,2,0.5272713978402164,1,0,0.2910171690303585,-1.2575240144935993,1.9555065683417983,1,10.951444654353391,0,17.009969919917665,0,1,0.5334435302313848,45.35344024131916,66.3343591938817,1,7.74761540555976,29.012529869564858,-0.049452615030632086,11.877267787907124,89.84373129718743,1,17.035746863026443,25.121175473127593,3.2222358511251388,5.591393264764448,0.34327235025134883
0,0,-0.9982206803375833,2.801094272589131,0,1.615322828204691,0,-0.3312810092980668,24.71069540566271,54.681139010277136,-4.065877677398585,1,44.126522619230904,-5.529922921060524,1,0,1,-2.4070869480118198,59.94760504356266,1.588300843267554,63.53664611763076,-0.15845813628955643,1,2.022529485912311,29.822270109672772,0.9521534494226243,2,10.599120362585884,30.79442589903246,0.4215137893766603,1,-6.486301965289138,2,0.5104365448264663,1,0,0.3864283893765532,-0.8404014981971939,21.163958874014668,1,22.595297266074997,0,20.59834233683008,0,2,0.3850414078195189,33.38422509523509,50.784861334878215,2,32.418304518967695,53.130582577783834,-0.5302517887547129,20.435826100845095,71.45829454204582,0,45.547030364685156,77.51888370583602,4.29164602014176,6.320100799275893,0.14948360568569075
0,1,1.3114429689145661,5.948907866953178,1,1.9338945979027626,0,-0.4848404623735053,28.20916430662689,70.10873129436098,-0.8383258693565132,0,32.305862064980914,-3.3104802491621,0,1,0,1.1244099910512126,42.49865609732824,2.3487641052541237,21.505637687467193,0.3054137076214702,1,2.7003102318692016,29.275079495322103,0.034901810578454706,1,66.0181266209368,17.536421936331486,-0.29713532033111506,1,-1.8310237832821699,0,0.44171841906281306,1,1,0.2765509926538744,-0.05302693537219963,24.31880592043479,0,0.6568900085152762,1,22.893632005959116,0,0,0.3145581473133799,45.007534421608156,26.575674509762358,1,73.81168492942814,43.00373020884248,-1.7285041068049043,26.49583376568582,75.17879573244532,0,52.537266024311606,34.00144718413123,2.4854953272663947,3.1197499537445923,0.36021805730587264
1,2,-0.2270743663229568,-9.99401629357837,0,1.6133200036581137,0,4.599809331616383,69.99997428267683,23.551371265409216,-9.65582890506529,1,99.99970713345787,-5.388506769491687,1,0,1,-9.96690102633946,77.72675783249173,0.41854986931630744,79.82522998067965,0.030442616449912977,0,1.8156262208450955,30.023995985160596,0.7155596709793679,0,32.65758777829998,7.474192268350954,2.6522371740069377,0,-6.291269607324129,2,0.4396772994456562,0,3,0.3333579345833232,-1.2778917471469673,0.05475930327721645,1,38.26043497803357,1,0.11063169357039326,1,0,0.9997863743965993,64.71279524307052,69.99183527527109,2,0.0039843663778127425,47.08573407371554,-0.26879136297474576,9.091838805153074e-05,61.35530120144202,1,18.2130075509933,32.6405543036235,1.5923313437838174,0.9769430283761265,0.9905513162829225
0,1,0.6089076108032716,9.985306269951089,2,26.730138632521374,1,-0.27373853460823216,31.91370892409602,99.8768342093997,9.809861512492372,0,26.614870957420077,9.96334930020948,0,1,1,9.865440508923548,0.5082865329215291,14.081387021277187,51.1604457120724,4.082972206294838,1,7.504875874164783,69.85473701433654,0.7499484130495278,1,99.99996865091632,9.782853498395008,1.4789495647401505,2,9.981970756271778,2,0.5712713111821083,0,2,0.994719288000302,2.225773236645076,39.81148139480199,1,9.24994046826412,3,21.417028726675436,0,2,0.0006547549594290714,40.895493382726556,57.566784718293846,0,95.89068684654168,38.85460493938452,-0.572108099089803,39.99724443747172,72.74688415187809,1,79.86917288596493,40.55515556313392,0.3046416964796622,1.4244854004962542,0.433218544568096
0,1,0.548184412075703,5.820437769409839,0,2.9074327039944956,1,-0.49692661555974854,31.32414335504334,49.38826152232706,4.385963341028724,0,27.560199931790493,2.7369451520781762,1,1,0,5.667008324533205,24.434410060968624,3.7067263350755146,23.806629274654316,0.03857073084460277,0,2.3403449064466626,51.81953119307271,0.8458519731291536,1,63.83093714445289,26.26444145647654,-0.6110067465667699,0,5.061977118784098,0,0.5062104087216757,1,0,0.628160027336985,0.5076771494439878,10.800411393065112,0,17.033987329798784,3,23.65048571195906,1,1,0.2039538585738518,45.56680166978252,29.79229292054952,1,72.24385379103107,47.96871206134516,0.20007725876386684,13.788835435800696,72.91923392093264,1,37.341143386806685,43.43526077433719,1.1087405156363628,2.221133282638467,0.29087721903639635
0,1,-0.4922368701344218,9.544156965653098,2,12.520570613069813,1,-0.7241179009336414,31.126833329649138,94.20316151781243,9.213718600059533,0,29.064117668262966,9.616218906394856,0,1,1,9.354898470082198,2.0527946606093517,8.707980080458482,45.950685638036546,2.4569489197857894,1,1.986741830045831,69.05785266716572,0.4449403366560105,0,99.64587232328735,10.623760937712042,0.6964101440541873,1,9.221433947689668,2,0.1803362256274626,0,0,0.9729741438454885,1.701124748900384,39.447419349571376,1,20.91587648378235,4,24.11941082489234,0,0,0.008487886479558338,16.089194325786274,51.17275077901955,0,89.83652681060813,56.40580805150533,0.579073074929503,21.724436523835635,5.301188546515506,1,76.31464036602935,41.79662657359292,2.4276414518529266,2.603125233698607,0.4384510913676789
1,0,0.3908174994477529,-9.301874710708644,1,1.3652604051281423,0,3.1402149858792328,69.78780084300683,26.807913798819925,-8.759294798545097,1,98.51195597540972,-5.454502110775633,1,0,1,-9.33711062759987,75.00472140442702,0.9622484209120676,33.01814891728658,-0.40444174936521404,0,0.1353352832366127,31.50776247168326,0.07131020907600671,2,50.09981744779183,23.754746753890362,0.3615882249076749,1,-4.401190216305697,0,0.5276229655523615,0,0,0.19242179330429637,-1.3611654392639216,1.1572211049839054,0,28.053660064523413,0,9.459949922575678,0,0,0.9799360771168626,7.6043760270529015,42.88262591697746,2,12.573502724834595,26.327027328982027,0.1818539897805827,18.948875625275406,89.55999026622695,0,22.09460934216901,44.72408386957373,3.27800897287155,2.104412435597439,0.5795217886501685
0,2,0.920822483535702,1.8359367447166441,2,5.266494667855491,0,-0.5262251275460542,31.970387058790514,95.95408386126942,-0.36649254880548554,0,29.211702315415078,-1.1353380844364747,0,1,0,-1.9949995740654245,36.80343829446518,3.027560966795662,19.379568694881804,0.11780034236516296,1,7.111538620260717,35.82116920806208,0.99767456252932,1,43.81545694235086,0.027913190022681444,0.7775038201074598,0,5.625236667670034,0,0.3709364025515521,1,0,0.2863204951023083,-0.3429356519989117,16.524539170361997,0,36.35324592294249,0,24.659871361552483,0,1,0.8367628100229579,34.45535717674721,39.31818281144322,0,67.27634268180844,28.423148350989976,-0.4749318008134642,31.68183760691578,94.52869132903892,0,76.34944739845324,60.13948647705469,2.5954239781037276,1.3181055057349622,0.6749072857266356
1,2,-1.4259436854513103,-1.7082417545148747,2,1.9841670145719768,0,-0.020049958420855198,47.14560251388498,20.79722985790774,-6.640308499449618,1,42.76415185830339,-5.573135319939788,0,0,1,-4.709171928023341,63.910352953400405,1.6491712499031437,38.755831926050995,0.1956687938060781,1,3.47773058972489,30.091395212934362,0.33773763109591615,1,26.11941337216829,1.8089900758071331,-0.4912970250140642,1,-5.426123819524982,0,0.9788643234135503,1,2,0.20615076106314767,-1.4526938695427514,22.581005346546572,1,28.703943056990262,2,18.896388289546206,1,0,0.5980367200150714,4.856244182938267,40.95588589982448,0,47.19622623422422,40.60643494475841,2.5401523173055507,20.538817485041253,69.81307090001252,0,21.68453886461044,39.3375114924141,0.7682790900040503,1.6226061167198278,0.5154982130421975
0,0,-1.3318208746995668,3.569366523138191,0,3.341770973189524,1,-0.39522585774759006,33.40667449984583,34.04183934077387,2.947227527498299,1,26.854306292719,2.085396045181106,0,1,1,3.2772206203069487,27.788063680614215,3.5312372682446584,34.389432599870794,0.7856627440063051,0,3.0599954610936075,51.39417092966881,0.6510698816718158,0,9.942536977316902,28.72168896096173,-0.6814922638863143,2,0.8215037420548317,1,0.21900385211014328,0,1,0.6120794886477365,0.43963447612961354,30.710731391896886,1,9.601135449998893,2,17.74200013089802,1,0,0.3856453913294424,31.869783176717853,42.43899160754348,1,67.2350884764324,25.038064198972926,0.5265040729732556,19.19842367429646,88.3561779486562,1,33.733796652413794,16.448835277829154,4.17929539371513,2.2434719445695515,0.48694574362166665
1,0,0.48103213236617,-3.837952215867447,0,2.238644768857749,1,-0.6059122871815167,40.285898232672686,12.158037585476428,1.9926566349125743,1,35.984515626310305,-0.6478895074577906,1,0,1,0.8349776835839524,32.118157048427754,3.2833525448460685,23.292505631480562,-0.6071550727472644,0,2.389748974645324,44.27967312750267,0.2857363133062126,0,24.432132962072835,23.433953328283017,-1.311424403582283,0,-1.6353213366563306,0,0.46610292471454734,0,1,0.5243970995794129,0.4423893525117134,16.994390525486057,0,30.11350584901317,1,39.98118309437344,1,0,0.5732792667717509,78.84783090694454,35.12538586813478,2,52.04608852228635,33.706565709336395,-0.5480286336450754,21.604696546356497,40.77660257636396,1,9.018240293380444,38.41997737853818,3.8523027241256393,2.9476985016235915,0.1144619150814305
1,2,0.9031397250449742,-2.32147900742509,1,1.8007448800940733,1,-0.2873759707397645,45.008148017480885,22.253742432647105,-0.004658708155954372,0,36.61266586302405,-3.8260254822851785,0,0,0,1.6924506263687995,29.521915112742537,2.467429363818947,17.85772794870761,-1.0699862398019484,1,3.239402469619491,36.58929987229875,0.9984378840379842,1,28.996594746250082,5.811655847025978,-1.713965730707135,0,-2.741464806723007,0,0.017219273731584717,1,0,0.31372042582544796,0.4317325503906856,14.773690279106066,0,39.999700069634855,1,6.775897944323117,0,0,0.45078290902213525,71.90046347950178,27.46219124104222,0,59.39311327493776,67.64090450876657,0.13689823548081026,22.51129653995026,49.176256423725185,1,13.847410446783325,43.62725371360387,0.43902418535347315,1.2353598658540168,0.6021870291610896
