S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,1,-0.03397769255418114,-2.115112328320027,0,72.70907879535136,0.3271316374543655,35.73731181839966,0,0,-0.3419159326434045,0.4672057017003051,3.4339435350907603,1,2.9043428237119198,0.6517099969660438,1,45.45482638638803,1,36.23350799615665,1.5247188240858665,1.9320605057982487,2,20.683156333036603,0.026428019354744592,22.837042012453587,0,43.91567869664132,22.29854529609405,0,0.5756402261585225,0,21.361801721117494,42.113274425877854,-0.49763422933124973,44.11672239096159,45.080743676282175,1,45.456334728445476,0
1,1,-0.3603230493314756,-0.7564916777716952,3,23.18047148083955,-0.10154634060431043,57.750057311473796,1,1,2.8965645574706045,0.6284632126595967,1.7797452655829058,0,2.0236992207482842,0.25761190372998477,0,51.304072175185965,0,27.693033717352762,-0.11038078546476626,3.3102198728309724,1,28.332776115316634,4.089913825453861,15.511454484204862,1,32.517208717222054,24.94043299753912,1,0.5809069456355866,1,22.806472354066063,54.79214223379808,0.22476134402216916,27.11894107560946,42.75041840391361,1,68.41696966545263,1
0,1,0.7645317389730695,-4.507006236234763,3,28.088639500860367,-0.09461046870535708,53.0491329129402,2,0,4.188860835710473,0.5058231659050861,1.6560279370819975,0,1.8631227790023133,0.2283691703591344,1,34.99078817007516,0,27.803589329694873,0.27336559576846503,1.6586299272205678,1,30.18897066085104,5.027741556084692,32.89702216963468,1,30.251346283562018,25.443270116128495,1,0.20597758891308698,0,5.892496882815392,57.293745018622005,-2.10824816346376,36.862351015872555,34.87200918818214,1,36.16587093407543,1
1,2,1.06354871314823,3.624587549676825,0,97.1128362789611,1.752003078615434,32.796087052430494,0,1,-6.374581474351343,0.35981904964629124,10.297973275616519,1,2.649577556975352,0.9556928972343626,2,24.47443884619683,2,15.76387393643342,1.2209484248926452,0.6221307133456925,1,7.302747301045834,-5.622241727345266,22.79006589805517,0,59.68351881007137,5.016877397877235,0,0.2519708356002279,1,20.729020874406032,27.346516440571264,1.7671130930625814,19.179504851798935,33.20650620394964,0,65.33876833318553,0
0,1,2.3219148677574606,-4.266562985171179,0,24.651414888771438,1.2857057930135922,57.15531211919043,3,1,8.329877779781143,0.5852021267800875,1.6796020290952967,0,0.5993413396228069,0.22085884688060498,0,21.446134878563218,0,38.86396490582533,-0.6509685663674111,1.9635116907877819,0,30.837247013332405,5.695048423938186,5.5293946183441145,1,29.954245795225294,2.515630871174741,0,0.025437369495787565,1,20.044127494468214,58.18042786747393,0.6048504733212601,34.62760874796125,22.391141392293015,1,28.962059323684475,1
1,2,1.1544082866480951,2.9109568227385694,0,91.03440875286286,0.5861729670127285,61.407131089042245,0,1,-5.697141803218867,0.19552388560537143,7.098097129837858,1,3.417486072207146,0.7550674032617188,1,24.796203539022375,2,10.212916002178192,1.2765294138836714,3.104132651813416,1,9.436093786217503,-4.607781319553115,20.524701118095898,0,57.676541830200165,9.93277788806681,0,0.690144137143878,1,16.441630985184876,29.904865012957174,0.9301871855612146,8.21791212772221,41.94896215220353,0,77.07454759475708,0
1,2,-0.6095588955521255,-2.594430126804279,1,34.43193481504404,-0.09949663412820853,48.41558314812772,2,1,5.8830497796405545,0.6046463138405385,1.635842384531717,0,1.9324323703453419,0.4694888239713539,0,65.04426880454484,0,44.05970092352764,0.4393580361967342,2.3509256767239384,1,30.562756847708314,5.313989760672113,0.3065027455495173,1,29.932409235914278,9.667738539035128,1,0.568246354730742,0,19.659442552684816,57.841702084292265,-0.7975961064942212,17.7515356855075,40.4140978808864,1,37.66115443420335,0
0,0,-0.13850943200721821,-5.8114559993195005,0,59.58934064166937,1.2523706647345332,27.676355644354945,0,1,1.068307992966087,0.6850240413490103,2.7701436825745533,1,1.6663885195563122,0.6917957599869129,0,45.571568118756275,1,56.393346602449235,0.11024124578178549,0.5838202897017913,0,24.043448540293028,2.505897663393718,26.65398657564581,0,38.67976604801125,51.20507413320511,0,0.5636974483869257,0,18.80525083786178,49.11762111310531,-0.0990733144826803,83.68162222207354,52.1851762027333,0,36.53459616143463,1
0,1,1.659361274919092,-4.176910049297609,2,25.105987624192892,0.5669085286478769,51.70006664812001,2,0,5.952492480323684,0.43534014044788044,1.6044138533462982,0,1.080421125815498,0.3155818471577435,0,18.596839852789156,0,34.24141320749048,0.2696144765212953,2.927715670493392,0,31.01162093859255,5.5654541861269315,17.655774963082752,1,30.403842444937613,9.163421938302418,1,0.06666901365718192,0,21.750975893199318,58.31564776336364,-0.02841366267072286,2.123320015661384,48.03158560114842,1,60.29159566306903,1
1,1,0.6731197496568353,8.108892038195176,0,88.30885512230861,0.6841320192122529,58.40081664452724,0,1,-5.904624142753833,0.467872255115292,6.748782802140941,1,3.185113423161653,0.5404206672409485,2,43.436895716318084,2,33.18569884707193,2.1472796833686036,1.6256429203327807,2,8.080395439432209,-5.532838875588792,0.7735599469559773,0,60.188849200682576,48.99218028265242,0,0.30322048351116204,1,20.46461253816753,28.429478535247327,-0.16018295400792357,8.324219017293533,30.61946960048317,0,84.51665365261844,0
0,0,1.448882905108151,-4.901444321620652,2,27.945012034758186,0.3206120053208988,32.84784092751218,1,1,3.9719176638322296,0.6170016159575197,1.4982667962977583,0,1.7346836588631336,0.2217693205492634,0,36.58231754711098,0,41.47578194348852,-1.3782964617448368,1.745739033065902,0,30.71945858972768,5.140448407451254,32.15047136139794,1,30.137945076681547,29.651682046563526,1,0.19696407846036212,1,15.115585574354192,58.0357988907219,-0.698091346685362,13.5077300709121,37.05767346683465,0,36.882413656400445,1
0,0,-0.6473996659620063,-1.9963645695406935,3,32.226890329119485,-0.9258375981640182,29.94607370588952,1,0,2.1033370200632806,0.664758852624784,1.6778913919958887,0,3.8050940420768837,0.35391201306698716,0,79.76903797973594,0,32.75944719154742,1.093848970428426,16.48380157909756,0,26.848073968745343,3.164663011636822,13.534903836807032,1,35.05620204303294,38.13223424993417,1,0.6312885660251605,0,18.672716160099206,52.78559750293017,-1.525379485946803,35.8725320531222,40.92585189675741,1,33.465632262612644,1
0,0,0.7865278675202642,-1.1670977029025522,0,58.994922303743614,1.040425962740798,20.235811536884576,1,1,2.2880497802413213,0.8872566677509025,2.6527956976918885,1,1.8465959266441538,0.5298700798330436,0,69.69481350626153,1,29.594916935563404,0.5259152174666099,3.1325112678773386,0,25.870585943889996,3.560320609541135,0.5942114448886726,0,36.28464377538933,24.041910367761506,0,0.36257381958085116,1,18.42787344340922,51.19087904097086,2.025901980418023,62.445344595017595,54.68756182239828,0,47.84665213833819,1
0,0,-0.3904073564832273,-4.189208999139302,3,26.86575362591569,0.06024405157220527,36.041649611180695,1,0,1.1244716164169883,0.5986088222113272,1.547655447815017,1,2.3294682180556103,0.4545990497474459,0,52.078232722403726,1,32.37741260926214,-0.3668441914414368,7.600947676076566,0,23.31972561723329,1.216481036305586,31.53041950548184,0,39.38855302628205,61.77538688240322,0,0.6821835080309147,0,17.57817610116804,48.30333842713162,0.6793015696707372,27.86286607911488,27.367764861884062,0,24.665967136466392,1
1,1,0.3761933114967782,6.778604224000283,0,86.88410987743569,0.5177194881615969,40.67505986004126,0,1,-5.002910276173516,0.3071147598282451,5.119590117407122,1,3.663834977217238,0.6333537694299112,1,35.134639542116346,1,24.677051253629898,-0.20606289284351695,1.4866111078162916,1,11.365253368929459,-4.542622892902197,27.03050136645427,0,56.14991740705244,43.05709309577335,0,0.24714276159261578,1,15.459481593065565,31.504907807305045,-0.14711264819247802,92.16206183011882,25.048965872328747,0,53.92509339623361,1
1,0,-1.829562206836056,-1.8198256103743873,3,30.618630493766897,-0.7017213685896666,31.684718778707175,0,0,-0.6042536386936437,0.7658140037508394,1.9355151908014654,1,4.269792302241531,0.7133089078898034,1,87.92572216739971,0,23.871360123172135,-0.18291776405920543,16.17253728065118,1,17.14896757486736,-1.854722042768632,34.28923195501467,0,47.43519688620546,67.43601243495027,0,0.9441541329143858,0,20.47069172718716,40.12160083304199,1.6241250665436089,97.30378923163438,40.1440573472278,0,62.78121885056224,0
0,0,0.8367060774302139,-8.385495380756304,2,19.73421787761141,0.8682984172704206,18.14872864455002,3,0,7.388878497018165,0.9724576532795515,1.5399072352038905,0,1.3942276056594223,0.2781714386240317,1,75.93711870231247,0,56.87263590029019,-0.4546087161924778,1.4049699769365074,0,31.603839162186958,5.560482699853548,24.833989673712065,1,30.399598231581223,46.06250827252577,1,0.18787598621926405,0,1.5417017786494736,58.145127538910984,-0.3119567346925019,61.88797140846475,38.569794031456716,1,11.084813014121558,1
0,0,0.7834103940842742,-2.19966371527968,2,32.38869688740063,0.2382873018130262,38.61838160657999,1,0,1.983054990766373,0.5373206436533714,1.692358634127259,0,1.7393159398895754,0.22495735778151782,1,35.96838384612923,1,28.048660976015107,-0.834036327298085,3.5074568845706304,0,26.50302326925315,3.589430517954529,30.661646476474125,1,34.32191364385308,37.265782598308896,1,0.17250436503849265,1,24.709504923993467,53.92984921181807,-1.9940782845793317,74.83922481950704,71.15865047803507,1,37.53077136169973,1
1,1,-2.311559030184816,-6.972452192036631,2,26.856768980982686,-0.8759714602216316,31.70956233289146,1,1,4.512209329715461,0.81924956778198,1.7834447416818069,0,3.632585020988657,0.5060990986360311,1,93.85223914086292,0,63.246121790892914,0.16260048705748453,1.3087631035477207,1,30.52736536888469,5.449462200449952,17.914575678713902,0,30.061675821502888,40.75245323034228,1,0.9732486613488907,0,3.5986072402652947,57.715809233711234,0.30854503049364496,38.40059354256571,39.92452862959408,1,35.54734940873851,0
1,2,1.5365866471673066,2.7147404592116793,0,93.95026653554126,1.1458083064379734,68.83573639446519,0,1,-5.501127971507832,0.04882133821325907,6.990380259773828,1,2.0203339917828136,0.5011263864841975,2,3.029391061627557,2,16.9241663693127,0.4535555479064671,2.0342799119170367,2,7.659230396151702,-5.739354503462419,19.292872710472523,0,59.577420211587075,0.7657887672561747,0,0.04050323740630851,1,39.98908194040264,27.69800664221226,1.2252171028410517,32.69569743568938,31.686512439124005,1,94.02707696530963,1
1,0,-1.4504842449723288,9.986805757894604,0,99.93275791904625,-1.8132052478105114,39.51092281368648,0,1,-9.992978528478329,0.022987940690860686,32.512991202735336,1,51.381546653456624,0.9997664714830614,2,52.78435116432492,2,48.26030825364575,2.4370199670409094,1.8834126309080896,2,0.01751767680206129,-9.991252048285318,12.49264225815706,0,69.9777991156216,7.988576929005071,0,0.9864395342966759,1,18.698659414092646,18.024253038606854,-1.3854655955958834,96.95119717953138,41.120510527638714,1,93.46626569242208,0
1,1,0.5085686601215363,1.4406116318587934,1,58.515193251498644,0.35879627513814777,25.50567700792672,0,1,-0.7042501510962111,0.6752198542335951,2.9125884816889243,1,2.8890824352443207,0.5206693435188162,1,53.1216355091219,1,2.278787459782219,0.05943002685590909,1.8493989138613842,1,19.86802853715986,-0.13927030417666764,23.111754660092995,0,43.23361120269274,32.299751713076084,0,0.28128370299104877,1,22.637650539340527,43.68564240655947,-0.625453074997848,95.36644461813518,23.682494322308393,1,55.81324998658281,1
0,1,-0.6069385438781038,-2.3497939621855153,2,27.26158908693681,-0.6877003368248189,31.79479370516954,1,0,2.4528805170251804,0.6921145062524833,1.7154673741444264,0,3.364598634312587,0.39350493082910043,0,75.38972447572358,0,79.39329871745612,0.5916891519921774,3.4943610242167797,0,26.40893940598827,3.0402803216761747,23.448622712124966,1,35.40742623123306,64.31953121493311,0,0.7913704037720791,1,19.465349498004827,52.33467936297969,-2.093240596427182,62.16128170073611,32.73340252569178,0,54.2752092015244,0
0,0,1.1983099186548942,8.730407507110648,2,64.15382180368847,-0.12536758482928337,35.473495337146844,0,1,-6.347771157847994,0.3437513981797045,3.8591165417265922,1,4.274260817679905,0.5450273212720078,2,23.45160220224657,2,28.57810804972913,0.020562077478403787,3.598906923962237,1,8.916582913839072,-5.911036557422261,9.154711281294421,0,58.58147545397418,76.6513247971157,0,0.27914347988210664,1,16.429140670367975,29.589958750504305,-0.9707745590953104,94.08317779591118,44.45190584773319,0,51.809471613548965,1
1,0,-0.4072808098554939,-2.296824007029743,0,51.55403469536519,0.7558113522840385,25.93858440659937,0,1,-2.3426480759853856,0.8509601337397585,3.1690925565475805,1,2.8803860044621765,0.7665996228320223,1,74.46663278211345,1,7.9137785686787865,0.718424410225821,4.896669704334168,0,16.686033986299726,-1.3263705429495563,31.4740917213153,0,49.179014237496695,44.98783025081671,0,0.8163938567454193,1,15.864682008287955,39.49815150901772,0.5046526521519522,61.84530907378124,41.7285593318273,0,50.199886170484945,0
1,0,-1.2463190876153902,-1.750661444556643,0,52.53029032290068,0.43006614487482,31.686402109154272,0,0,-2.084226492994066,0.8399263136275663,3.543260866574722,1,2.9908774066644397,0.7872753905442866,1,81.21612992398698,1,48.78699750326649,-0.22981617223635237,3.8054606046334123,0,17.02379703820061,-1.1883733119806088,31.168939937667865,0,47.728227218231964,27.317147971004864,0,0.8499700167617791,0,18.440160183795054,40.18155551526351,-0.807814847769008,42.5361904696557,32.13305566125524,0,59.30129832417323,0
1,1,0.3099586214076006,8.133835799094847,1,73.80210441324786,0.09977208676169017,67.24697928139835,0,0,-5.574349016663225,0.09846042424538709,5.4858251822856765,1,3.5786272512268793,0.29329201359542045,2,9.889627905659315,2,30.96992739115448,1.3042813767456412,3.146352642113966,2,7.6257453539735405,-6.152594882506783,23.83562454671363,0,59.78242117760972,45.823427597988946,0,0.5748540409578408,1,26.86344147345144,27.874968756637543,0.060932803622421455,34.422836659608166,44.060922246495444,1,67.51773479986568,0
1,1,0.9441632589114191,5.934075159457715,0,61.79196197699738,1.8201073003170212,60.83887140113227,0,1,0.06986531774010274,0.5966924294799321,3.6294750479425284,1,1.1657871577917254,0.2068977715031785,1,23.224174149218968,2,15.801230239693048,0.8231086139675549,2.1196415752085627,1,17.686399681822536,0.17069524731639696,12.928275725541624,0,44.552491226195635,35.54667754102698,0,0.08555426460075222,1,19.37261191766669,42.49439971364029,0.718133250101677,35.07345863760871,35.98431702683998,0,43.09765508882481,1
1,1,-0.747661315889188,4.027252361221439,0,73.20099306268204,0.5660923674169449,37.413938204022784,0,0,-4.282148841525844,0.6806717429986175,4.457915339088468,1,3.1815794243621194,0.7129369545113442,1,61.139292518931754,1,57.858268151156274,0.8086420392332265,4.443026815775027,2,11.542133113853977,-4.068873674872621,14.347181543893461,0,54.77715445745566,19.14811906494862,0,0.6308396609539739,0,24.44116477409569,33.004393604042505,0.326763565477938,55.4130545063097,45.54107727903555,1,85.22302244401402,1
1,2,-0.4671759185479245,-0.7019396555859956,0,39.94715918568216,0.5526044242458374,38.37596143763305,0,1,-0.03580535908134408,0.7627035516970035,2.4927815352383544,1,2.2303199576215076,0.38679575483902107,1,71.23307167447615,1,16.53664988290515,0.41087020292353066,1.2330493017916258,1,20.481582773094967,1.3157965355753642,35.801514847286725,0,41.959313836716206,3.9267091489947603,0,0.7723044937955932,1,20.632747717959493,47.38008130644424,0.4352793680918622,52.256821681418344,51.35999919691767,1,65.67263470254362,1
1,2,-0.5267928161401862,0.5118189590232536,1,33.4941898156237,-0.7197821604171168,21.092918438290273,1,1,0.14053124242711945,0.9450441436168786,1.9465124957850497,1,4.577819487242469,0.6114444587230179,0,96.30475909777559,0,79.99994673683116,0.06988082572218325,1.7822318443044065,2,21.18967745393741,0.6856146653532154,28.949844380068903,0,42.18117301752757,9.592117014128156,0,0.9686350411742186,1,21.726778152555468,45.54205986649431,0.30056876076422545,70.96597277329354,37.561053335318654,1,52.17953355393771,1
1,1,-0.3568281715390901,-3.052796361862173,3,24.334188991795653,-0.03752965595670399,49.34523641374685,2,1,5.773247764185179,0.6401495156255185,1.770968874406885,0,1.6121309108333999,0.2955267196725306,1,65.83638493056719,0,22.021687671209378,1.4027816667081396,1.4296267138664551,0,30.535769286282157,5.179966654814107,2.6816067428632406,1,29.905066363052526,52.22154561574466,1,0.638802522932415,0,19.37036055415406,57.50538586369235,-0.9716033196261602,57.04896757210305,46.59649358416126,1,47.06901326356627,0
0,2,-1.212406736401182,-5.29769191824121,0,41.78586283746505,-0.2660847622658976,33.49004314611579,1,0,3.7052661843806654,0.7725947840289153,2.139942704778932,0,2.83009449049508,0.370814353663451,0,93.06635786651573,0,35.50678707865444,1.1188088979823614,1.1537220877129826,0,29.675771075738897,5.251823694486863,19.6387676888142,1,31.060524984407984,19.360074263095733,1,0.9464053481154884,0,10.815540913797811,56.62074061842573,1.1002426973032333,88.60990914255096,51.31107241963589,0,36.262463552559005,1
0,0,-1.1792574724386486,-2.4208844007079815,1,36.75141277590929,-0.9551000601292158,27.890373106864757,1,0,0.7721258282644037,0.5957573153801373,1.8153035083622384,1,3.8400105132013507,0.3749585916645304,0,79.88087613998928,0,76.43309550663145,-0.6963888355691086,1.1657214932733688,0,24.769805229516813,2.2031654448417086,15.28715135206273,0,37.13342905335675,36.549505846802816,0,0.9287353926274837,0,17.781802665935743,50.291653077618484,0.019102592515627206,61.459330121811604,49.0740778896955,0,32.880737673312595,1
0,1,-1.9989965757799992,0.33701162198700985,0,18.94197924888687,-2.09036702336333,31.627702998834728,2,1,4.5632844023259125,0.5835254127660235,1.4991520784474555,0,5.444553212405589,0.22799303223718304,0,96.65409830467044,0,30.571069113544127,-0.49051165961050663,2.429102839556965,0,31.65432555536981,5.473406364928852,18.667398490778744,1,29.394147486899385,51.22159859268766,1,0.9480399622943638,1,0.02717566508628977,59.272265073159126,1.169383953040655,33.1033750559674,70.2800489077087,0,1.8245755519606721,1
0,0,0.3614688044803915,-7.740931858408647,1,26.630212047068092,0.7179621007093868,30.616503879068475,2,1,3.8672173598701534,0.847016321056626,1.6907910501294237,0,1.4420568325088405,0.34367154931511745,1,67.3947497769024,1,56.91556424202537,0.6428393243383385,1.5540731551936167,0,30.009094268557313,5.1076307658138305,23.033296555788226,1,30.844283594573042,59.21781304656932,1,0.30762933853988006,0,20.40331553648281,56.9629839979257,0.9542225105402053,76.54668618704633,45.4793509372888,1,19.478526089151615,1
1,0,0.6780474857311598,8.103368382087822,0,93.64494389940361,0.3393017787064467,34.433670271207305,0,0,-8.832038199582419,0.25029833818627734,8.135514278892993,1,6.537336702035499,0.9648783641989788,2,28.42090063167882,2,29.977347181620566,1.4534473506059504,1.4511434935200431,1,2.3597216560787437,-8.853044705778368,34.91604440234596,0,67.06680611377033,61.92263562162747,0,0.3056842121530377,1,16.623066569442777,21.057937088218374,-0.2884063537079741,99.00560190830893,37.521161189709964,0,43.390747218521355,1
0,2,0.4122373456140797,0.2671171994765764,2,25.868714016655435,-1.0456579526782792,32.97755829631006,2,1,5.367412338960138,0.5833095252397363,1.5361343241439274,0,3.3971222267687753,0.22292452406509844,0,74.61663834761164,0,58.73658189302831,-0.2366870312874739,1.3996185688708,0,31.015779410950568,5.280818881209992,25.444469413934065,1,29.833934811636205,7.402642616253674,1,0.3498226736876069,1,20.587250232408266,58.37042159570552,1.217261292926438,41.18022646604233,79.9998292070876,1,0.11626746970090918,0
0,1,0.01018207391394817,-7.443548640182179,4,29.463246684371946,-2.0002270899816628,68.96135897646548,3,0,5.43686486669975,0.057184443250210215,1.6487608357400891,0,3.0413389907107877,0.20535639971933506,0,24.726586006807626,0,38.83809621264662,0.4580554783056137,33.16672058973799,1,30.896631006083588,4.912932172290008,11.796907730594647,1,30.157681626813087,40.818282166732104,1,0.3916555920981274,0,15.185889066497909,57.95583048549452,0.8327985897171681,12.919269562687784,37.78402358261266,1,57.52688905810106,1
0,1,0.20544292719470686,-3.8880530449781245,4,27.507698048712626,-2.074769363248702,33.05607327943502,3,1,5.594567795233525,0.2026852714700842,1.4936548784014543,0,4.874878435914502,0.2645854102946841,0,51.76363016473072,0,43.340131726129016,-0.02376206693628335,1.729983184037576,0,31.09945741961279,4.727051514729785,26.703507611036198,1,29.613782506595335,38.03776367065957,1,0.218192724501508,0,0.0002024970155778405,58.417358396859036,0.11673438752559084,21.430931534984328,40.192039984080225,1,0.9712864167169544,0
1,0,0.16904386017000955,-0.11593257796859113,2,39.07382602448399,0.933654548466173,39.757363390510875,1,1,2.712111812728841,0.6722007000625237,1.9789900630160566,1,1.4582698616725638,0.3487573253492256,1,35.58393827182158,1,14.150032154685213,1.2739300262268851,1.9469017303189446,1,24.855461749738733,2.433262172545387,9.452448581886365,0,37.56125618564794,73.22025296658188,0,0.21325236262979708,1,18.430570434829107,49.879490284774775,1.1837951447618535,22.154006479902826,41.708824845007925,1,39.74286278469285,1
0,0,-0.9834600801199616,-6.200164983534103,1,24.756668704084284,0.1014343083128288,29.435844024679117,1,0,3.264801595745988,0.8145838741330019,1.6420257628274761,0,2.314074349567126,0.549000247483475,0,79.11642695536844,0,62.48763969067491,-2.0642675899769443,1.5480362614609957,0,28.622628349734992,4.303425990514549,34.00646102607992,0,32.64405034594919,29.984119210743728,1,0.7793477291813435,0,18.631745095704886,55.341838451429076,0.28108696614282014,36.75413044158113,16.245809808956455,1,36.52618924997401,1
1,2,0.45143503331722207,-3.0763946651963785,0,69.15470319758106,2.0767987609561946,35.335943435402264,0,1,2.473935750091318,0.7652168198812093,3.7087555577636717,1,1.005892656754556,0.49893230677522804,1,48.733448208873234,1,16.047466845426047,1.4214249428518115,2.4208644568155333,1,24.876140784123013,3.392506529148376,16.874004545322858,0,37.40223094412341,6.961676842799012,0,0.13237829697655573,1,20.791146686985854,50.217960737652,-0.11860642173237554,14.884160607912944,32.35376087208403,1,58.470934449954534,0
0,0,-0.3149533489809023,-5.588251576658207,3,24.25905616677947,-0.41216751908784477,50.69314999659807,2,1,5.407343146627799,0.5049934061326996,1.5153735233875636,0,2.156366927115052,0.26395606236545266,1,52.47271183184963,0,35.08121327324182,1.1442361184186214,22.5865805186914,1,30.000683979093807,4.7585436375111545,12.202986757658017,1,31.83409699543506,72.80536373740333,1,0.6066885122473664,0,14.820040863636919,57.0586831759946,1.5064253542183514,62.74082694842209,22.33009412002027,1,71.0706618963233,0
0,0,0.655181464769754,-1.5964610168339846,1,53.08282292755273,0.5719542887046987,31.139221799856323,0,0,-1.1451261063593083,0.48608241043602674,3.227611224240441,1,2.422122524717404,0.49180801710463745,1,30.898531951072655,1,37.52407152480462,-0.58091905337687,2.084696065286966,0,19.308606075871527,-0.34509886339803053,35.461561724446035,0,44.56966132925803,55.50101923833644,0,0.2757356745135373,0,13.920443670021116,42.82403491860133,0.7266474210914451,89.57240919277285,42.221071727139915,0,27.8476961268676,1
1,0,-2.0388421635342153,5.95031875649941,3,55.118284412286656,-0.2008878860166208,33.63431652863471,0,1,-8.152079946737036,0.804371801272395,4.324538898472355,1,5.94971811640745,0.9094684773685793,2,81.36980419627943,2,41.34778364344572,1.3276682163292295,9.227200171210217,1,4.227612605141751,-8.141102210686032,39.47901997634496,0,64.4907178711459,60.78311319537818,0,0.8243705237841532,1,20.76228900843377,23.526190572307346,0.4915868327089934,57.863635905939994,46.15357348532095,1,46.88547692230715,1
0,0,0.2301112297250774,-3.124711925706219,3,22.546421049495596,0.10039271876832431,38.68326619660852,2,1,5.475939113553764,0.7140310934474571,1.744066797090872,0,1.674452610266803,0.26963259610885093,1,48.95814620027096,0,6.6031709591638466,-0.5635379607848534,17.836446927448783,1,30.767147725086108,5.273031838919453,3.2883817970528417,1,30.444287814085726,44.475712403937365,1,0.2696998864595852,0,23.534654060993923,57.95128663313541,-0.31011416189261365,26.508321329574326,48.7324402918836,1,44.380361457814544,0
0,1,-0.3723501023117021,0.360318179887809,2,24.57885042501024,-0.4930768065750524,33.568145340169984,1,1,3.275352303788445,0.9145721474957674,1.5746046455472085,0,2.9035873594027977,0.25471665394763654,0,93.39082525327646,0,24.002468954648673,-1.6479922288375608,1.8700203682760195,0,30.084039572410994,4.965754053692956,15.368924778754813,1,30.585616379260713,28.06537021048935,1,0.5608270076991653,0,19.573020336195096,57.11260464742203,0.7470847027099398,70.4483762407356,30.19979118562984,1,38.50546620446391,1
0,0,-1.688079198390397,-5.53297137888856,3,29.101421328451043,-1.0950928827536204,29.297618706176202,1,1,0.9760166576893852,0.6280910235596955,1.6385010129925734,1,4.211116350526661,0.7026258574996885,0,81.44726631004964,0,79.99999756087686,-1.3911825512477574,3.3711428273118447,0,24.383975639269284,1.7034757639307117,29.04312612658957,0,38.41004932539073,48.61728154555622,1,0.7636207078108372,0,18.287660106403358,50.508502191184384,0.8996348231364601,91.44152202993052,41.48158622256399,1,17.249057821961312,1
0,1,0.48156572080667187,-6.471262566511705,0,31.705918191541137,0.7980279702629416,30.991960788014275,2,1,7.057733996632905,0.784987228003406,1.6806584464394843,0,1.4200013067306705,0.18539352073557847,0,65.59002624632765,0,48.182260361938816,-0.6285676648384185,1.4520400153956796,0,31.38890424766615,6.1596901019252925,26.96799138918884,1,29.70950392873752,8.218651974093593,1,0.3019758929400158,0,25.43037785681776,58.840851229775524,1.7042209777890494,76.49730023432811,33.65032948555509,0,5.33018987023341,0
1,0,-0.45466844542737067,5.506402488302147,2,66.291443435125,-0.2129256605240316,31.76573964429891,0,0,-4.777881735407371,0.6271745375697498,3.8154223961255656,1,5.325865023709239,0.7125094626232246,1,68.45861279881319,1,38.24352908583285,0.6837760068531594,1.8571096139705017,1,10.51366397677841,-5.0301354137335155,20.959715802525544,0,56.37596881278425,66.45765265470988,0,0.7733570342273115,1,13.38734125157827,31.580491812429294,-1.272398531521626,94.97468583994876,36.63694534352619,0,61.157046704847275,0
0,1,-0.10652349942772264,-5.548420861963853,0,25.16548375330232,0.3621017706453722,29.798975716097843,2,1,7.4261436334421695,0.8494754912074843,1.524304077126053,0,1.4390792078907233,0.20320180021724493,0,81.95475038479536,0,18.99595582672657,-0.6100869429693513,1.3021976608204822,0,31.291289559961847,5.865953991814816,11.739358007202792,1,30.268952931332564,37.84133700456631,1,0.6968824016244803,1,6.309176601271675,59.01464992103627,0.6574408715737028,7.035246072251073,37.83423201777208,0,7.360203013787448,0
0,1,-0.009148965135179214,-0.596874507130881,3,23.5879871110154,-0.9941588718420761,32.1704323713687,2,0,4.1346075172331265,0.6137660640734599,1.6963950661400935,0,2.9455253135428827,0.36460008570300967,0,82.63970678746263,0,45.745765700819575,-0.5717483655017741,2.758776522865465,0,30.106049889962677,4.6546964736360845,33.80420109059377,1,31.002978930529107,56.533933768689735,1,0.5576458817201784,1,22.762158299284913,57.12653294291871,-0.01810217721857033,27.93846626920078,62.60267869491692,0,16.705139338247626,0
1,2,-0.16412418073901786,3.0766387955208963,0,95.41071068517628,-0.31334339205779643,18.950155517103752,0,0,-6.520338950550889,0.7123654669357815,7.724374043736406,1,8.981146700112083,0.9532325430797137,0,89.60497478129592,1,68.45287539839109,1.40302248837823,1.8864552041864424,2,7.4047967636967,-5.714511169199513,14.500879936491344,0,60.41245859255004,22.794259329876812,0,0.8248428236773886,0,19.881673735350816,27.88452563168358,-0.7141351495769479,67.2664465943086,67.46874783352584,0,2.445995535562279,0
1,0,1.1345393230612164,4.469051642694486,2,71.72861671565268,0.0962142396023981,62.60536419943621,0,0,-7.7998350479623655,0.1326801882105162,4.578832251056984,1,3.5425365841910383,0.6758235148448591,2,9.495558623920003,2,45.91584929814901,0.1448241400099369,20.326668520374152,1,5.586709772376497,-7.76044932550268,33.46287441820501,0,63.52203993959116,71.4228737786986,0,0.4633411015664072,1,21.91258654203064,24.406953376359517,-0.8493659777911831,67.32531114293812,65.28543565742649,0,81.30438747299509,1
