S0,S1,S2,X3,X4,X5,X6,X7,Y,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
1,1,-0.42625214373804454,0.16714707904037335,34.3801901417364,19.79433637776966,0.2283901827948286,55.420570031784706,1,0.7503815120125225,1,27.769961286961927,10.917324337208418,2,0,0,26.532093265072596,-2.177216531004513,0,-3.1369046212426905,0,4.380126628144556,45.156370582626224,3.2094804599352873,56.80819890660643,0,0.5593023132585488,1.6339222950097976,28.526305944248236,0.5809688305846218,74.58317551463931,-0.39300314635921735,1,0,-0.04594959912969954,15.925073290720881,26.972395807168454,1,1,0,59.92574545555562,0.1509991251273488,38.74707232789064,0,32.09186696250853,1,5.187412332722557,0,7.011787887843358,15.65336564685339,0.06053021229778197,42.484693073056626,1,1,74.25465594869752,53.06846633705636,54.328240023646245,3.9676436060636178,-0.606378153925836,4.605511924399049
0,0,0.6094196370966489,-0.37746746784949947,57.467625279324395,36.01856451366551,0.39128787357150513,52.03369868303397,0,0.4194872863592758,0,57.203390289340994,13.243170259024009,0,1,1,43.29429567349877,-3.2848429935933368,1,2.046978232294908,0,2.737692023034422,39.08082077519662,2.304427777283562,41.45970344207568,0,0.3976453820873373,4.5049577033996675,22.994285181148797,0.36104283165339823,11.328651385410343,0.7778117738122439,0,1,-0.1416228542043801,25.847749867924627,21.066105346206495,0,1,1,28.823506200831172,0.8416778460574238,67.26390979643126,0,55.56276052801493,0,2.3817773227059904,0,3.48051830925,22.84917716684084,0.1204125976791502,43.82072824496615,0,0,33.47597321569995,20.96920762217379,58.14603236337589,4.993438026023167,0.6279800730559609,1.63275031845211
1,1,0.23766930089545096,-0.12026652954061158,36.2072407612859,38.304781609640365,0.23192036740117572,58.66225618609284,1,0.7925904366135885,1,23.35544385714404,11.40699650834856,3,0,0,21.88453005155296,-2.6665821885549326,0,-4.2596934510025015,0,2.416182934223149,21.493781916283528,3.0666778283179217,24.730153909205576,0,0.4721493829724592,3.927081656834285,23.153320804331425,0.2583381812555222,38.75886622042983,0.2787631670603359,1,0,0.3688320366844132,33.83863263380612,27.06039941532575,0,0,0,63.19435123946838,0.8115017615293398,32.91382665305669,0,29.318097103109174,1,5.414152243605046,0,7.934812246969798,20.383553874184702,0.7282052480146273,54.228908936915,1,2,76.69990828815256,62.86427333954906,70.99075392658006,0.6506367604155621,-0.20953659009248368,2.3155091714677325
1,2,0.3291500890316201,-0.7129732324130399,38.29141160364693,24.702354083447336,0.26581412489764433,55.52515405515742,1,0.6242677847382248,1,38.02511722070566,11.230765504940972,0,0,0,26.72514924498874,-4.4866182832639625,0,-2.4305968416328936,1,3.1645394164851046,28.861730953344875,4.192888203158494,24.812896826974715,0,0.3640575770259629,3.2811826297453965,30.13336548612605,0.546756912653643,47.991500787508265,0.014294425781269273,2,1,-0.5387094005938812,18.888018405305584,30.627920209036912,0,1,1,28.94894334079264,0.04648609968274525,52.065019290610024,2,43.30624427345406,1,3.4536875389019723,0,-2.3886578386617447,30.88752587940748,0.891921235700839,65.71685832974036,0,1,59.830541634147224,30.675703547083437,17.442646798961455,5.134932388633349,0.5427371638487257,1.2903783122665584
1,1,0.1514511224278901,-0.9190258239416809,31.917656032029118,41.429154373089844,0.26997478624254445,57.0849157411136,1,0.6975109491289018,1,31.226853940188427,10.704019643629032,1,0,0,20.397013480337385,-5.253949294402163,0,-4.012276360324105,0,4.668959086790876,54.54074824930338,4.935998473296565,45.03767333986342,0,0.4407898765968101,5.021699077818125,20.183276707097498,0.5833191375695927,63.72670480982728,0.47753953611246724,2,0,-1.544904340709288,21.67109512581328,29.78076764282635,0,0,1,19.26568744436538,0.9688685373462322,32.06062527557612,1,39.671246806830645,1,3.770278750246059,0,0.6067735907337539,32.29996896424872,-0.3489684814988564,52.358252230059236,0,2,63.68267457399456,40.0574312603448,64.45561539268843,5.127562497796866,0.6948860615749255,3.5396466924854826
1,0,-1.282571910220245,-0.13375546147603892,31.46825306588116,34.26067135074068,0.19157445232253512,57.09621625017618,1,0.8787971525507818,1,14.320466904427997,10.993031030153384,3,0,0,23.009529597516767,-0.9838166283008665,0,-4.452470854036871,0,1.389649406991882,27.369493101166853,7.201443203695314,27.553224954211462,0,0.3948803020690928,1.5779733415342891,10.517971672336808,0.5282492712514654,63.083616030590846,-0.14075471589471839,2,2,1.5820176523878962,23.357415585631152,33.38639688242887,1,1,0,57.70011177912353,0.5404654675973228,32.31462078605547,1,22.88033887962057,1,6.680779447262906,0,5.035786586261352,24.0843959423334,-0.06096533792580066,69.59050785739588,1,0,90.37783548705463,72.93320459554636,41.2858879379909,0.2504385548780199,0.043732597854420435,3.048865979907786
1,0,-0.08279588677334067,-0.6028907400985394,28.16821169200038,24.122123872534022,0.24336274699135313,62.405568835502066,1,0.6396359194164652,1,34.753844603720665,11.387874947662734,2,0,0,20.622066505924963,-6.787800910268469,0,-3.4393209433309107,0,6.247237770627368,55.42702274305647,3.745290241358784,35.129210896886,1,0.23515336715124419,1.4653771503540907,20.586442681492905,0.4651449424835268,70.89957974360891,0.31881664980827623,1,0,-0.2185407547298303,17.470016586571898,28.662990717009798,1,0,0,27.02572583708908,0.2150514209363646,34.35731986845157,2,46.87532293393808,1,3.4367997038479015,0,-5.6397697361588826,28.545924641328966,0.4249966401843491,35.09547907710458,0,0,48.43474198826574,32.713084052271796,60.46312526947244,0.3894089358957675,0.7060344505546603,2.610178919201179
1,1,0.017905881254015477,0.7338755452386836,22.735702296854843,64.78852293383319,0.5375438150013185,30.40887778938609,1,0.3254043957358157,0,72.73897648932905,21.62731244523622,1,1,1,34.580846938989914,-0.7599916748246471,1,-3.0597625268651196,0,2.5632040707983674,46.456682772930606,2.5796515587967233,30.820333169801305,0,0.9050069747677222,2.5941593464874804,15.68698096097001,0.5012534552650145,6.959034840215084,-0.7630277740553834,1,0,-0.18438795574696978,12.13228091663285,16.705095644965716,0,0,0,73.21484303948706,0.8731679654400284,49.976908399606764,0,48.73122695801242,1,2.2861008791172375,1,-8.55020863604213,8.022943164489014,-0.19525596551673627,43.6899216241721,0,1,43.15324039718117,20.89709039773682,44.17961931728952,4.803023697214101,-0.29750691356689385,3.3812160951933823
0,2,0.1333684747477221,1.26475144273567,78.6749048891026,32.52330757450371,0.8242021185052781,17.24657625519899,0,0.1633636800204752,0,80.35072818124502,31.26531751049658,0,1,2,53.66842233923347,3.2220196999918507,2,3.6731967494643953,1,1.747529636714511,62.1281655799166,1.2269060650657877,26.655983364009263,1,0.4956879737236739,1.6806130564977235,33.075376080673074,0.40308375324880474,82.8703917385451,-1.1435058422969315,0,0,-0.6043800879084464,15.343916834862911,4.7535300479560805,0,0,1,89.23312283124817,0.018554692779989612,68.68693768406666,2,59.35930002020178,0,1.3326573400180617,1,-6.216370093058106,2.8996580732109245,0.15012989106996394,36.793846267322394,1,1,19.1767368720879,21.357357935276937,51.06759232774722,9.10817475115865,-1.1635541893129542,2.2775227352706193
0,0,0.546353714637216,0.8892294712055285,61.768363179109315,96.05597443945287,0.9028736066425479,8.628949501052832,0,0.08806290186665361,0,92.2397073212025,39.173011139296655,1,1,2,24.888633541013867,-0.6400771822516855,2,-5.639435345229203,1,1.7908589085393456,23.260413401860326,1.2420586953380237,55.266379202537856,0,0.5761915477456696,4.923309134995169,5.6518606135986715,0.9850312372569643,71.76355999702012,1.0519500452390673,0,3,-0.2251444944079759,19.593623223941965,11.742112321488701,1,0,0,80.12466736536578,0.44219537465128655,49.40998301966677,0,60.213702360073626,0,1.1274923194923483,1,4.318382207447913,6.027737779118212,-0.3578788327361896,43.2775186417727,0,2,18.089587980208734,21.025118290224274,54.7822505879399,2.9011099218040037,-0.6431823017551562,3.1720819956105046
0,2,0.1796950269358411,2.3889378611687655,42.0018837317871,61.3073875282207,0.8444647737230309,5.8286487106409846,0,0.07217429715364887,0,94.34119484675938,39.59519983378843,1,1,2,21.866192801203617,0.3764349068895143,2,-6.997929188645754,0,3.288322069103801,50.766219308193136,2.349328282431959,18.0000000060815,1,0.5383078389138424,2.188998764988816,8.529862108494466,0.6245085777541226,45.30563531552495,-1.5281370221622288,0,0,-1.689795941328946,10.950341125494171,17.141563160047827,3,0,1,98.8883611584503,0.6443776002780659,52.33106049227037,0,55.02485636368845,1,1.3001003501069481,1,-9.876300172449993,0.559577718630555,-0.8927594541125139,28.202960286254445,0,0,34.04419297804208,19.61167948791627,25.75053690649468,-5.126463441965514,-1.9604148304324698,3.229696178069004
0,0,-0.04701744096276772,0.9534527507889825,50.69184167412174,99.8523027654984,0.9939591251796042,0.40327926996728714,0,0.029137129801819428,0,96.83691575078134,39.64398661009718,2,1,2,38.15729510278301,6.5550455820609415,2,-4.524244031127229,1,1.686840350846782,55.28125155432343,1.6345169540912128,34.431213238512306,0,0.48033854328720976,3.1384473365330607,26.736073522154584,0.5345817119654307,4.853610830319771,0.5183400139736032,0,1,-0.4285968208260776,1.0922257466690266,10.55067896674904,0,0,1,82.8052548281706,0.35267405927761397,41.69285203107718,0,57.287194474693045,0,0.6736525415588658,1,2.3753546473847926,5.757444175258042,-0.06752160241126194,45.0709184547094,0,2,25.089257060788828,21.427160615247047,64.20810995935737,3.4336210213600076,-0.891111701593484,0.29206791722368586
0,0,0.21514699481209157,0.20325132935226936,47.04478849285715,16.099558622190784,0.3415550029145141,57.843567663332365,0,0.42209310254658355,0,59.66109208080185,18.310333619784313,1,1,0,22.835971074943437,-6.890080873237166,1,-2.788609899277004,1,2.3009547053281936,55.21104275734444,1.768395252179615,18.017272477720635,0,0.7968222026762264,3.199955398107054,25.28138281036744,0.6424597134336066,69.82234149644894,-0.6596393351284293,0,2,-0.28275898010940925,35.1455187710029,8.632531639048977,2,0,1,56.765644636574585,0.9838492245296069,26.164680348494677,1,56.491749029831304,1,2.5195663880198,1,-0.02471390480095792,17.103936331995314,0.0974787056847645,55.6373401450353,1,0,23.22295044266208,20.792336989414792,42.09123790846324,9.024584829004873,0.0061801878654164765,3.9439753632118006
1,0,0.08938696456926437,-0.03354623760894061,29.139070808388922,83.50311329785913,0.6478687850490947,23.221267624360564,1,0.28919873782051414,0,73.09597691751182,18.390365168839406,0,1,1,53.34118793445427,3.3223141403996337,1,1.3778678714430885,1,1.559727577675889,49.73226891219271,3.7141070715232414,52.45633348514235,0,0.17560320398895585,2.036764665005401,24.818554781107473,0.03906079944486229,84.28331295753497,0.31154739536353615,1,2,-0.6270462859702667,16.613778033183717,31.215816766870805,0,1,0,55.58083905199715,0.10168024791859248,44.2535247522158,0,48.84183985693039,0,1.991772027914046,0,2.1365273060456005,21.1078741371346,0.1837825716437771,38.43245365852923,1,1,50.384759123558766,20.784368415795957,72.33924905176355,7.774697166334498,0.037621340796570236,0.2283229028950556
0,0,0.14853623203211047,-0.7935604011451866,24.592414960595793,66.67766098183002,0.20522227396591264,69.10690332474233,1,0.6190275699365702,1,46.04554706015932,11.08042279149814,2,0,0,20.67206950644593,-7.375277755996249,0,-4.173585428350393,0,2.5025270692160384,35.83743265441771,2.623535074211888,39.40527727348314,0,0.45529194892671526,2.780884283561682,14.760038990736764,3.0947893416288785e-06,14.525153468976137,-1.3995447274117927,0,0,-0.6017274814397731,39.897899535779885,21.44165744339518,0,1,0,23.532049648474924,0.07210453652747795,32.295699142842,0,47.14774276846168,0,3.5222835756264317,1,0.6409676979401624,31.143991744957802,0.10122216872072143,26.385551215566217,1,1,39.94116725258272,35.546755524463514,23.682488671490724,-1.3144619343229724,0.7113826308720931,1.425172398130168
0,0,0.22976273624434695,1.6819204775682064,78.32780540940598,63.64816266284936,0.7804466364145004,20.911639270648234,0,0.12698512036255455,0,88.83778978376755,38.86221229467093,1,1,1,21.65559171458363,-3.6536382591584005,2,-5.038100813603208,1,1.5185892368669969,26.853086322861348,0.8349753661345033,19.267785580178064,0,0.648667906715154,3.020328377009786,29.55927496346336,0.523055531232962,67.28790273088535,1.2764989209691697,0,3,0.05360444528178614,38.412672727179256,1.142142017473935,1,0,0,93.43395215345474,0.7300838567503414,53.33060441245656,0,58.98403501831765,0,1.4022655701006337,1,-3.894322813110418,1.3185657113713867,0.00045087342109272744,38.81494236558301,1,0,14.314731731263269,20.86764800221364,5.911301901710555,6.590122580466538,-1.4559560101941926,3.4621522050822824
0,0,0.25543660445726546,-0.6952428990006068,48.653465938363496,87.79446199364402,0.8196994737220665,17.371251344331228,1,0.2697628666073333,0,69.81312774909543,15.661238773485863,0,1,2,75.83921623397578,7.776770311620055,2,8.727803341554143,1,0.6990053563990968,67.37249709788085,2.6616449515979124,69.91473710123304,0,0.571163116122962,2.7508118763519676,31.270024622067396,0.5439181088014988,42.225973203736814,0.4129868730465481,0,3,-0.2559803107381408,6.041360000140363,12.915699982703806,1,0,0,34.21024731896117,0.9528060823526028,20.39510016427812,0,54.26852551891004,1,1.4750146039398877,1,-7.513242124347304,32.392882082997275,-0.16272756706897587,68.26869149630359,1,0,29.922367448005005,20.07421709340892,41.65724956340537,2.6337846089590844,0.5932501609179708,3.7005102214626064
0,0,0.29169470974250516,0.8662218190528139,35.76151073831127,72.28171065852197,0.487865733049348,35.764111990270465,1,0.25258708684083886,0,81.63937631568103,35.209203580852666,1,1,1,21.13256638657988,-4.518868673510897,1,-6.064766748829172,0,1.4475162587036592,26.177694310811276,2.5695029380561514,20.043711053645268,0,0.41198738116370387,3.131142198128083,25.273220600531204,0.5079762484218325,23.59688209219068,-0.012818575948398369,0,2,-0.20322787997443462,28.730956105536407,13.499311810582384,2,0,0,73.8170932676734,0.7026458734786025,40.58241895335895,0,53.00021271875011,1,2.2926508309252,1,1.141633947502461,6.247643776427035,-0.4797430408774504,55.904244643120336,1,0,34.947732687030715,21.026780878898204,40.250071723388494,1.4318268761560518,-1.0175069883415997,2.7024908027072256
0,0,-0.44802655561163535,0.7892434891871211,78.12482609777351,46.3119277648241,0.5589637490728214,45.15432186122064,0,0.2782660851550971,0,75.30760268419844,32.816665533238805,0,1,1,21.55973278884728,-5.713651134571521,1,-3.4336055439866007,1,1.9907923094508664,32.22919798824717,0.9116529194615626,45.26065013575611,0,0.4923268568434358,1.758340668540914,21.618308865787377,0.5405892870752589,31.456999264541757,1.2632833284639076,0,1,0.4939064062355189,9.097726543350461,1.5008504985347848,1,0,0,75.64453105256854,0.3876266467214053,46.23722964893865,2,60.64093624208595,0,1.8787306645326216,1,4.7936939389437185,8.171462775867592,-0.5884044506025329,35.688578922455605,0,1,15.152264609065414,20.637262970841377,28.358920580531795,5.090655308620429,-1.216386087597416,2.7974345893650225
1,2,-0.06988420409862665,-0.6476535666966439,18.798880520970908,16.074626265372018,0.506069914725179,32.537270967399856,1,0.44961713572393885,0,46.94675567725891,11.526909942846633,1,1,1,73.79048687349807,6.776146119411951,1,8.501582934720474,1,2.5549097553791666,59.586097306543145,5.290334721188901,51.938607139033444,1,0.5385023365128206,2.192175920484274,9.437771459490714,0.5601245102492819,25.89614880067804,-1.9161874633217995,2,0,-0.018350902161487423,20.14411943619717,36.05195735484625,1,1,1,23.36574296431034,0.04268446597270231,48.957505382195606,0,46.45966527546736,1,2.222565380871415,1,-7.23087111200895,29.016302911432422,-0.6196234102078085,49.42801222177222,0,0,53.775667727092646,21.061335557334722,31.09885257408223,-2.741869605232596,0.7187900584985321,3.8420083873487783
0,1,1.4937739615554604,-0.7153292192286095,77.51879738020855,30.029269531025125,0.6654804399845599,42.66080709480879,0,0.4131389125739754,0,48.932816246791475,11.190725321921445,0,1,1,70.72124052472351,3.7821783131433193,1,8.743228888018574,1,1.9092161838738042,42.86812016691225,0.9559933456947011,27.914479036267934,0,0.8828102725347013,7.062619318811698,11.06240801661776,0.6034416029089718,46.84485143599319,0.9238248402639195,0,1,-0.30401755535544855,19.68906194691064,7.689401018553363,1,0,1,22.191056527875997,0.6309317010651474,67.89506942580796,2,60.20155366609731,0,1.640165121331591,1,0.4613524618259781,28.190197168862294,0.9465665999633024,25.765560298134574,1,0,17.27832754284541,21.34707873476037,25.40801465337129,4.974596527139219,0.9480284191620226,54.598150033144236
0,2,-0.14569565764664685,0.8112817996573788,41.96798276800518,53.46788369304425,0.7418440826134878,21.85343478750682,0,0.1990511701790036,0,79.67029852397482,30.81761938452456,1,1,1,39.4333376186061,0.36997686399683083,2,-0.5579771506713787,0,3.9225867476522875,41.11862282709297,1.9947522772708657,19.79170585377268,1,0.5014324875077116,4.260953632330154,27.756180188122414,0.4494006788950135,90.13900528728382,-0.3327026405691621,0,0,-0.4606250548053934,5.231748255307156,8.722192095440679,2,1,1,78.3905033470584,0.3445711329828286,54.448877731977134,1,57.15943058793134,0,1.5358366461126463,1,-1.1449651567781487,9.170310195490137,0.20938022298268433,20.938352670390962,1,0,23.897886578594544,20.393670673790805,34.42481756306683,-1.6393503858478695,-0.6388994335878473,1.6454603450507217
0,1,-0.044757397982728264,-0.7308056365691857,44.74443317284294,19.353664537329955,0.45598008386770866,50.65829617794006,0,0.43123885486371133,0,52.09446814715912,11.124326140362509,0,1,1,62.442544816275145,0.2911482563842718,1,6.9152500926543325,1,4.07582323106137,39.18150025724378,2.4002423857761905,50.52015125566278,1,0.5170402092475063,1.8892669311151762,32.822018116348715,0.5405147785059209,98.38390011029847,0.6986799983257975,0,0,1.0360041144019185,7.048611607733141,16.06346995996996,0,0,1,19.37469192717442,0.43191274888932235,23.56491247644723,2,57.44451904365415,0,2.0537273102048834,0,-8.051528196722902,34.02583961419526,-0.28196996816322795,40.02071495573456,0,1,26.33968541666264,21.306678813237045,16.870383352928044,-3.4532905667121305,0.49757106594417916,5.998920130695935
0,2,-0.19691399505274904,-0.4061318945448914,29.83650551691386,59.63724440883467,0.8339782236313811,17.79682047029242,0,0.26505150258367716,0,65.84980122197163,12.5145697164134,0,1,2,79.61021274815542,9.4459865999982,1,9.892048115322318,0,1.311554739116181,40.08458766547568,2.0952103036458505,36.905508381209216,1,0.4418524587815924,3.7397734615501164,19.616005708916745,0.5393955361495382,46.82413236854029,2.5986270812691736,0,0,-0.3563853798210595,20.222752097839468,20.44696988051262,3,1,1,38.004723579828095,0.6751415249765423,33.30833428095993,2,57.251661898535275,0,1.287935089058601,1,-9.370498288849458,25.51671301213777,-0.05661081133523412,60.45015741162396,0,0,27.79384269011189,20.693209533137185,48.33080111041562,-2.6950815882058032,0.1801307289075463,2.6845426755324246
0,0,0.23942011175323843,0.019153669163443222,55.56807049219256,21.39821488544661,0.19683013036766628,65.15880256449366,1,0.6159965313876193,1,43.014904748064325,11.37059193455528,2,0,0,21.602546688090545,-6.6994773565642305,0,-3.5613876456978115,0,5.18691502307488,45.572661601683606,2.427040737815899,29.425755202154527,1,0.25052586689608514,3.6069815224440873,21.964993305646615,0.46980462415508706,63.483412648903034,-0.5405905159586019,1,2,-0.44760061204242,28.76054855585812,25.227966046385475,0,0,0,47.09555984105213,0.7218727616189878,39.604756197355584,2,47.12100586733045,1,3.7282655700936824,0,-9.99255396738835,20.969325759965024,1.3639992621665387,35.71938282518654,0,0,43.18278782371257,37.695632062467666,39.44042881188984,-8.465110099455545,0.13726186742892924,2.9473032256746814
1,1,-0.3618114959923206,0.3309500656746765,25.022097993186385,43.02819689975916,0.5291428201632198,30.49494009121043,0,0.2653758138927538,0,73.90580039334722,27.059223231361635,0,1,1,33.51829113591715,-2.036590664837985,1,-2.185316452659154,0,3.8265631164380722,47.58503036092946,3.8558562436638577,21.842324717861107,1,0.6831923119694657,2.606864327965383,6.886692562926193,0.7222266283537789,28.969590890006653,-0.3323215913106284,1,2,0.34306266218129233,19.203917723865473,25.61417686264474,2,1,0,62.04377672240759,0.19798909833577238,32.21798766632908,2,53.667099641026695,0,1.9644440319588843,0,-7.55248389989874,15.305896284975029,-0.7891853857785407,49.2261369649407,0,2,39.23679539874379,20.988494872328182,44.55819858464001,1.0895899574944607,-0.38299872579821403,1.4069315962333286
0,0,0.1435906748765467,1.3275773506988977,62.23109598221802,43.02411782125265,0.42580903714973456,45.87907606269635,0,0.23681498453121796,0,82.70471265608018,38.16665702598229,1,1,1,21.80187958066977,-6.0800608151695466,1,-4.982646428745312,1,2.8415988058841863,54.308733525861406,1.403765683790261,18.232363494397696,1,0.6608812805157431,3.223095926010565,37.42943214345125,0.6865900729391684,33.22088120500044,0.2864862301738615,0,1,-0.5194028630674901,29.869168714626547,10.191971184991083,2,1,0,87.01709697466073,0.7183498535516292,58.50549099568584,0,59.204667135687075,0,2.1947032184300346,1,8.530558367705797,3.8046804738727946,-0.10212842829804147,23.3168896877723,0,0,23.809342312162922,20.497953935808972,24.04634679961495,0.35241641694900494,-1.118634161802089,2.7575949143419503
1,1,0.1772760889459071,-0.6626388983323288,23.605640115902304,31.771635672321352,0.2725535224434672,49.98017348306334,1,0.7241941857101653,1,28.122737735299285,11.184140971010281,0,0,1,21.94189457850098,-2.9835880990839954,0,-4.036499637947772,0,2.734731643019147,55.61586909404727,7.483968056259166,22.049058051611002,0,0.490047995804146,2.833510486222442,14.039016974634354,0.529820432626274,67.02736195104876,-0.9679593202937198,2,0,0.09842748100245159,39.71788095879793,28.643022180735187,0,1,1,21.801887908125593,0.19283172726215503,32.66270514105999,1,32.85388596147693,1,4.194256901612996,0,3.431449032665096,29.53243263715585,0.2574215526237151,61.89686551014509,0,0,78.81582121523097,50.34448043679446,11.574236562420834,-7.821203405380192,1.0091839620779808,3.0649413875222953
0,2,-0.1333919904715351,-0.012240877324436699,28.59530998150504,57.870076094713205,0.5968826853913823,32.57401854879704,0,0.3094898277652881,0,69.29431416155357,21.734117666703504,1,1,1,52.1285538199749,1.1384660460697393,1,2.764969911658037,0,5.5398383392956445,39.0318800854143,2.0969131217238983,34.93311068232043,1,0.4436226613953725,2.5565005006358454,15.363194177127442,0.4524245854094519,30.992945404633655,0.27381362892226563,0,2,0.03510944724928653,35.601400572379845,13.82051116774954,0,0,0,49.07132098702087,0.37583695861622557,34.04428928121905,0,56.23675904196963,0,1.85315591165719,1,-5.526050424864866,20.499810059118452,-0.21096028392307606,43.08539907574081,1,0,30.135966396460073,21.611620838448413,23.38839156733848,-5.065427610028776,-0.06315177600522785,2.9473296838172938
1,0,-0.4198533923316644,-0.6957834198368265,22.0609219630252,36.72675781071857,0.23458405628774492,57.60612421296965,1,0.7499765065954064,1,25.797413822261063,11.609157676532948,2,0,0,21.26183403705332,-4.390633013701246,0,-4.346839456590858,0,54.598150033144236,69.88554453754882,6.32028927285019,67.76892478115478,1,0.5231572215009426,4.771461387445027,5.603034533538674,0.557151127682507,71.82317356784982,-0.19144971178154818,1,2,0.10746556549342037,18.184148307215974,33.50815103119621,2,1,0,23.791236520625965,0.8836816609305851,18.85397530591456,0,32.442500762530315,0,4.545554403107033,0,6.462159105565686,28.50350652365404,0.8417274714571382,33.19832872063227,0,0,74.89129588649716,53.24900503001533,19.469272496006987,9.634964682463977,1.3387810370019695,3.205099430812245
1,0,-0.3315103821277037,-1.7730067454946075,25.5852200945727,26.330664767639988,0.18574146610259878,63.63031833597282,1,0.9318929252087854,1,5.229736623101489,11.396952008867185,3,0,0,21.620896137854842,-3.3463252990431407,0,-2.9609981150602955,1,4.854923430579704,35.32335646109313,7.486100528441142,66.73021843359682,1,0.453145207538987,1.7537906552282088,11.316784303799894,0.5901915122616177,42.95076100568443,-1.241159890840691,2,3,-0.2513189228763182,21.40106826416417,34.80730395588861,3,0,0,26.599948001048766,0.5686223925390682,26.830005595067732,1,24.841379311399464,0,6.2184225236461135,0,9.2476034287371,38.12903446831185,-0.2511778794928412,55.73476718321767,0,1,87.88616941168571,69.51266719867237,77.57729735044987,7.586407713327851,1.7139890797363824,2.7033901134086444
1,0,0.25312804417533286,-0.503147990341917,18.25655491064566,80.44496171487195,0.5301105699069113,39.37592765980203,0,0.33508862677360296,0,70.2184236631035,24.86980785954629,1,1,1,22.583747518875946,-5.187194435934616,1,-4.661819714092784,0,4.476026982852897,38.46021642300206,3.064513372509615,58.723570345744896,1,0.4942029713644558,5.568617789907504,5.510360719077713,0.4329556167200337,56.30227348287886,-0.41514749426590825,1,2,-0.6114724379549646,16.568772878450986,19.37751762574294,2,1,0,31.00298334426751,0.5579984721794872,55.88416046370024,0,53.89767900865948,1,2.0287912436748106,1,8.337790283312529,28.382835850894075,0.9520788762881535,38.150582353440356,1,2,35.584199278784794,23.564120251408337,16.741109419598846,6.1243409723943,0.6108448952519541,2.810992294599567
0,0,0.25638206456877205,-0.4413919256956956,25.44893925206216,21.654201415705543,0.24454309785657957,64.65221992411821,0,0.4338592035322051,1,59.07996257598993,22.823970211744758,0,0,0,22.20873782611652,-7.787267025788034,0,-2.831075681747823,1,4.889422459792754,35.03589939061831,1.9087258201706983,37.91301421979587,0,0.6246968912964228,3.714612648659805,1.1743488173194683,0.6132291749188171,46.4706443516513,0.2848171492914789,0,0,-0.3811116611133428,14.492435148253744,15.454055128252397,0,0,1,13.588297696533974,0.9864046051971137,47.10117744415949,0,58.321681986284226,1,2.572049268098398,0,7.739708911746813,27.215606208663772,0.14698194026531422,58.104389776167075,0,1,23.953231427869078,20.768628268274874,40.88192854375088,-6.36615360709439,0.42286617617994937,2.7514630354333143
1,0,2.633434553370252,-0.7113586489194805,16.50021686682111,48.65586164819616,0.24325909429626663,42.42494229736999,1,0.8254099197426796,1,18.03870453918508,10.972318267060473,1,0,1,21.612662660881533,-0.8579467894959141,0,-4.533683740263397,0,1.8631362069907922,22.524620336214337,4.307533614413989,38.0525540652843,0,0.2540075425053321,31.658447494025545,27.909057428041137,0.45758279377640454,13.310111911009336,-0.3149121966589697,1,3,0.0982333451939716,17.50043655569953,30.633192109584577,1,1,0,22.895630014111855,0.7279534290547294,69.7069736740077,2,26.30691714276047,1,5.608275848169955,0,8.063541253165042,27.9766700022168,0.7878546176500751,55.61680265609175,0,2,85.98447895223772,67.2842990580876,54.886473461875525,-8.919235645249616,1.0432102009178448,2.890860826251762
0,0,0.10508820103778718,-0.7151470397185982,29.486336244433893,22.708782129134036,0.27644695539998854,63.55934742969309,1,0.7423953956532954,1,24.11685119480574,11.119419350957383,2,0,0,22.736683281591958,-5.4168012098139044,0,-2.412856826254961,0,4.162260415658102,33.85594699066511,2.5109390611525892,54.6475805753286,0,0.577788972570859,4.654654210658219,39.45588052213204,0.0954165489971181,35.29729618290186,-0.3764198903823702,0,1,-0.6000660300499235,13.35298015014964,24.68440029566958,0,1,0,21.550203677002745,0.21336902104012856,42.43178012462012,0,41.941011640560546,0,3.7802387378475797,1,-2.950734968502557,31.1202456164548,0.2701917376778254,24.992059536863536,1,0,51.415161261476186,43.45321239993551,43.567573236998086,0.07311071237784894,0.8065252448978707,4.284155595482328
1,0,-3.770494618713926,4.112555550777247,35.152284563285285,16.218418895575454,0.22585267047211055,47.409661740475066,1,0.8739713834113123,1,21.611123679801818,11.440081658831595,4,0,0,25.525416099895047,4.909955501753638,1,-6.779897712385904,0,6.064908557567175,29.430535465210873,2.6076803649023224,44.139720647008474,0,0.5894800394699962,0.2662610270817431,14.499869631598122,0.2356694780104724,22.889163714263965,-0.6591997742421225,1,2,3.6712869560751122,0.10729847539552306,18.802784227434383,3,0,0,99.99978542370513,0.7649521377843369,48.538489895698234,0,18.702543562695244,1,11.477037214467588,0,-2.0615492086098506,0.005656476256743481,0.19935787579453512,61.41737763390366,1,2,96.05316038880645,79.66607926691984,5.339272135680697,8.976032946412698,-4.130594965734741,2.8532611191325103
