S0,S1,S2,Y,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,1,0.45853850959705933,0,1,27.48330650977776,3.790351806197749,35.98002035319286,3.5068191226971583,0.7309062506299558,2,40.0398181141022,10.400695445244976,44.89280539171034,0.5871419298446217,0,0,71.71494797206888,0,0.3995162963648333,-0.21371264058048509,45.17680518662689,0.25168744202273996,1,0.2562305322167244,1,55.73958574739674,1,0.4323005432566526,0.08093372357993306,5.10280325878834,26.01714076772355,13.285303261914944,54.99268560658308,63.910653476362825,-0.6285459580263627,0,55.40333639780795,-0.8846080144849432,0.11819637370107172,1,61.70445236096469,36.49579984524267,-0.7020025363456037,50.137906372609095,1.9400977211747577,0,1.7424300666471475,1,20.266294807101055,9.390112072161923,63.06937508584374,1,1,1,6.538073692252716,1,1,-4.88674852639531,-6.637215366097353
1,1,-0.6498150749680826,0,0,24.64533804120276,3.516721301433558,38.397024840579235,3.4037859333349068,0.6732243049299722,2,34.753451497155396,10.526375565750177,44.95582613145962,-0.8733284668969077,0,0,58.403819310713125,0,-0.6645276650604597,-0.14539770435174473,54.648835571301305,0.2825226661407037,1,0.46112306588557306,0,50.05025651120652,1,0.7080064474160517,-0.4817258237536145,38.50340831200399,22.98367209046117,13.058935787198568,46.4116439592603,38.09656419885649,-0.6492586987742148,1,46.88136693478744,-0.4474573663586162,0.6549473063109524,1,65.38307690581982,38.71292819478556,-0.8244373554263931,3.1024105918245892,2.4469732346702306,1,1.7908293575958099,0,37.072431130669806,-2.9732484833444044,56.412044194320075,1,2,1,4.6527376575431525,1,0,-1.4743496500161175,-1.0154514461774067
0,0,0.65911950510464,0,0,20.196977052014145,2.498222327199917,46.347645000215,2.5984930421009933,0.5084070931860847,1,19.673265367252014,10.127352340312292,24.001248818470668,-5.039819270343351,1,0,53.19901577662858,1,-5.077860245287843,-0.5244626247046226,55.85678152387019,0.23614331887507883,0,0.48448289645980697,1,46.368698371846925,1,0.30394183042132916,-0.46159732580213475,6.436069887070257,21.360354275841836,12.124860129936245,42.293717852191946,49.387316813951834,-0.6735871036802918,0,40.42626220605887,-0.1844431592582622,0.15391497727641007,1,26.202728067647673,62.36065720704456,-0.36408192595670613,34.07969233294946,2.459662200218976,0,1.7091337220872589,0,34.98979037191282,-2.1393125156284087,57.38826086534494,0,0,1,3.742215786256341,1,0,-1.4614331112236165,-5.98617649644472
0,2,0.6215777497026412,0,1,28.02733363990207,7.2842416452623455,19.54089632919122,6.057408390138722,0.0980025697332591,3,38.50325696277452,9.980204576675577,77.55621306256913,2.9131383537704103,0,0,69.08792516523224,0,6.064119904025979,1.6483236946141757,18.003461898144014,0.23197766273045695,1,0.2212474370944753,1,63.88155891736324,2,0.3158233438962308,2.351108523073146,2.940560652905657,39.99999977929341,9.407543448326672,66.13932333262328,39.01763408590957,0.3084627643069392,0,61.81128966520234,-0.9437815867166462,0.24306136539781587,1,50.45447237333153,0.011927283471409034,-0.5237252857534521,51.11467108167193,1.43286358319419,1,1.6065263863007817,2,22.53985531946754,-1.2054657139691862,77.28781022117404,1,2,2,2.6564052509210145,3,1,-7.694552726699379,-2.2600644212948566
0,2,-2.2424914703522525,1,1,1.2022917047405302,1.0671513530399543,60.3155804594865,0.9507591269121417,0.006272338071713124,0,19.945637200387587,39.8056974361602,22.87085032091813,-5.108249339055778,2,1,2.529173030809667,2,-5.093337985176952,0.8885671252426179,18.623136564002618,0.6475751640975586,1,0.08870564348494409,0,19.797486079528404,0,0.9926027421958098,-0.7068325349041246,21.660164382834193,39.22367609373923,39.57623695223149,3.552747317619347,51.36832842507505,3.6980212620223765,1,66.79403628304675,0.4269689136808075,0.9861809869168107,0,19.648322100863393,0.7978957998577574,-0.4042171114258899,57.989984023335,9.077156025431194,0,21.745311934197613,2,6.6837453665178215,-6.131743545939985,3.772916858279424,1,0,0,2.8177945725138285,3,1,9.146684421720561,8.957629429535721
1,2,1.1196424550473296,1,0,4.528302502137141,0.8589706269231188,66.52014784540515,0.8506692496037649,0.15902246736774478,0,20.544719465513417,36.949250095711996,24.579830497903256,-5.14413683297624,2,1,18.054341992003327,2,-5.083658935297027,-0.5341987459488406,54.18818882387341,0.9343154236367314,1,0.03649364004710465,1,28.5438578918636,0,0.19314279301121723,-0.6638707866330192,30.13900708623572,15.75189539746453,38.688081481882584,10.563455225906946,19.26757827720672,0.42420840400584575,0,66.8070799703919,-0.6927743306738922,0.16223350317901275,0,67.99029859409632,61.26967459456754,-0.5970270250190015,56.401156633921836,7.130736039624251,1,5.55349309525617,0,2.325927711382292,-5.878653441779289,11.082680901266517,1,1,0,2.808619981852373,0,1,4.821875849182245,4.945779296318813
0,0,1.2305741413316376,0,1,35.97464458776298,6.867645652866965,23.946507084857885,6.588092556374224,0.8437203220944909,3,72.88852418889378,10.52126256975493,89.95951124861745,8.459526896303323,0,0,91.43359413607298,0,8.379414659693786,1.1236007405805803,41.89959632707004,0.29378453236835217,1,0.6954231044391475,1,65.20902012890494,2,0.08407386259573535,1.3874780762997307,10.455543909416,13.638581614702453,11.34091271997789,71.7231541002383,48.10049192960416,-0.6002591776916536,0,34.754087113810456,0.18190741693558238,0.08669072276338147,1,84.10788068203267,39.97236306022668,0.24139357495628735,50.24835592559219,1.0710655054692546,1,1.672423732835409,1,58.26739733790694,-6.687660562347217,88.67557335288556,0,2,2,2.5061085831214154,2,0,-8.213665898653103,-7.971730371233829
0,2,-0.03483106450988784,1,1,4.015796645872422,1.3721905811711574,55.35192942128423,1.2153624847045046,0.020527255860385396,0,20.16449164494821,38.517473604160905,24.839693333493795,-5.002952727975503,2,1,11.59165696578458,2,-5.116138178289969,1.0324512113669297,20.92193062349403,0.22862609102315595,1,0.07279037315365039,0,29.459158518886568,0,0.42913486859871586,-0.6030549440762406,19.459382848799876,25.13774965619114,36.46268564092165,12.336372277694974,8.53879524694085,2.272109938040726,1,65.60788506897998,2.135021727782451,0.5102215215193561,0,53.12061724758834,4.916012463637296,-0.7927380591568176,0.8492145831260522,6.405402719849469,0,6.78299342647456,2,4.882231819800924,-6.640541408761745,14.03578753275907,0,1,0,2.4520799529753696,2,1,6.251269115019561,6.650185202611311
1,1,-0.2626586326248056,1,1,9.178829166351361,1.4768349909796357,58.02091490313856,1.528748257853704,0.26380441795689835,0,19.896846912223367,28.998187416275343,24.27075906530836,-5.1101161361354075,1,1,22.589634740608457,1,-5.080547649642677,-0.911600629250504,41.43568672629654,0.6211245124727542,1,0.2726776340900007,0,32.604662989180135,0,0.6701961890559419,-0.7355940070495305,31.774825829546216,18.312261786820127,24.832198970436266,21.907560460320028,37.272238707111605,0.19264838364664746,0,54.822934147297765,1.2404539320709382,0.4478972153515901,0,11.42885788267603,49.92438610686708,-0.5318753499499707,7.581800449109002,3.841350022357198,1,3.383674696551747,1,21.97861843807771,-2.2293693793804756,27.63545513028503,0,1,0,1.4904917854453574,1,1,3.9475636738678066,9.072623253360035
1,0,-0.049956836315405255,0,1,33.67806074674421,5.822388559737035,28.128075040558464,5.633408481407598,0.865024602939094,3,68.42271172396602,9.98722760639087,85.134014146445,7.184294163060791,0,0,82.96502160738773,0,7.080219163693876,0.8115354262558451,55.121879980110954,0.22830212569533376,1,0.7420149732725785,0,60.01469645534344,2,0.6726943112475732,0.3379918344472147,29.387909604990217,4.578370323759547,12.372185587175363,64.67123222213112,70.11869359367618,-0.6707406475473907,0,30.19753858007363,-0.9324454845100215,0.5746772312571904,1,9.820802875048946,51.556922604132644,0.3697852800569061,26.523271325723428,1.2566683121931521,1,1.766067692692074,0,65.54630425631039,2.0770267213197773,79.30607969540534,0,2,1,12.192830413082863,1,0,-5.5935103087639515,-3.194852661759768
0,2,-0.5622027384577936,1,1,1.2301102530293662,0.8880694027305389,63.81193255673909,0.7538682810790609,0.008256380134880115,0,20.398597023662504,39.85058735837588,24.72012790570054,-5.02681445530399,2,1,5.036082175437828,2,-5.090954438995996,-0.017282360479346743,29.21813903485738,0.7703684187613903,0,0.013414479191496131,0,21.09499961519675,0,0.7171933093047318,-0.6484223327221362,25.94032891406302,38.33336840392996,39.91403084010397,3.0131729002539176,46.23306042506422,3.152261882423792,0,69.03941314528323,0.06440126526558976,0.7195915980884431,0,10.013811524276367,13.158343289996344,-0.9105722556114546,24.176727791272874,12.700848473009742,1,18.758715584174865,2,1.2309245319540452,0.5337315246732501,2.7626542478624785,1,0,0,0.1353352832366127,2,1,8.68805465385245,-0.4462596796819831
0,0,-1.533957755847171,0,0,25.03675731681635,3.9555992314464343,34.27585734410701,4.4118410791712535,0.6429279834984307,2,52.01696335006983,10.253571710464861,71.49237183884954,1.9332917854094624,0,0,51.76867948820069,0,2.813496468106962,0.2103120093080806,29.269011597933456,0.18230060013117894,0,0.9092673687249042,0,42.11830766975031,1,0.9499048629468902,-0.25112788104508027,17.015527321907577,24.486178402999332,13.173050180843484,47.492457302626406,51.548937307762024,-0.6164776405953913,0,22.363150547264024,-0.47761318370232514,0.9234251695730993,1,65.76901333229917,25.053089087144095,1.7278620146993982,25.073181592171345,2.092128775134853,0,1.5290337083811987,1,72.62961161212233,3.1582250418575732,63.974927312776316,1,2,1,5.081207883057294,2,0,0.9595703292644782,7.736447823003285
0,1,-1.0538408866028397,1,1,1.6889100321862727,0.9494310881450763,63.72911942201443,0.9566030575946997,0.02503001416610806,0,19.017693775682982,39.52080115864851,25.335446609661993,-5.079238505962752,2,1,3.976290244387004,2,-5.055885599353832,0.040037437205745714,27.906196842535834,0.8636206518569863,1,0.5373546569169604,0,19.73636570198661,0,0.7312548087526625,-0.7050110985223726,6.1419872221790595,28.98441375865652,36.549330996794836,4.189114292021019,39.124473541377775,2.522190458288701,1,53.15065867915517,0.6728592743962478,0.908506002937391,0,8.137023588628933,25.33066949463043,-0.34814608510104134,27.81183669905819,9.500896369917777,1,15.10181384082908,1,24.296804558861695,-9.815052668678023,5.950119895294575,1,0,0,2.3630959247853913,1,1,9.187269084058272,9.437571295864082
0,1,-0.38858760251201513,1,1,15.901864148275282,2.7726467323911526,38.603019611903434,2.59216485984988,0.1954033548318871,1,19.576630332616173,18.292623251615908,27.94476697713188,-5.142053797400199,2,0,40.19121437820276,0,-4.912555876526897,-0.11720648958497247,19.45120593931174,0.1486971007281932,0,0.27700955115374526,0,42.94221641679947,0,0.3112757909309245,-0.12751727717943206,37.438028416573246,26.403317997973616,14.095616995146006,36.827546037776536,49.43402361374885,0.569994702975031,0,56.60656696978693,2.3786277910267954,0.6784754480147387,0,8.709509437525508,5.647204702176465,-0.4844263543012922,32.45776331800875,2.94650419139247,0,2.3045240801686457,2,27.654628359596156,7.540324918152429,42.75695111571114,1,1,1,3.7421659832891208,2,1,-0.09004024140816647,-0.7138871053624811
0,0,0.1904556697334277,1,0,17.746126201285705,2.468719497217959,45.243367015686516,2.5464419363603437,0.3675889142570343,1,20.552173249073164,14.160958357008477,24.29867359694539,-5.1116718202538545,1,0,46.31105160960908,1,-5.103224815348305,-0.7312500085385246,37.544924682993965,0.1662252349079788,0,0.6509233722281014,1,42.64978537260611,0,0.4223888169080404,-0.5223032717664872,18.384039032676306,25.395350883287357,10.416523592529394,40.221205983222646,58.962370686815625,-0.4670083786995022,1,41.037301815456004,0.46041783563098504,0.6629165878096468,1,51.667969583062145,14.55680594757354,0.1294596846258218,39.358451666600594,2.677783338333145,1,1.7467887340010884,1,46.81020956313137,2.508303010636194,51.33868881877759,0,0,1,3.7517225404279704,0,0,0.8211204947242745,-3.499036537851916
0,0,-0.3218921270543331,0,0,37.84379321655686,9.200280923240078,21.69428322815599,10.561322247411681,0.9500231817996052,4,79.70727607139958,11.006242689798853,99.62702292372825,9.83049241975154,0,0,90.82135580030723,0,9.82963019530919,0.5425581608140408,46.622872873692046,0.20970258862365693,0,0.9981055354046705,0,61.866267286824765,2,0.42226579191400687,1.5308717675675092,17.053654909940636,23.65747425653263,9.880430744597001,74.73479304210913,99.99966473868426,-0.7066174481976552,1,18.0557721700591,-0.6124483178670027,0.6298067039759215,1,32.82877329156259,35.99336325944026,4.20625116612942,31.502865307186756,0.8366470343914668,1,1.5768397232183,1,79.87588395006546,-6.091261329225473,95.19007556873696,0,3,2,2.517906106754831,1,0,-6.819468026918126,4.289282867765387
1,1,-0.37368503664171043,1,0,10.041919185168751,1.4590882399948595,60.88329932594944,1.5094366563394364,0.3844718411191682,0,20.952458631066627,26.234691595278797,24.515662321328772,-5.130532183764197,1,1,25.025338170620483,1,-5.073514555493018,-0.46983461197918563,45.77459472188515,0.8562542563991612,1,0.4437999234445583,0,29.479741274891204,0,0.8536693079154074,-0.7684384912383533,27.913128097598218,31.885906690105024,24.862299495127683,18.70393520023256,55.48469179460683,0.6528048953157419,0,49.37486214727885,-0.4032945345185641,0.5637403745470096,0,16.06404656165831,61.18614602287374,-0.5743734290207292,28.65808201778142,4.685969783732558,0,3.745773178148638,0,46.78196105146202,-4.008970899159321,25.97611289116105,1,0,0,2.6633062775172767,1,0,5.587332797023967,0.8371202319795401
1,0,0.38918927018766125,0,0,21.781751645880988,2.3518792501484707,51.62585859298564,2.480929451868082,0.7297107347711129,1,24.85445351821835,10.450778995851744,24.278770940086076,-4.228895950882889,0,1,57.449580947126776,1,-5.23250284943744,-0.2966350960294645,63.247078115517894,0.6560317084040405,0,0.6144152855579141,1,42.97813832386528,0,0.33671634855632954,-0.6566940137301039,22.082288071167802,21.96023616006522,9.59368854955487,41.20447414130865,56.93748311535823,-0.5502411910814491,1,43.02615470346274,-1.1650280646687206,0.38877693116371914,1,34.33434782137182,69.92064077685187,0.11302028276498566,34.91280978459828,2.760699472851607,1,1.7533993974079698,0,53.29771147506682,-2.852802253408604,52.13083787330734,1,0,0,1.8804450486579027,0,1,0.3125199437105053,-2.319110985526417
1,2,0.7359536102273714,1,0,8.252224184138457,1.1674114373316922,64.1740598608448,1.0999428525777115,0.3324550948486681,0,18.939892129010573,29.856657538258716,23.877218427608167,-5.080345441015693,1,1,27.756995753186747,2,-5.075208630783029,-0.24554826813139838,58.6489305475647,0.864051688838339,1,0.026571517376101195,1,36.65122462149776,0,0.5139484199603115,-0.6494254726427887,25.329041998994377,20.70911478367037,37.663032827309884,16.435774406187594,44.24286287751944,-0.12174934913131825,0,68.66758468969894,-1.41194276362444,0.13850042961699643,0,23.999493697998076,66.21868913621923,-0.6353219240361812,50.78922249225631,5.999584110044495,1,3.917617023364309,0,6.767271800465333,-6.480575695153807,17.474124239539375,0,0,0,2.727932945936385,0,1,3.900344222755809,-7.584051157235011
1,1,0.4149673683572402,1,0,11.657972472561005,1.461069520241201,62.255642657708975,1.4791749400048377,0.5012221269377823,0,19.38494823178619,21.986866575762484,24.62993768064839,-5.128486367469507,1,1,32.298088126558,2,-5.112347451031481,-1.238132281830208,55.61985769343472,0.9427004671139464,1,0.2180164113589576,1,33.28549384400863,0,0.673567403272497,-0.6333639008759887,37.97418965264476,5.503163768466286,23.652062672743973,22.387575460568748,44.72863618488116,-0.6340864360942872,0,51.47668670888107,0.3411959787791343,0.35820247479350703,0,27.855045477174922,72.99912326801136,-0.4672401550351774,32.5755999220121,5.136221961716818,1,2.9924007542202222,0,29.212427714408207,3.6211903530374414,26.16804420796628,0,0,0,1.6207903789234424,0,1,3.8152002737445585,-3.793176054074044
0,0,-0.8625378512409656,0,1,38.18200889220516,11.910583234438237,19.440202591267276,12.645715655909074,0.9264509146153499,4,79.83139572094183,10.37801808387622,99.88818580100312,9.904863221400163,0,0,92.34403451789909,1,9.941759260015381,0.18247307987340358,45.657162304317005,0.2374278355379072,0,0.9971387666685136,0,62.76709809465825,2,0.5234869627850671,1.6988467094511233,10.463697739048632,9.477689519701709,8.99612300416916,74.68092030743038,99.99382540158291,-0.38257512460368875,1,18.385961687569154,0.1988565007556157,0.7857440926721317,1,56.58031862868362,32.98545117247706,4.038801676662131,28.339585847742228,0.6634536326284421,1,1.6196710957146403,1,79.75393601832188,9.610441192090285,94.9985109929363,1,3,2,3.4403865340506785,2,1,-7.3013637132296,-2.8220067222210075
1,0,0.5144753422607073,0,0,36.3091399505704,5.530539133019615,30.60788723863496,6.167927598290737,0.9626836337335523,3,76.35811849562536,10.198069231471266,90.95089754193614,8.828162561614178,0,1,90.54615340362255,0,8.18531950815381,-0.5806660387793753,68.38181934034913,0.2538480602965106,0,0.9584780028364279,1,63.960289685707195,2,0.9645878422520855,0.8537879114599852,37.6601106285849,13.319844580165947,10.957617416490969,71.55758584144598,94.60603750715752,-0.5699743668642505,0,23.239251520935447,-0.8430167483746956,0.3160328332321646,1,79.10373496616275,57.15539595151337,1.5402155112713567,53.60736632765368,1.1995110104445381,1,1.6955087667145166,0,71.02550240104148,0.483020489708462,90.90129332249876,0,2,2,2.3681508272888903,0,0,-7.893735859199334,2.6726538367612207
0,0,0.33037041002305684,0,1,26.960114593152987,3.9742300855277537,33.90213290825346,3.818006813888828,0.6289045048388904,2,43.28159497393713,10.357761166795312,54.455778812545105,0.8349122135851594,0,0,68.26117161168789,0,1.1854526884117789,1.788538112987261,31.27356598364307,0.3303027172394296,1,0.5427727732722618,1,53.48768858906114,1,0.17234268817304182,0.07846662369999964,22.413736436144415,28.74884287278526,9.728389286494197,49.77428751781774,47.599536337205016,-0.6414903737402612,0,45.160883113669996,-0.7454321467459118,0.2053415294927104,1,32.21815804496761,25.142253373787167,-0.08927529099061259,22.492158911241766,2.0853502707465568,0,1.6737408863025518,0,35.54191650235285,1.0795603455476304,63.81776413246006,1,1,1,2.819804547820487,1,0,-3.1732967746324894,-2.7032241712965757
0,0,0.36240104633232306,0,1,33.897615218811396,7.114847567650782,22.14525180032012,6.566126804794771,0.6590103571798369,3,67.33417483462658,10.370930342371128,89.35843343743282,7.424279356906865,0,0,83.44357998005555,0,8.05765591497169,0.5914684039291611,23.902213230955674,0.3075427000976563,0,0.6470210093108378,1,63.1731305158552,2,0.34123338497659833,1.49150691641808,17.472631804152016,39.92238344457945,8.294046777889893,69.61900946563952,47.70635166817227,-0.21101680063074893,1,35.126378801878786,-1.4517266462525715,0.3135879009645293,1,58.836892770291584,7.99812160756316,0.0839437995282822,17.476695844944864,1.2936436482934364,1,1.6501825324113242,2,62.3074933549469,2.5080730220477996,85.42305031279396,0,3,2,1.7011901525815258,2,0,-7.7877421050267595,3.322975949381979
1,2,0.5803987735270819,1,0,17.60077551932638,2.301625087298217,48.80902369557885,2.085053156276499,0.44944857066521104,1,20.06393368168993,14.403605925690046,24.840405300297014,-5.108696909362704,1,1,55.125195531435686,1,-5.119991418049537,-0.2192282023611168,51.03404989898112,0.2758499512784186,1,0.21734267315562805,1,46.28431647142345,0,0.3590296267874178,-0.4434967350359762,24.35452230300268,29.00656838505597,26.122479741423664,34.53166734214298,45.86264964512663,-0.696596784610234,0,60.57467170001099,-1.3607266211626163,0.16204664877982033,0,76.1051614075323,42.80002653668578,-0.7284445609906247,9.526807948884306,3.2320850487677895,1,1.7305961648936294,0,15.584991178811052,3.813907708754831,40.30809045151885,1,0,0,0.4476041136521961,0,1,-0.33471970454479916,-1.96412559833648
0,0,-0.2739986813737284,0,1,31.770245706644992,5.7207525887137285,26.094005980041473,5.604846015528269,0.6988540301834641,3,62.9479131854399,10.162187195099744,82.79277254644164,6.0392283424000865,0,0,76.15637486775384,0,6.485144695930437,0.45062305699251365,31.437841113641404,0.2029742217664463,1,0.8000955682423831,0,58.45927184214381,2,0.6778300100906814,0.8746942540003776,8.373016156268537,33.450074858862976,10.735997360987035,64.8165107252928,80.17191894494522,-0.6447036857232,1,25.202347903744943,-0.14651913212278297,0.5865042490325985,1,89.63653621745706,9.10193316660617,0.6406723621470125,37.346644162963045,1.42351717161233,0,1.717050525692435,2,54.063029551958756,0.5899110072988556,79.68584195809704,0,2,2,2.768978367629319,1,0,-5.357544073957411,-3.272355668718724
0,2,-0.06651411347966879,1,0,3.7086650317205327,1.02514783857315,63.538021054383265,1.0092539877175637,0.06955919860360393,0,17.885294195609593,38.159949209820496,24.736937773024692,-5.109726430735561,2,1,10.373192571887092,2,-5.037694066738771,-0.03757774464692008,34.368315938758386,0.6724760296068922,1,0.0759794534708293,0,27.621432128474787,0,0.5309679168750683,-0.665594543691373,17.884591842214697,29.519129154779367,37.15697193253669,9.9361794669117,47.25301720631299,1.5734024429916393,1,64.55180984363523,0.6554436771342581,0.3614080394320377,0,9.938496796317004,19.078048939007708,1.0445639637394535,32.80108482701377,7.014991536439133,1,7.372944387829171,1,10.341966034526155,0.3278700352774351,11.598403040683996,0,1,0,1.498746479896401,2,1,7.377264276333456,-7.464289543203745
1,1,-0.7426374491920514,1,0,11.706364881526035,1.8705977804986518,55.587964003147704,1.8449159464358655,0.39991135931820554,0,18.110341918478156,21.60488934667027,24.317777836024817,-4.862682980013022,1,1,27.501078619108803,1,-5.091886464187047,-1.564252124716841,60.082541868839805,0.7005167731434323,1,0.40045021324893276,0,28.54734362303655,0,0.13731633770782814,-0.6545617053293319,13.743114687263693,21.810753729717597,25.413849244825244,20.026117843480318,47.3371283545667,0.2119659477808723,1,40.55577986018183,-0.35680426927253434,0.8863031664292419,0,87.96935904818011,43.852024611854105,-0.7074248187770829,22.3035869546157,3.8093237427475675,0,4.10796830107358,0,34.805339214866876,3.807073652753811,24.889029837921257,1,0,0,1.6777995190811608,1,0,5.350177085328291,3.1694573483093222
0,1,-0.7831665359067741,1,1,15.999583373666315,2.407285143395222,47.20184196848735,2.3281539153571624,0.45702352741599905,1,20.455720481526683,14.98606120481842,24.012318447589,-5.095093939603023,1,1,40.84962382538876,1,-5.10052589542143,0.9386601629586349,43.73151590556181,0.3944059902797225,0,0.30363443816697233,0,37.95704658443167,0,0.5418125661356825,-0.6828231470972601,8.081438261392467,13.012806179563725,21.77122354725398,30.42986729528131,38.16648337424991,-0.2030055222962453,1,40.32572038943728,-0.2808987952653739,0.6346818860138801,0,9.25853474723904,44.19686609593362,-0.5408547455984387,38.60400724304279,3.4802532276138183,0,2.5402078176746863,1,23.833697914042844,5.136681471898061,34.467936675119034,1,0,0,2.5888972882198202,0,1,2.005231440081637,0.002370617914355222
0,2,0.23633913051951444,1,1,12.913676000941724,2.044594194545986,48.375232372289865,1.9762047811451977,0.23627554307208837,0,16.659406027565108,22.809168981193835,23.1437217817537,-5.103065133629114,1,1,39.53815623529637,1,-5.051229222276859,0.23049811435301,42.68454594310342,0.29569179975056303,1,0.2354961143927683,1,36.97213005719236,0,0.3327517246369813,-0.6018588449414297,4.672050817748987,7.131931930199851,26.146103028322866,28.101136722762003,48.73749937776164,0.15166824039463364,0,55.36023457652215,1.3613339652914909,0.3315606570613301,0,56.806789680220746,35.80450224877462,-0.8253726881786807,68.64448837989899,3.615416867570894,0,2.6155450308375774,1,24.557392658530226,2.6758398757412074,34.70050730113389,0,0,0,3.3607321957071874,1,1,1.963530679172063,-4.677857481223442
1,0,-1.0571978743339332,1,0,24.387409978565813,2.8787949181138104,48.11393007312708,3.3178432329760175,0.8711236559023454,2,51.80294467134794,10.824528934918892,55.045692821722184,0.2402789400533667,0,1,51.62235726073554,0,-0.7358842069586586,0.1767004997075312,64.31663207048499,0.6742020220001517,0,0.9309413188973067,0,35.66885858802455,0,0.5901365222054558,-0.6725738908295882,38.36339395375009,1.5263821141011436,8.694520088082122,38.91417812240294,55.924179320476405,-0.6352502015459158,1,22.16626133858381,-0.6212761569481207,0.8694776905996962,1,38.90134862569781,75.0026044570747,2.12076471073377,22.706562779983656,2.6256657605398606,1,1.7203422226487315,0,75.42477604139863,-2.238301253708088,57.4627130261642,1,1,0,3.1322419386944964,0,1,2.7713210086060673,2.498075782709531
1,1,0.9750980034662704,0,0,25.80404078841469,2.6152992371613064,51.00278865518639,2.5210409088183563,0.8469689359610697,1,30.332523751497092,10.352791831917338,24.65493423514581,-2.4588713395245705,0,1,71.47636335568444,1,-4.526610611265878,-0.633693458077141,68.76768530241192,0.48282652955586536,0,0.2695843729248745,1,52.01045548582745,1,0.6282396406505157,-0.7951541078183364,37.573461213766144,22.19805617408289,12.041530442974473,49.59259264912559,18.510199081843176,-0.6356959873473881,1,59.32157976023862,-0.4262051203725777,0.12603069906381498,1,37.66140996763278,72.198452998541,-0.6964422437057781,73.8354895014615,2.633016212415787,1,1.5565279384331376,0,13.700609179177716,-6.071782706083891,57.23211118474815,0,0,1,6.006545296789605,0,1,-3.5337811734280304,-2.9377090772065015
1,0,-0.9926144995659446,0,0,23.816261173007696,3.2924942835857274,39.67313546861737,3.3212720851432684,0.6758102687143098,2,39.54009723109858,10.320014714695422,47.945910539642725,-1.3051208084218509,0,0,57.05239342104609,0,-0.8948557309281355,-1.3692160699050422,62.19572798117153,0.4063999689070173,1,0.5451937129198166,0,44.28710818270109,1,0.6794044185298556,-0.6736280204373244,34.99500545465668,25.75763131524709,11.290217876532704,41.74588436756381,45.80035065048619,-0.7317112713653434,1,42.43426534485805,0.09193069691438022,0.7546412302796154,0,71.2495197469988,57.621332489785274,-0.2520403007740814,21.53496585689854,2.5921381718140113,1,1.6139000976488744,0,53.283189914983936,-0.3895185579884206,52.36163107633356,1,1,0,4.528503873802319,1,0,-0.034006453093374134,5.3139164125038505
0,1,1.6593658520487051,0,1,33.42980554814464,6.531474006796807,21.65990175831331,5.892419930094987,0.45940327898364863,3,59.7041034767302,10.636236896424665,80.59302331267808,6.121440239368841,0,0,90.76440436540705,0,7.067597136378893,0.24961266489064077,22.547667584151966,0.29609671992589826,0,0.39516385266837994,1,66.65886834829894,2,0.5155534972008434,2.077214604933223,3.4654467870071892,14.040791808383048,8.715213953125486,72.45481980879748,38.321842862771085,-0.5554448722652832,0,46.642812037446205,2.8044895630920412,0.10284000353596962,1,32.96512963890997,2.813792692667638,-0.644007821719409,28.35614160989489,1.2061963229929897,1,1.72184199308235,2,16.474675922822502,8.243053518924853,86.91562153833465,0,2,2,1.6860321375936531,3,1,-8.668800011046397,0.8109145616082145
0,2,-1.759505052470597,1,1,3.6797696746606667,1.701490253688531,46.138113981290125,1.5522331799038314,0.008760012158961161,0,19.03466485510077,38.55883099785207,23.365137437030665,-5.114061983609179,2,1,8.678984061482081,1,-5.138875892754326,0.34273550870333375,21.30860198817336,0.22839381613177417,1,0.19577305624745467,0,25.18154628338264,0,0.769714787034117,-0.667671762169969,2.1911340656770495,39.61492046741221,34.928912026103454,11.138341153052181,36.676671201941566,3.061273742141114,1,57.1133676805048,1.9055747960319078,0.959000913118658,0,66.85461285173555,0.20978793215414626,-0.6696845808676403,43.046176078674314,5.622563606655251,0,9.157266499832586,2,13.715299303702304,3.7246577066758153,12.305875664707584,1,0,0,2.702155226647548,3,1,7.174751103188445,9.96948466040067
0,1,-0.9121217824611543,1,1,17.700690119475254,2.707199670424453,43.21789736509844,2.6605631886735104,0.4221020306988497,1,19.36769826056436,12.807208660375395,26.10345198378694,-5.428348554563039,1,0,40.159139787464305,0,-5.07664983669658,0.19710140258218647,34.88002286780997,0.2744938646810146,1,0.3860611140261955,0,39.60526043734521,0,0.5742020011191962,-0.1685605393657767,26.03123195569228,27.41416753253933,14.081219292109061,34.32835101212043,36.50492733768006,0.0028360365584226997,1,36.76937156570234,0.22679116231780808,0.7447145306729344,0,95.07618498844555,27.407830042132154,-0.18721867796140657,27.8748674465408,2.7488957959234828,0,2.09451536486993,1,23.10973910072135,5.567603917767059,40.43968822993179,1,1,0,13.49300400498144,1,0,0.3983549101691395,-2.032332911144584
