S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,Y,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,0,-0.003792606685558319,0.40093045076101824,43.603964646106036,-2.8303239132130997,68.51233778282494,-0.6390418384112889,-0.46167173815243584,1.621057584207537,0,0,-0.8184001738153548,28.14724910806321,0.13443455331631243,0,0.169198341792259,0,0,0,59.35497584968358,0,37.2129286150943,62.669347614738875,0.9997328241677589,54.466454310107906,2.900662212735039,1.4967133944237725,1.9957873003479356,8.190815247682561,1,21.432624534752538,0,0,46.351166270341096,3,23.409132392948933,26.03168346890432,-1.2428663587265838,0
0,1,0.05553372744416404,0.11757816195319976,43.37127157741988,2.090157252479937,41.62880904598924,-0.3037455641411234,0.03370913952748792,2.307440412112479,1,0,0.058781504651243884,30.089035782994564,0.6751693614661901,1,0.32652457433798765,1,1,0,52.02449202396599,0,56.36726561324785,39.177715994788336,0.21318349558304112,47.314108643226625,46.654736358092194,1.4246415803952537,2.4140184518108905,-4.126097534954722,0,12.466966912556083,0,1,31.944395775184265,1,7.059177431705246,36.27881997184119,-1.0408355065599348,0
1,0,0.6289642202471307,0.7256732421739691,40.07832664000721,-0.2047049026584027,63.27342597265103,-0.5932664743661902,-0.6729605127259111,1.77765466033602,0,0,-0.3292095570006658,35.045263820990655,0.31363578392094094,1,0.7326631033025252,0,0,0,58.728188062293114,0,29.20756813108371,69.04519901914914,0.6704526107021647,57.3290004906245,25.991821032752547,3.9280112140716827,2.9323318302149888,6.606367213544594,0,17.41578344372462,2,1,27.0819858207363,1,15.129858433065607,28.1458362884016,9.881431490999816,1
0,0,0.567891912188005,0.12091218456814645,60.80726244363255,-3.4245888415623726,74.21270535890898,-0.6659533428315568,-0.3758862090913647,1.5950958468926697,0,0,2.7415820830391295,24.385901500233086,0.3716451420634367,1,0.9996884170652446,0,0,1,55.55234216337617,0,37.229597389015254,69.76316890591384,0.6275258574657319,54.02525049008826,7.658137123916281,4.303434906667886,4.947267795421851,-4.178986427644144,1,17.924149883749887,1,1,27.80371238891341,1,31.55557845422151,28.193027022638795,3.3159369472207434,0
0,0,0.4208140252413289,0.6592359258689282,53.95685379588018,2.225416114937566,42.16458539111896,-0.2806062459739847,1.0899865503915536,2.102820643387819,1,1,-1.0282960628176745,27.62407951990061,0.43109246852290084,0,0.32235293239457763,1,1,0,37.686817150612356,1,64.98477882947665,47.261449516539685,0.40287660680228904,49.41964249829766,42.17777181596856,1.3332412894211139,4.130032707750387,-9.954022526044833,1,31.089809262574573,0,1,28.276829604479445,1,11.302332014011437,65.81969558142691,4.81638047646863,0
1,1,0.0679810262151492,0.911344649235602,33.73234324083984,-0.9270823485977715,63.24836515234284,-0.6052213327363192,-0.857485412508139,1.8025487331993053,0,0,-0.6375910595839167,33.80206759835917,0.3072810233716915,1,0.3216519850415408,0,0,0,58.54896554154,0,41.41238621040178,13.43051009413401,0.4881572926096485,56.01931529442652,40.40051744215598,2.183312685460539,3.7566298444984723,7.8280758453157695,0,22.772504033340436,1,0,66.4726211552632,1,16.63498195891516,23.53815950912484,-0.09980258933193653,1
1,0,3.0274312314455,0.4349952361851962,31.04451720985109,9.119010314947612,14.542015076695025,1.301974275867206,2.001391048663541,10.835669096421801,2,1,-0.31382420140714107,3.651184609045539,0.7529211436490402,0,0.17610166845874253,1,1,1,18.948561799670557,2,33.413409540394525,79.9023389436344,0.5492162129268183,2.1783488168819343,83.9391034699108,1.2715500523536682,17.20778161902426,0.27423475967774635,1,30.36347362712334,0,1,0.08969008600353323,1,20.00377201450342,97.2915908656317,-0.25900603632539543,0
1,1,-0.2957154551327188,0.7215843779975465,24.534811110046427,6.0560530105990935,17.287731311954186,0.9680381247278586,0.03238115481334738,5.967760272239668,2,1,-0.22593999588785,14.145391926532525,0.4263515454425815,1,0.3396720069369674,1,1,1,45.055638800085816,1,34.55507833672753,20.689503646703884,0.15805572047366373,16.67639503433429,44.79585508916868,1.2431786896135668,2.7584937114612527,6.898872183860245,0,1.203697263999044,2,0,33.080846243176246,3,12.465635906442248,37.479377713425556,2.2545427525956576,0
0,0,0.14078687778169177,0.18442432402208425,43.96875134270988,2.6969696344803253,34.62805765561028,0.01749518649790136,0.5407717652579588,2.4676432968145177,1,1,0.2891341192570074,21.31485560867178,0.69826382694069,1,0.348289173460544,1,1,1,29.32985004388231,2,49.14178709923551,47.00912437822037,0.05320800761689787,35.446952304307004,90.93520466957065,1.6883880442071202,2.2333763645422375,-6.188839640936074,0,37.09549950178622,0,0,24.100317794078503,0,18.10181761509328,83.43030046920259,1.0661482983528394,0
1,0,0.531426222892658,0.8298341582772648,21.140965874836017,8.068399209078713,8.07872110103941,1.7946202257777697,0.9195343556712522,10.368414032753158,2,1,-0.5287171908240859,4.938594097485076,0.5446578909488061,0,0.3197580432078373,1,1,1,25.479273207435572,2,34.350598653569094,47.19091538082033,0.9196346117401941,5.105867511153885,92.99459938547541,3.1738123620619945,1.8604752375703242,8.085875787120766,1,8.158195224063983,0,1,27.613707071626152,3,9.895317168557495,75.75804721695674,0.2813342355936843,2
1,1,0.1580444138298039,0.7765029200978139,41.80118162109612,-2.4982308827312094,68.13490660524893,-0.5704600833004411,-0.30941883769589773,1.6645107200541585,0,0,-0.4227265263803826,30.958190891993425,0.23063285891715063,0,0.3257622723916287,0,0,0,57.480263916175915,0,26.126204151320742,52.422732846254604,0.657458845424141,55.45269009609237,25.75059183774303,1.769208206094696,2.568605971968532,7.484780284741689,1,25.622444850780685,1,0,37.77398488798435,1,25.197609107643004,19.542083465272427,-3.800771044226833,1
1,0,-0.21707983806855927,0.6532353718079374,61.76743051357963,-7.122237022074994,90.17731418404537,-0.668174974000704,-0.7398497959910365,1.6783082990871285,0,1,-1.2412596233213788,15.569556187097424,0.09312551732931351,0,0.34189571398365615,0,0,1,47.6324517303768,1,39.15320975870221,77.77495212554638,0.8465514818865548,55.30044981798176,79.5757674493037,1.7807456992043995,7.977477980825893,-4.481893167765145,1,32.191098540668015,0,1,56.09807228178185,1,38.333498434762625,41.19697075154406,1.10077826556455,1
1,0,0.46854313606623343,0.7211967635497651,43.03512851024566,-0.4608923939707257,59.07028500039277,-0.6530801620116679,-0.45600108694353714,1.7941489836990718,0,0,-0.6985315763361437,32.938520424142766,0.4038473250832005,0,0.4097302340849446,0,0,0,56.981035099623234,0,38.08393324583016,59.328487562642124,0.34303363340019694,58.15111386044354,68.06135835438988,1.770795811317563,3.7929731066527466,1.5650769096808563,1,17.31844479703976,2,1,43.26929024309991,3,22.51222488596035,25.39504303287488,3.182808790003598,0
0,2,-2.3246864041319903,0.891757714661401,45.65962101126247,-4.799017364579062,52.691903669114105,-0.584064147219141,-0.9770230164910242,1.5813833720307557,0,0,-0.25486915353132955,24.359445665598205,0.32474083743726917,1,0.3375338430338411,0,0,1,52.15088777503247,0,34.535335388197936,2.89528235313949,0.42185301123749536,60.40119559130808,56.12633384689153,1.2321515492508095,1.0210465464500917,3.107310864654046,1,26.532545803057737,0,0,73.41057608335855,1,9.011455513647418,32.57380957241335,0.7421308601969976,3
0,0,0.030517221044672655,0.5087450263311567,49.289308452945406,2.3470778634950484,32.80242634860146,0.07530105061910403,0.7235631722717806,2.3125439534557133,1,1,-0.23310803044273745,23.65232159607547,0.7267649601084896,0,0.3748092920785321,1,1,0,43.804041961567016,1,56.744969430567295,30.40794901559032,0.3435196872289186,44.40418994359746,21.745879294850965,2.053461975793583,0.8750466402707087,-3.9370262931862037,0,21.062883248160308,0,0,25.75452892949984,1,7.599490263546493,50.81556784999074,-9.920742552149093,0
0,2,0.500132541459469,0.18388427877567176,49.48483662170098,2.7828247582061305,35.1373259775273,-0.15741268623055987,1.045821866838408,1.607563788996201,1,1,-0.6802245780691001,24.682295837839604,0.9814206907860601,0,0.14128459955727413,1,1,0,28.466359826616216,2,66.33909491742693,3.8098902356036612,0.2289449820499796,37.14829130588738,17.27790909503117,1.1465441663439748,3.6440049697082064,-4.61117353490724,0,39.580857530367545,0,0,16.789818634741806,1,10.24898848827927,86.48220887840834,2.5673514696593625,2
0,2,-0.09608754090922558,0.2929211662826333,47.50149455104554,-2.313935823660353,52.09906815839079,-0.6506654520375565,-0.9016915890590553,1.6947962668087062,0,0,1.2608941163160927,29.39941021721087,0.7525267571337708,1,0.4913220862145695,0,0,0,53.997412814347,0,63.119147098990524,6.863122337338758,0.27720549039454245,57.863354322173365,54.601980303335196,7.846225114119966,1.9088093121314715,-2.5740813621992302,1,20.011930737502457,0,1,63.94673200972964,2,20.524149518981428,28.94820325235007,0.2503529822256212,3
0,0,-0.1127633651066447,0.2238211083839825,65.8305152333888,-7.526588732041607,91.98463623809855,-0.6531282001975309,-0.5495366474257014,1.5032274478287335,0,1,-0.5800444056102667,13.721816993268167,0.2445425274103062,0,0.31799663967193204,0,0,1,41.75589008889355,1,53.391241285172015,75.44035953303168,0.7757464514364991,57.49339949156404,55.86798532629763,1.7664745784462792,3.6547108922463063,-4.996087839748256,0,35.347341283816874,0,1,55.403195996372816,0,37.10343055203657,53.70417716647733,1.1051975994215653,1
0,1,0.8881105862657364,0.681717099993649,45.300447044946296,3.38555576174695,40.819232088739795,-0.2683612465175552,1.0818562119628403,2.3151246924404907,1,1,-0.533543520662984,25.369047614066922,0.8080543602886493,0,0.32983402329318323,1,1,0,36.65215392773902,1,47.908285835967945,40.49297875378873,0.19405333434670574,35.991718765658646,72.75977689588439,2.808767229990539,17.18278179584842,-4.325460648721649,1,31.419881569889743,2,0,21.450529996367237,1,5.467248018008215,63.33093311650623,0.6902615468816542,0
0,0,0.08548754776699168,0.30374915187573936,54.89467800598916,-1.9078081396106796,62.945598047058105,-0.6066409130413956,-0.21246894489374074,1.7048100591916724,0,0,-0.49115966406183986,30.65218112385721,0.6155119632466716,0,0.3261328334264051,0,0,0,54.25280004893868,0,65.97688666360474,41.139184934787345,0.6231411143006798,58.43992905496045,3.0580558464652685,5.532764059072825,2.139227262635058,-3.936578480125772,0,16.65691252214711,1,1,27.966396865493024,0,10.403625486716779,31.546121447677443,-6.256639745393487,0
1,1,0.09659645161593773,0.735744820022834,25.112042899830772,5.352096837050793,18.731648502506417,0.9230617383666596,0.0213580508406145,4.880922247666828,2,1,0.8908227204544779,14.027802237767087,0.6336313985106641,1,0.33557547254250364,1,1,1,43.732762127965714,1,35.62615793076503,27.74870979389854,0.6249342109576613,18.367359821907435,45.92144837525842,2.7180935528962546,2.1059115063662115,6.5730443239115885,0,7.477347874925369,2,1,33.055195826531616,2,8.58257272332005,45.973911671502,-1.1092904073808416,0
1,0,-0.4975826958718628,0.7889193597349509,18.43888848399679,9.834919679605076,0.46445633446401957,3.901893329503255,2.267037212158563,39.08420389013351,2,1,-1.707106868961462,0.028646929670383958,0.5641938770216567,0,0.316342829030435,1,1,1,18.02109590293238,2,32.411418537045414,0.4493361947261576,0.49681684358018496,0.04056850037594373,55.34149939047816,1.7238483491973433,1.7247879010326956,7.429298736992216,0,23.03003012337909,2,1,15.429404586407678,2,8.494982298716243,99.93272769073394,9.999939026181586,1
1,2,0.13370282942795117,0.25612216998175197,23.979539221360795,6.835972614970558,13.839779274396157,1.1674080125225093,0.7979526275921949,6.453059867837078,2,1,0.01071138847594523,9.537907422449386,0.8341128340449941,1,0.013575459856863314,1,1,1,25.875499353256053,2,27.49290938595246,1.1634595923734858,0.19333231790965794,11.049831023678154,33.61141412429603,1.9533100925910452,6.207246353484299,-1.8801438902556846,1,17.307949658564915,1,1,23.637047088387266,1,12.01110350700012,85.77444784603657,3.0119415086431047,3
1,2,-0.8383125569728179,0.7038372215970579,40.13227558559571,-6.332112310036061,79.16989801463447,-0.5431112838386524,-0.5983482451315401,1.7553064015117443,0,0,-0.243906079917108,24.86947831615298,0.22420557345547887,1,0.3038363972758341,0,0,1,60.414527901434084,0,27.79106976764854,1.489680015875674,0.5943255046182215,61.97519091534963,46.48430958163876,1.2988821708123488,4.0503637100954855,3.72860493581263,0,14.917945881060975,0,0,79.32795118665175,2,33.6492709006133,27.504404697567995,-0.8806466807441122,3
0,0,-0.0908365576915697,0.2203507824261574,61.193901054057136,-6.117816150046984,75.7367474601252,-0.596352272504406,-0.5189873549325085,1.7259811133662886,0,0,0.4149117017525414,19.455674096186968,0.469674736382918,1,0.6961038137621035,0,0,1,51.188588551124134,1,57.484275722521176,48.14020076460099,0.4559121441442396,56.64706618401317,58.27990125124101,11.097952973013667,1.3873307691215249,-4.345018454075347,1,18.93097767443843,2,0,64.26299570920173,1,29.03872572665568,37.993561286893915,2.274056835708951,0
1,0,0.2712393256126264,0.33996729971325135,55.4923712883944,-3.398068630119041,79.3768487727674,-0.6805710575754125,-0.5652779238170671,1.5658719915691364,0,1,-0.39174964124381945,22.270316647028856,0.2236445022273003,0,0.2907858454419321,0,0,0,44.760600478040914,1,39.024711477507026,74.25812389296343,0.1286020633003297,54.479618942719185,29.83314339928988,2.127936643145861,2.6964430169378613,-1.1000026857784313,0,33.91329789107328,2,1,51.08476103985484,0,33.432135393597484,46.240364834885895,-1.7623778953623486,0
1,2,-1.6276315337307032,0.1120776155969056,58.08036409702814,-5.785626549032999,79.48992325446984,-0.6950154481549419,-0.859618421228461,1.8026753033862437,0,0,-0.6416933286231329,25.876002028491463,0.09073592319920326,1,0.3311519995593001,0,0,0,55.08234050883793,0,41.49529486664784,15.453948829860543,0.5593125994102527,59.92060560869494,80.00760530919547,3.351099688268331,1.8268044369549905,-0.5929225978042805,0,19.32829761432435,0,1,71.3851267228663,0,28.318004469079856,27.334250950966194,-1.4926669985729397,1
0,0,-0.01351607954828071,0.24129457140746857,39.83187303474435,5.191883763886695,23.926304361505156,0.6172234189370632,0.9740383295767242,3.602281438678113,1,1,0.5217798626203047,16.696251152011786,0.7656330438116663,0,0.42249633351692517,1,1,1,29.960531035488753,2,51.92162788872037,55.16104342012629,0.4120098978874753,25.091143380860885,47.14759368387883,1.987182874201104,2.446284926515695,-3.775397349872698,0,27.775730899046973,0,0,7.00351216004762,1,14.56452349971473,78.72414144021684,-2.790338450198462,1
1,2,0.20025431172163063,0.5801589962929773,21.387078108417253,7.552022127815071,10.3574669143215,1.4536808136500727,0.07146716073667342,7.724480926821995,2,1,0.032347886921376016,8.931223965647305,0.798551441527557,1,0.2816288509972615,1,1,1,29.70196518808405,2,19.578153291866258,18.31493479487139,0.5584576772141777,7.1871486627861625,44.8922805003885,2.8664192963520305,1.5784105665188057,7.8550696842675585,0,10.839570882346052,2,1,14.108030546378512,3,8.171212473673757,65.90320811566534,-6.841889452774867,1
0,0,0.1414698728961637,0.17044199427770562,57.84931546394859,-4.022703472029265,80.69297531279462,-0.59477595207657,-0.6605448593361343,1.860851458526777,0,0,0.8849067224067247,25.674346535741112,0.33686404882142507,1,0.9875569772545347,0,0,0,55.49877101139744,0,36.30449243141085,37.826459414750275,0.1450890165308486,61.295765100265704,8.29638084691609,4.831859120747998,3.806310800335955,8.355075041323403,1,15.241578210082942,0,1,51.679545465895885,1,27.950069034838485,23.875662412016545,-1.9807030423561507,1
0,1,0.23657529964999302,0.10549641527127407,37.669637404673544,4.1973509423366195,31.377000809404294,0.15452879397245706,0.32422789386657197,3.213137596889598,1,1,0.3551744001476944,22.3410940408001,0.828498220733112,0,0.3009227443290979,1,1,0,32.93578231264174,1,24.278501542153183,37.86860862154632,0.45774007707992614,30.68071056079812,20.908696519522074,1.76842065770665,4.597405708098233,-4.080444194586688,0,27.626640122582067,1,1,22.782432246853315,1,9.878327056651239,65.24069225975121,0.952971344523954,0
0,1,-0.4798388295053033,0.10898738890031334,42.34013485444946,-0.2859292497655215,47.66175076646939,-0.5444261017198814,-0.6193816518271937,1.8620870862359555,1,0,1.093308148671974,32.572628406560554,0.529715775549482,1,0.38261168217626534,1,1,0,56.56441321178353,0,48.70651553929284,14.065394884139423,0.16918001196707155,57.057396325901664,77.60392005396626,4.38834842220919,3.8261235096576143,9.034322905777362,0,13.5269622985511,1,1,57.782355783586596,1,13.922860813631408,25.086239036246482,0.5112421002756236,0
1,1,-0.07139576152672238,0.15618147851204245,35.49709706220875,1.638569831965743,36.75317397599578,-0.12760751654877028,-0.9220342095477028,2.528403089642587,1,0,-0.8077201157814525,31.29852552012491,0.4988616270727354,0,0.34923641960058077,1,1,0,53.15207699623559,0,24.558752888467524,48.23091410897941,0.5124647438410685,46.11207948793219,94.15032212191859,2.0017483371151057,2.0314341912283753,-3.692125545264169,1,11.408056373469464,1,1,41.267424684197856,1,9.91941434239074,30.04461566839785,-0.7454023074162226,1
0,1,0.686909805574035,0.255261349367474,39.72142247261148,1.8932726633514978,45.589686272009466,-0.43575627566837616,-0.26145224772283465,2.070667518087825,1,1,-0.36256431274836437,28.23818802057766,0.6548992498408308,0,0.3526177654895324,1,1,0,39.20535435114438,1,38.77291753353096,39.155077768560844,0.5053618443394657,40.54803911357217,71.19556698697296,1.3333829390938383,4.0099286934851905,-4.768779412134416,0,34.15008099646812,0,0,35.94275756015313,0,15.461147966647484,53.22351689115887,0.7696216007450563,0
0,1,-0.18035494492634732,0.14492881061691354,45.37890353588324,-0.6055919832994014,44.41468459383863,-0.45347168082468076,-0.6626281728991625,1.7400497301197975,0,1,-2.051036823430545,31.687545832492145,0.5641764848603126,0,0.3330277125123364,0,1,0,47.73515991439045,0,38.34188087750506,36.580461396035986,0.1023439574327687,56.68710862162023,41.30942527621285,1.6146085470890765,2.6955918296615997,-4.693149806921399,1,24.225333990021497,1,1,50.90720658118102,0,15.181077866540509,35.87581381163266,3.7650692961052368,2
0,1,-0.015075171988870062,0.2459266525757034,68.21502654087493,-7.538629728508116,83.25451923733755,-0.5513007916606135,-0.5228588522355367,1.6015752692975982,0,0,3.5100190981084656,10.561140512309244,0.7660299905883826,1,0.9989053579498921,0,0,1,48.68232034327784,1,69.18710370776915,35.89550116581928,0.21542793482262695,60.110969351473344,5.239304285284358,54.598150033144236,0.9502686014651143,-4.2001631617345625,0,17.97260127387064,0,1,44.43958714723629,0,38.6294163505005,51.436862524396595,-1.2725635196146339,1
1,1,1.1063092607349871,0.25851689826486524,30.519610007351275,5.348895641172168,27.38497617202852,0.3495289234108159,-0.0012774693556656886,3.746527743284028,2,1,-0.1301981574838179,19.706962417043826,0.7273301959941726,0,0.3155506349554945,1,1,0,38.50121158472406,1,46.405508083756786,27.48309374004984,0.9333392093790491,17.664342670099906,31.86985699377416,2.5031979036809924,1.9083482584881457,0.2399354432596894,0,18.35925539916778,0,0,26.819554868103168,2,5.565381501935185,59.157919054379704,-0.8937702011510389,0
0,0,-0.1660672777486042,0.1681719625328314,60.455235634356484,-4.094147619276916,70.29392773958676,-0.6037722235873022,-0.1646392640505308,2.072213340425615,0,0,1.0141248906409654,24.250937253539067,0.8571387930512504,1,0.8765623164150025,0,0,1,47.60951137676635,1,69.78148340572949,7.283062435902927,0.22212430189961985,60.63429276215086,54.46408624107888,8.748266594366624,9.07701488380915,-3.9863062340107867,1,19.58436644696721,0,0,69.19326618085901,2,15.447236990786458,47.83017385056336,-0.21538483632265937,0
0,0,0.11911350642225649,0.4368647875549228,63.80473833131526,-6.500098297591119,84.7373659463426,-0.653869149744578,-0.6030833579256168,1.76725354014064,0,0,1.3437846059434944,16.892887219836425,0.5803145112053677,1,0.9216177268786696,0,0,1,48.83466279807638,1,59.29567911010522,54.71918338430502,0.19521228424819842,57.595118102430895,84.77364240459934,4.028521100874825,2.680407130978583,5.339750126820242,0,19.593296057100254,0,0,62.07067843074461,1,33.89209185313602,45.142187773905995,-4.539223337900596,0
0,2,-0.11220518285070895,0.3025218802428761,48.92148197603295,-0.7365349035442055,45.35396464675531,-0.5251018413510405,-0.27985822700402496,1.7015942522502099,0,0,0.7835214480626752,32.25805180091407,0.8324028158236171,1,0.340754551299038,1,1,0,52.70569125036715,0,55.712589905760744,13.140132556683263,0.14576037553614524,58.71754342780012,70.26210575452883,7.488000003117627,1.4874627645179153,-4.191104923512503,0,19.734907836289167,0,0,48.31421974033519,1,13.990073507876136,35.148133292748874,1.375713925892228,1
0,0,0.26680700947634195,0.3036507189714437,62.79441798926964,-5.050233391352029,79.21584557887974,-0.6047996791012693,-0.5351613590678961,1.715968390965462,0,0,0.4650757598634634,19.674843581863573,0.38093941429141054,0,0.6962252255324926,0,0,1,52.75922982394752,1,65.95397826385391,48.645997634554554,0.4796138717825019,55.22188359645718,15.6898695280697,3.6621691700742214,2.1443326040760757,-5.101868508419481,0,22.463657975593442,0,1,44.114988384959794,2,33.30495481582027,33.05310644892068,9.999939026181586,2
1,0,0.27326703996234564,0.47460642532328406,37.08810089185819,1.679871704353861,46.55678814798577,-0.47323948060526544,-0.5511341163928823,2.2526786970522434,1,0,-0.29925759782384936,31.633819948180523,0.33823243382001245,1,0.35943133423212736,1,1,0,58.316219112326145,0,27.41021752322367,57.9614008424972,0.39728006135937133,48.661714608184774,66.62227128709637,1.27030765542835,1.3553872021580986,3.2182020668509654,0,7.301184804694465,2,1,25.878426294238615,2,12.313298604013989,22.324297046588164,2.4534869794670975,0
1,0,-1.1735054869265409,0.4211059637506591,54.774869637661745,-7.221519796796435,86.27888146698707,-0.6670024843038642,-0.6183230501312612,1.5160146166840465,0,1,-0.5117599462785555,17.991228376380427,0.05305560890537364,1,0.32939707680213964,0,0,1,49.73797404200932,1,22.35325207004025,67.07541386558094,0.2574446731708692,59.60663883755252,52.58957615128409,1.9692761769595937,2.365276513093552,-1.3100412167679671,0,33.63195176370546,2,1,73.51272865766258,0,27.80004992557993,31.272141582726555,-1.1796972201614402,1
0,0,0.019932650456665223,0.15702472511976068,50.430381250394035,-0.5959118093419384,52.0912196380874,-0.6043139287828753,-0.5169636497729517,1.6870779564080254,0,1,-0.5498388860557969,30.700639341020963,0.7426538750667911,0,0.31587751853874224,1,1,0,48.63218782229551,0,59.68528992563175,49.48230710715836,0.15937921327676408,57.327831556481605,92.08597640796779,2.5553293369174392,2.6123677473320512,-4.227061173069105,0,25.979826703712867,0,1,27.464829335804488,0,12.13152263035151,47.79280915982945,3.6818926819529594,0
0,0,-0.6978755102266965,0.062435953034119196,68.56494276026672,-8.983791738132847,94.27304368738845,-0.6811276594849432,-0.559832823456547,1.6969713223006129,0,1,-1.4045986033169375,5.0579530462060625,0.2843674502632184,0,0.4228841167107022,0,0,1,41.62795113830247,2,62.35428764891254,57.175194781562794,0.6271268140458475,60.72130691883069,3.9624520036490143,2.492887038765553,1.6663701200972951,-5.531433983656751,1,31.563365510423523,0,1,59.949673958593394,1,39.67548477683857,56.378424363190085,9.999939026181586,0
1,2,0.16362871758911918,0.27653570588398646,26.470072978773356,6.7124921733012215,15.954295756801246,1.127013285488498,0.6031808784853236,5.964114007279665,2,1,-0.6131440578967192,13.640100578272452,0.848495497531896,0,0.37287899112784717,1,1,1,26.07216644066233,2,35.30837579443819,6.622903284643629,0.0853951530760193,12.977912265464653,57.30531458056789,1.668798916088306,9.340169687916998,-4.179132901660669,1,23.269550355201105,2,0,34.25037098760531,1,9.186586441280781,78.41137870466292,-0.7436316082812109,2
1,1,0.23549744128881117,0.9179918272304055,33.83570527900795,2.2747210007571788,38.96105910162977,-0.1726458989218261,-0.5510580422637932,2.5742251346013196,1,1,-0.11034635417484581,31.443051021495883,0.44812762764332187,0,0.33549846444239173,1,1,0,51.17978395277553,0,30.294712153223095,26.376624608093955,0.17640264999985406,44.98110774779878,56.57453671009138,3.692268186469936,3.04408702248444,2.64032420391797,1,12.472293609520158,2,1,41.471292946345606,0,4.895165090195697,29.87845797855046,0.7546122410190392,0
1,2,0.1352614296413611,0.9274204709746632,18.40090081111864,9.88273459527058,0.22971873306579238,4.214118044814711,3.062037426141118,37.746944582863655,2,1,-0.25287474303924323,0.016778279822680098,0.9239826310246884,1,0.33910863173585676,1,1,1,18.00544538040637,2,35.11781541419585,38.093913048514175,0.7115619222804523,0.012010880656254663,93.46941664355269,1.597996473300441,1.6397595165157517,5.6810287013006455,0,32.096352260670216,1,0,0.40957800917329923,2,9.083850325773968,99.98087863689067,3.537542135071643,3
0,0,0.6222770420601923,0.33674859008268265,58.98285895173172,0.17971571807895437,45.54643636105502,-0.5499160806097947,1.6115443868802686,1.7081506822123564,1,0,4.357447632738514,26.074774601408805,0.9331688627635413,1,0.9793794474914386,1,1,1,48.233418533631266,0,69.9944630276323,41.56266419816818,0.1034368996010922,50.83255376823484,85.7557085086805,17.957196462463386,9.295172598565813,-4.9860837076679365,0,21.163764960200155,0,1,26.627937301620918,2,21.025665778163308,49.42863272864785,0.11522740109936969,0
1,0,-0.010797601406909696,0.9626620096572968,38.419896422213355,-0.6963967043876664,51.34000436371681,-0.5811658346084307,-0.6266683636186555,1.6704571714971468,0,0,-0.48751178901170367,34.52622577190311,0.03566655925136886,0,0.6318824136157307,0,0,0,60.241104959208016,0,33.012591368746094,50.91610051523528,0.3652117313351728,55.914389814683645,10.167139749839471,3.224132406511276,0.9332502644489504,9.99551370899773,1,20.547454348060974,2,0,40.138812987942664,3,18.146851932927266,25.851149954978105,6.683097383497653,0
1,2,-0.1410320629301131,0.9526238823667488,19.714466016043353,7.688678954102521,8.010328956451874,1.915274001313283,0.38425229261118615,8.959715218355797,2,1,-1.1153596894667839,6.148810854240585,0.8076622742779727,0,0.3465769367152388,1,1,1,34.298997167137216,1,51.902190874839526,0.06239236822332739,0.22917264630922846,6.621054514977076,18.382378811740807,1.6370196409525688,2.860546423797941,7.967635517368649,1,3.925583603156646,2,0,47.6084974789315,3,4.6405762147169565,63.9119365917127,6.59100533194955,2
1,2,-0.09229122793637509,0.427667818862897,33.4407648221016,-1.5519128228577088,51.91718411075461,-0.7492022344954077,-0.7001734657136548,1.7147341858694287,0,0,-0.18363812611855976,34.40257817895524,0.5148810595682263,1,0.9090392717558536,0,0,0,55.82441836242627,0,31.49170386314418,2.6840871369225017,0.28191632782946086,56.40644641204061,7.723317060286772,1.7814443932548396,3.1533436578865346,4.207154718227306,1,26.011794893051466,2,1,63.70435896770513,0,25.857242757087295,23.764152702519247,1.3508289074521151,2
1,0,0.023467051011928756,0.7324304639435298,42.42256683223761,-3.418450190156978,76.81238998694953,-0.6446022940429809,-0.3780867926388381,1.6778941427558307,0,0,-0.36198159193989504,28.296849597162588,0.10938043890925114,1,0.7420013367737452,0,0,0,59.71963453918649,0,20.299879188308132,71.15702675725021,0.651263642277435,55.76386098500165,27.482118133854392,1.4464314290816034,4.894789003659699,9.05035434066027,0,22.842836225189004,2,1,49.69502352337247,3,31.699885355531574,27.594111326618208,-0.44998283546130047,2
1,0,-0.2510912861972642,0.23858804525170507,55.236671975865704,-4.656664471358811,73.09954941321742,-0.6366999198519141,-0.44080794978947746,1.8744590716191891,0,1,-0.07929844584436001,21.99889804711382,0.3007325292545643,1,0.36330802516425686,0,0,1,50.994977731446134,1,29.5899310039487,76.23257669131954,0.3964560180162318,56.0239632017073,73.35153450805713,1.8624265370397035,1.2675414391971616,-3.1821457280721033,1,23.887264462642136,0,0,58.72517923729368,2,22.404465137819606,34.065296805950304,-0.6652944117379906,0
1,0,-0.25447076652367345,0.4457228956119989,42.041934162134986,0.07128076880247036,50.451165032596165,-0.6219591305238965,-0.8082195281771535,2.308721127324156,0,0,0.9734673763353063,33.28888184942627,0.22380744514004391,1,0.8514454236008456,0,0,0,59.329524133464986,0,32.55191094695936,60.80840087147392,0.27730965292997434,57.532871852460616,15.9908507121862,3.0202321863553534,2.893476561325717,0.6201462078185962,1,7.275644158199954,1,0,34.39554853845757,0,13.150004325548277,22.774689155590227,-9.994365923552442,1
